Name,Cycle_Number,Total_10Day_Quantity,Max_Stock,Utilization_Rate,GroupName,Stock_Class,Storage Unit,Family,Site,Item Id,Demanded,Delivered,satisfaction_rate (%),Weekend,Month,Date_week,days_since_start,Inventory_Cycle,Cycle_Start_Day,Cycle_End_Day
DATTE EN VRAC,12,1.0,18.3,0.055,Fruits & Legumes Frais,B,KG,SOLIDES,Economat,12617,1,1,81.73076923076923,0,2024-04,mardi,120,13,120,129
DINOL,12,70.0,135.0,0.519,Hygiène,A,BIDON (1 KG),CONSO/HYG,Economat,12934,6,6,74.47073474470734,0,2024-04,lundi,112,12,112,121
DOSETTE KETCHUP PB,12,1000.0,4000.0,0.25,Epicerie,C,PC (1000 PC),SOLIDES,Economat,16254,1,1,52.5,0,2024-04,jeudi,115,12,115,124
DOSETTE MAYO PB,12,1000.0,4000.0,0.25,Epicerie,C,PC (1 PC),SOLIDES,Economat,16253,1,1,51.85185185185185,0,2024-04,jeudi,115,12,115,124
EAU MELLITI PET 0,5 L,12,2.0,901.0,0.002,Eaux et Sodas,D,PC (1 PC),LIQUIDES,Economat,12281,1,1,31.428571428571427,0,2024-04,mardi,120,13,120,129
EAU MINERALE 1,5L,12,2124.0,4556.0,0.466,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12241,16,16,83.6734693877551,1,2024-04,lundi,112,12,112,121
EMBALLAGE CREPE CIG,12,1000.0,2000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,13284,1,1,45.25547445255474,0,2024-04,mercredi,114,12,114,123
EMINCE DE BOEUF PORT. SURGELE,12,19.315,79.49000000000001,0.243,Viandes Surgelées,A,KG (1000 GR),SOLIDES,Economat,16289,7,7,71.32075471698113,1,2024-04,dimanche,111,12,111,120
ESCALOPE POULET FRAIS,12,305.93,503.16,0.608,Volaille Surgelée,A,PC (1 KG),SOLIDES,Economat,12631,4,4,84.24908424908425,1,2024-04,mardi,113,12,113,122
ESCALOPE POULET PANE CONGELE,12,20.82,128.91,0.162,Volaille Surgelée,A,KG (1 KG),SOLIDES,Economat,15081,2,2,75.96685082872928,0,2024-04,mercredi,114,12,114,123
ESSUIT TOUT JUMBO,12,106.0,157.0,0.675,Hygiène,A,PC (1 KG),CONSO/HYG,Economat,12940,38,38,74.55101260985862,1,2024-04,dimanche,111,12,111,120
FANTA BOITE 24CL,12,184.0,1328.0,0.139,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12634,10,10,89.79099678456592,1,2024-04,dimanche,111,12,111,120
FANTA PET 0.5 L,12,502.0,699.0,0.718,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12635,27,27,83.57487922705315,1,2024-04,lundi,112,12,112,121
FANTA PET 30CL,12,24.0,312.0,0.077,Eaux et Sodas,B,PC (1 PQT),LIQUIDES,Economat,13704,1,1,86.0,0,2024-04,lundi,119,12,119,128
FEUILLE DE BRIK,12,1.0,94.0,0.011,Epicerie,D,PC (10 PC),SOLIDES,Economat,12637,1,1,94.44444444444444,0,2024-04,mardi,120,13,120,129
FILM ETIRABLE 725GR,12,14.0,38.0,0.368,Consommable,A,PC (1 GR),CONSO/HYG,Economat,12524,9,9,75.35211267605634,1,2024-04,mardi,113,12,113,122
FOND DE PLATEAU CIG,12,1000.0,3000.0,0.333,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12943,1,1,53.73134328358209,0,2024-04,lundi,119,12,119,128
FORNOX,12,11.0,48.0,0.229,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,12945,2,2,88.1578947368421,1,2024-04,samedi,117,12,117,126
FORTE NSPRS,12,350.0,5150.0,0.068,Cafe,A,PC (1 PC),LIQUIDES,Economat,16339,5,5,80.0,1,2024-04,dimanche,111,12,111,120
FOURCHETTE NOIRE EMBALEE EJEM,12,4000.0,10000.0,0.4,Consommable,A,PC (1 PC),CONSO/HYG,Economat,12645,7,7,75.0,1,2024-04,dimanche,111,12,111,120
FRAISE FRAIS,12,49.55,64.35,0.77,Fruits & Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12647,13,13,62.80701754385965,1,2024-04,dimanche,111,12,111,120
"FRITE SURGELE 9/9 CLASSIC 2.5 KG,12,160.0,290.0,0.552,Legumes Surgelés,A,""KG (2,5 KG)"",SOLIDES,Economat,16381,5,5,70.63903281519862,1,2024-04,dimanche,111,12,111,120"
FROMAGE BLUE CHEESE GR,12,1.0,9.0,0.111,Beurre Oeuf Fromage,D,PC (100 GR),SOLIDES,Economat,15969,1,1,66.66666666666666,0,2024-04,mardi,113,12,113,122
FROMAGE CAMEMBERT 240g,12,1.0,12.0,0.083,Beurre Oeuf Fromage,D,BTE (240 GR),SOLIDES,Economat,13215,1,1,51.72413793103448,0,2024-04,mardi,113,12,113,122
FROMAGE CHEDDAR EN BLOC,12,36.0,65.0,0.554,Beurre Oeuf Fromage,A,KG (1 KG),SOLIDES,Economat,16157,6,6,56.622516556291394,1,2024-04,jeudi,115,12,115,124
FROMAGE EDAM MEULE,12,15.092,35.622,0.424,Beurre Oeuf Fromage,B,KG (1 KG),SOLIDES,Economat,14345,3,3,72.51461988304094,1,2024-04,mardi,113,12,113,122
FROMAGE GOUTA,12,1.0,16.0,0.062,Beurre Oeuf Fromage,C,KG (1 KG),SOLIDES,Economat,17424,1,1,51.42857142857142,0,2024-04,mardi,120,13,120,129
FROMAGE LAND OR,12,25.2,25.4,0.992,Beurre Oeuf Fromage,A,PC (1 KG),SOLIDES,Economat,12654,7,7,86.70212765957447,1,2024-04,lundi,112,12,112,121
FROMAGE MAASDAM EN BLOC PB,12,35.0,65.5,0.534,Beurre Oeuf Fromage,A,KG (1 KG),SOLIDES,Economat,16156,7,7,46.26038781163435,1,2024-04,mardi,113,12,113,122
FROMAGE MEULE GOUDA KG,12,20.108,32.932,0.611,Beurre Oeuf Fromage,A,KG (1 KG),SOLIDES,Economat,14859,5,5,65.96858638743456,1,2024-04,mardi,113,12,113,122
FROMAGE MOZARELLA CARRE KG,12,110.0,145.0,0.759,Beurre Oeuf Fromage,B,KG (1 KG),SOLIDES,Economat,15830,6,6,73.0,1,2024-04,mardi,113,12,113,122
FROMAGE MOZZARELLA MINI,12,7.0,9.0,0.778,Beurre Oeuf Fromage,D,PC,SOLIDES,Economat,14706,2,2,32.35294117647059,0,2024-04,jeudi,115,12,115,124
FROMAGE SICILIEN,12,1.894,5.946,0.319,Beurre Oeuf Fromage,D,KG (1 KG),SOLIDES,Economat,13885,1,1,62.96296296296296,0,2024-04,lundi,119,12,119,128
FUT HEINEKEIN,12,100.0,240.0,0.417,Alcools,B,PC (1 L),LIQUIDES,Economat,12955,4,4,75.0,1,2024-04,dimanche,111,12,111,120
GANT EN PLASTIQUE,12,3.0,24.0,0.125,Hygiène,D,PC (1 PC),CONSO/HYG,Economat,12959,3,3,57.14285714285714,1,2024-04,samedi,117,12,117,126
GANT EN VINYL  XL,12,7700.0,12500.0,0.616,Hygiène,A,SCH (1 PC),CONSO/HYG,Economat,12960,31,31,64.98516320474778,1,2024-04,dimanche,111,12,111,120
GANT EN VINYL MEDUIM,12,2298.0,5700.0,0.403,Hygiène,A,SCH (1 PC),CONSO/HYG,Economat,16124,11,11,74.97789566755084,1,2024-04,dimanche,111,12,111,120
GARCI GAZ P.E.T 1 L,12,234.0,344.0,0.68,Eaux et Sodas,A,L (1 GR),LIQUIDES,Economat,13138,26,26,84.48471121177803,1,2024-04,dimanche,111,12,111,120
GATEAU CHOCOLAT PBC,12,80.0,100.0,0.8,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,16274,3,3,62.04379562043797,1,2024-04,dimanche,111,12,111,120
GOBLET 6.5 0Z MF,12,100.0,1850.0,0.054,Consommable,B,PC (1 PC),CONSO/HYG,Economat,15661,1,1,40.55555555555556,1,2024-04,vendredi,116,12,116,125
GOBLET 6.5 PLAN B,12,2000.0,3300.0,0.606,Consommable,B,PC (1 PC),CONSO/HYG,Economat,16263,2,2,55.14705882352941,1,2024-04,dimanche,111,12,111,120
GOBLET 9 0Z MF,12,200.0,1600.0,0.125,Consommable,A,PC (1 PC),CONSO/HYG,Economat,15662,2,2,33.33333333333333,1,2024-04,mercredi,114,12,114,123
GOBLET 9 PLAN B,12,1000.0,3000.0,0.333,Consommable,B,PC (1 PC),CONSO/HYG,Economat,16296,1,1,46.85314685314685,0,2024-04,mercredi,114,12,114,123
GOBLET CAFE 192 ML CIG,12,2000.0,4000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12657,2,2,52.513966480446925,1,2024-04,mercredi,114,12,114,123
GOBLET CARTON GOURM 19 CL,12,2000.0,4000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12324,2,2,62.85714285714285,1,2024-04,lundi,112,12,112,121
GOBLET CARTON GOURM 25CL,12,2000.0,4000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12325,2,2,64.65517241379311,1,2024-04,lundi,112,12,112,121
GOBLET DB 19 CC,12,8800.0,12000.0,0.733,Consommable,A,PC (1 PC),CONSO/HYG,Economat,15418,17,17,90.09433962264151,1,2024-04,dimanche,111,12,111,120
GOBLET DB 25 CC,12,3250.0,11600.0,0.28,Consommable,A,PC (1 PC),CONSO/HYG,Economat,15419,4,4,84.2443729903537,1,2024-04,dimanche,111,12,111,120
GOBLET JUS TRANSPARENT CI GUSTA,12,400.0,1000.0,0.4,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12661,2,2,51.35135135135135,1,2024-04,vendredi,116,12,116,125
GOBLET PET 350 CC,12,3900.0,5950.0,0.655,Consommable,A,PC,CONSO/HYG,Economat,12664,10,10,76.68997668997669,1,2024-04,lundi,112,12,112,121
GOBLET PP TRANSPARENT 200CC/80MM YOZEL,12,100.0,700.0,0.143,Consommable,D,PC,CONSO/HYG,Economat,17867,1,1,86.20689655172413,0,2024-04,lundi,119,12,119,128
GOBLET TRA 270ML + COUVERCLE,12,100.0,1000.0,0.1,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12662,1,1,65.9090909090909,1,2024-04,samedi,117,12,117,126
GOBLET TRANS 0.5L,12,1000.0,1800.0,0.556,Consommable,D,PC,CONSO/HYG,Economat,12665,3,3,21.052631578947366,1,2024-04,lundi,112,12,112,121
HARISSA 5/2,12,42.0,53.0,0.792,Epicerie,A,BOTTE (1 BTE),SOLIDES,Economat,16245,7,7,82.23938223938224,0,2024-04,lundi,112,12,112,121
HUILE D'OLIVE POMACE,12,17.0,28.5,0.596,Epicerie,B,L,SOLIDES,Economat,18081,2,2,89.1025641025641,0,2024-04,mardi,113,12,113,122
HUILE VEGETALE 5L,12,36.0,54.0,0.667,Epicerie,A,L (5 PC),SOLIDES,Economat,12673,8,8,57.24137931034483,1,2024-04,dimanche,111,12,111,120
INTENSO NSPRS,12,200.0,4050.0,0.049,Cafe,A,PC (1 PC),LIQUIDES,Economat,16340,4,4,68.36461126005362,1,2024-04,lundi,112,12,112,121
JAMBON DE BOEUF FUME,12,7.85,18.1,0.434,Charcuterie,A,KG (1 KG),SOLIDES,Economat,12676,4,4,72.4867724867725,0,2024-04,mardi,113,12,113,122
JAMBON DE DINDE,12,32.5,34.15,0.952,Charcuterie,A,PC (1 KG),SOLIDES,Economat,12030,8,8,87.86764705882352,1,2024-04,lundi,112,12,112,121
JEX CARRE,12,52.0,180.0,0.289,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12974,5,5,95.357833655706,1,2024-04,lundi,112,12,112,121
JOUR ET NUIT BLANC 1/2,12,8.0,52.0,0.154,Alcools,C,PC (1 PC),LIQUIDES,Economat,12979,2,2,58.108108108108105,0,2024-04,jeudi,115,12,115,124
JOUR ET NUIT ROSE 1/2,12,12.0,52.0,0.231,Alcools,B,PC (1 PC),LIQUIDES,Economat,12976,1,1,60.86956521739131,0,2024-04,jeudi,115,12,115,124
JOUR ET NUIT ROSE 3/4,12,1.0,30.0,0.033,Alcools,C,PC (1 PC),LIQUIDES,Economat,12977,1,1,51.92307692307693,0,2024-04,jeudi,115,12,115,124
JOUR ET NUIT ROUGE 1/2,12,17.0,48.0,0.354,Alcools,C,PC (1 PC),LIQUIDES,Economat,12978,2,2,66.23376623376623,0,2024-04,jeudi,115,12,115,124
JOUR ET NUIT3/4 BLANC,12,6.0,30.0,0.2,Alcools,C,PC (1 PC),LIQUIDES,Economat,12980,1,1,54.16666666666666,0,2024-04,jeudi,115,12,115,124
JOUR ET NUIT3/4 ROUGE,12,6.0,24.0,0.25,Alcools,D,PC (1 PC),LIQUIDES,Economat,12981,1,1,65.71428571428571,0,2024-04,jeudi,115,12,115,124
JUS CITRONADE  CLASSIQUE 250 ml,12,1100.0,1403.0,0.784,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,13786,43,43,86.39281129653402,1,2024-04,dimanche,111,12,111,120
JUS FRAISE  MINI CAMAROSA 250 ml,12,1140.0,1210.0,0.942,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,12435,45,45,74.16020671834626,1,2024-04,dimanche,111,12,111,120
JUS STILL 20 CL,12,105.0,552.0,0.19,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,12440,2,2,93.66197183098592,0,2024-04,lundi,112,12,112,121
KETCHUP BIDON 5L,12,5.0,35.0,0.143,Epicerie,B,PC (1 KG),SOLIDES,Economat,14691,1,1,68.31683168316832,0,2024-04,mardi,113,12,113,122
KINDER BUENO,12,150.0,300.0,0.5,Epicerie,A,PC (1 PC),SOLIDES,Economat,12992,5,5,72.54901960784314,1,2024-04,lundi,112,12,112,121
KINDER T4,12,40.0,180.0,0.222,Epicerie,B,PC (1 PC),SOLIDES,Economat,12993,1,1,67.33333333333333,0,2024-04,lundi,112,12,112,121
KIWI,12,641.0,641.0,1.0,Fruits & Legumes Frais,A,PC (1 PC),SOLIDES,Economat,12067,19,19,80.87818696883853,1,2024-04,dimanche,111,12,111,120
LAIT UHT DEMI ECREME,12,875.0,1322.0,0.662,Jus Fruit Lait,A,PQT (1 L),LIQUIDES,Economat,14862,39,39,87.52136752136752,1,2024-04,dimanche,111,12,111,120
LAVETTE COTON,12,109.0,149.0,0.732,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,14337,17,17,86.58536585365853,1,2024-04,dimanche,111,12,111,120
LOT CAFE GRAIN BARISTA,12,40.0,121.0,0.331,Cafe,A,PC (1 KG),LIQUIDES,Economat,13606,10,10,84.8,1,2024-04,lundi,112,12,112,121
LOT CAFE GRAIN ESPRESSO ELITE 3,12,17.0,128.0,0.133,Cafe,A,PC (1 KG),LIQUIDES,Economat,15746,7,7,76.759410801964,1,2024-04,dimanche,111,12,111,120
LOT CAFE GRAINS  PUR EXPRESS,12,56.0,73.0,0.767,Cafe,A,KG (1 KG),LIQUIDES,Economat,15491,15,15,94.8,1,2024-04,lundi,112,12,112,121
MAIS EN BOITE,12,16.0,92.0,0.174,Epicerie,A,BTE (340 GR),SOLIDES,Economat,14198,4,4,53.75939849624061,1,2024-04,dimanche,111,12,111,120
MANCHE A BALAIS,12,4.0,20.0,0.2,Hygiène,B,PC,CONSO/HYG,Economat,12999,1,1,91.96428571428572,0,2024-04,lundi,119,12,119,128
MANGUE,12,17.0,39.0,0.436,Fruits & Legumes Frais,A,PC,SOLIDES,Economat,16366,3,3,39.66666666666666,1,2024-04,samedi,117,12,117,126
MARINADE POULET GRILLE 2KG PB,12,30.0,36.0,0.833,Volaille Surgelée,A,PC (1 KG),SOLIDES,Economat,16161,4,4,56.44444444444444,1,2024-04,dimanche,111,12,111,120
MAY 0.5L,12,4186.0,22614.0,0.185,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,15027,33,33,87.152133580705,1,2024-04,dimanche,111,12,111,120
MAYO 5L DEJ,12,165.0,170.0,0.971,Beurre Oeuf Fromage,A,KG (5000 GR),SOLIDES,Economat,16250,14,14,81.50537634408602,1,2024-04,dimanche,111,12,111,120
MENTHE SECHE,12,0.3,2.0,0.15,Epicerie,D,KG,SOLIDES,Economat,12699,1,1,56.09756097560976,1,2024-04,vendredi,116,12,116,125
MENTOS ROLLS MENTHE,12,40.0,80.0,0.5,Epicerie,D,PC (1 PC),SOLIDES,Economat,15244,1,1,70.0,0,2024-04,lundi,112,12,112,121
MENTOS ROLLS STRAWBERRY,12,40.0,80.0,0.5,Epicerie,D,PC (1 PC),SOLIDES,Economat,15245,1,1,77.14285714285715,0,2024-04,lundi,112,12,112,121
MIEL DOUX & FRAIS,12,7.0,11.0,0.636,Epicerie,C,PC (1 PC),SOLIDES,Economat,12702,2,2,43.20987654320987,0,2024-04,jeudi,115,12,115,124
MIRA 0,6L,12,5482.0,8621.0,0.636,Eaux et Sodas,A,PC,LIQUIDES,Economat,10711,16,16,80.97982708933718,1,2024-04,dimanche,111,12,111,120
MIRA 1L,12,168.0,1848.0,0.091,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12136,3,3,95.13677811550151,1,2024-04,dimanche,111,12,111,120
MIX A CREPE FRANCAISE,12,80.0,150.0,0.533,Pâtisseries,B,SAC (1 SAC),SOLIDES,Economat,8120,3,3,96.045197740113,1,2024-04,jeudi,115,12,115,124
MOUSSE CHOCOLAT,12,1.0,4.0,0.25,Pâtisseries,D,PC,SOLIDES,Economat,12709,1,1,92.5925925925926,0,2024-04,mardi,120,13,120,129
MOUTARDE DIJON 840 GR,12,6.0,25.0,0.24,Epicerie,B,BTE (840 GR),SOLIDES,Economat,12710,1,1,78.16091954022988,0,2024-04,mardi,113,12,113,122
Muffin daily'n,12,652.0,1109.0,0.588,Pâtisseries,A,PC (1 PC),SOLIDES,Economat,13016,5,5,98.08306709265176,1,2024-04,dimanche,111,12,111,120
NAPPAGE,12,1.0,14.0,0.071,Pâtisseries,C,PC,SOLIDES,Economat,12716,1,1,97.95918367346938,0,2024-04,mardi,120,13,120,129
NOISETTE GRILLEE CONCASSEE,12,1.0,3.0,0.333,Fruits Secs,D,PC (1 KG),SOLIDES,Economat,17772,1,1,90.0,0,2024-04,mardi,120,13,120,129
NOIX DE CAJOU GRILLES SALEES 65GR,12,24.0,96.0,0.25,Fruits Secs,B,PC (1 PC),SOLIDES,Economat,13020,1,1,77.0,1,2024-04,vendredi,116,12,116,125
NUGGETS PANE PB,12,50.0,275.0,0.182,Volaille Surgelée,A,PC (1 PC),SOLIDES,Economat,16165,2,2,53.333333333333336,1,2024-04,jeudi,115,12,115,124
NUTELLA 600GR,12,62.0,114.0,0.544,Pâtisseries,B,PC (1 PC),SOLIDES,Economat,12718,5,5,70.85714285714285,1,2024-04,lundi,112,12,112,121
OEUFS,12,34.0,83.0,0.41,Beurre Oeuf Fromage,A,PC (30 PC),SOLIDES,Economat,12720,11,11,76.55719139297848,1,2024-04,dimanche,111,12,111,120
OIGNONS BLANC,12,108.4,127.3,0.852,Legumes Frais,A,KG,SOLIDES,Economat,12721,8,8,65.81740976645435,1,2024-04,lundi,112,12,112,121
OLIVE DENOYETE,12,28.0,35.0,0.8,Legumes Frais,B,KG,SOLIDES,Economat,12723,4,4,72.22222222222221,1,2024-04,vendredi,116,12,116,125
OLIVE NOIRE SLICE,12,17.0,35.0,0.486,Legumes Frais,B,KG,SOLIDES,Economat,12724,3,3,70.45454545454545,1,2024-04,dimanche,118,12,118,127
OLIVE VIOLETTE,12,3.0,14.0,0.214,Legumes Frais,C,KG,SOLIDES,Economat,18543,1,1,68.05555555555556,0,2024-04,lundi,119,12,119,128
ORANGE A JUS,12,1923.45,2117.05,0.909,Jus Fruit Lait,A,KG (1 KG),LIQUIDES,Economat,12727,45,45,79.17023096663816,1,2024-04,dimanche,111,12,111,120
ORANGINA BOITE 24 CL,12,281.0,347.0,0.81,Eaux et Sodas,A,BTE (1 BTE),LIQUIDES,Economat,15710,23,23,65.52901023890784,1,2024-04,dimanche,111,12,111,120
PAILLE ENVELOPPE 7.5MM COLORE,12,47.0,47.0,1.0,Consommable,B,SCH (50 PC),CONSO/HYG,Economat,16120,13,13,58.16993464052288,1,2024-04,dimanche,111,12,111,120
PAIN AU CHOCOLAT PUR BERRE GF SURG.,12,2100.0,4400.0,0.477,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17362,3,3,100.0,1,2024-04,dimanche,111,12,111,120
PAIN CHAWARMA *10,12,72.0,115.0,0.626,Boulangerie_R,A,PQT (10 PC),SOLIDES,Economat,15356,11,11,94.3089430894309,1,2024-04,dimanche,111,12,111,120
PAIN CIABATTA NATURE,12,3800.0,6590.0,0.577,Boulangerie_R,A,PC,SOLIDES,Economat,15495,1,1,78.13370473537604,0,2024-04,mardi,120,13,120,129
PAIN DE MIE CEREALE,12,8.0,130.0,0.062,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13630,1,1,75.93984962406014,0,2024-04,mardi,113,12,113,122
PAIN HAMBURGER AC,12,207.0,836.0,0.248,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,13623,6,6,85.33501896333753,1,2024-04,dimanche,111,12,111,120
PAIN MACDO  GRAINS SESAME,12,4290.0,4290.0,1.0,Boulangerie_R,A,PC,SOLIDES,Economat,14750,1,1,96.0431654676259,0,2024-04,mardi,120,13,120,129
PAIN ROND FARINE,12,3480.0,3480.0,1.0,Boulangerie_R,A,PC,SOLIDES,Economat,12535,1,1,96.49805447470816,0,2024-04,mardi,120,13,120,129
PAIN SANDWICH CI GUSTA,12,303.0,777.0,0.39,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12474,6,6,59.80066445182725,1,2024-04,dimanche,111,12,111,120
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,12,250.0,1200.0,0.208,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17366,2,2,98.85057471264368,1,2024-04,dimanche,111,12,111,120
PAIN SHNEK AU RAISIN MARGARINE,12,100.0,700.0,0.143,Pâtisseries,C,PC (1 KG),SOLIDES,Economat,18547,1,1,98.4375,1,2024-04,samedi,117,12,117,126
PAPIER ALUM DE 100,12,2.0,9.0,0.222,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12741,2,2,79.6116504854369,0,2024-04,mercredi,114,12,114,123
PAPIER SERVIETTE GOURMANDISE,12,80.0,128.0,0.625,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12321,2,2,49.32432432432432,1,2024-04,lundi,112,12,112,121
PAPRIKA DOUX,12,1.0,3.0,0.333,Fruits & Legumes Frais,C,KG (1 KG),SOLIDES,Economat,13489,1,1,55.319148936170215,1,2024-04,dimanche,118,12,118,127
PAPRIKA FORT,12,1.0,3.0,0.333,Epicerie,C,KG (1 KG),SOLIDES,Economat,15314,1,1,65.9090909090909,1,2024-04,dimanche,118,12,118,127
PAQUET 17/4,12,126.0,300.0,0.42,Consommable,C,PC (1 PC),CONSO/HYG,Economat,15652,1,1,41.50943396226416,0,2024-04,mercredi,114,12,114,123
PATE PIZZA FOCACCIA 12/40,12,88.0,170.0,0.518,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12497,4,4,55.793991416309005,1,2024-04,dimanche,111,12,111,120
PATE PIZZA FOCCACIA 30/40,12,76.0,136.0,0.559,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13300,5,5,53.48837209302325,1,2024-04,dimanche,111,12,111,120
PATE PIZZA PANCROCCHINO 12/40,12,90.0,520.0,0.173,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12476,2,2,54.91803278688525,1,2024-04,jeudi,115,12,115,124
PEPPERONI,12,1.8,4.8,0.375,Charcuterie,A,KG (1 KG),SOLIDES,Economat,15531,5,5,58.47457627118645,1,2024-04,dimanche,111,12,111,120
PERSIL,12,0.58,7.32999,0.079,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12748,1,1,64.55026455026454,0,2024-04,mardi,113,12,113,122
PILLE AA,12,20.0,20.0,1.0,Fournitures de Bureau,D,PC (1 GR),FOURNITURE DE BUREAU,Economat,13132,1,1,100.0,1,2024-04,samedi,117,12,117,126
PIMENT DOUX,12,38.7,97.3,0.398,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12754,5,5,80.33707865168539,1,2024-04,mardi,113,12,113,122
PIMENT FORT,12,15.0,78.95,0.19,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,13862,2,2,82.5925925925926,1,2024-04,dimanche,118,12,118,127
PIMENT ROUGE SALLE,12,1.0,20.0,0.05,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12756,1,1,73.45132743362832,0,2024-04,mercredi,114,12,114,123
POCHETTE CROISSANT 15*7*29,12,2.0,4.0,0.5,Consommable,C,PC (1000 PC),CONSO/HYG,Economat,15706,1,1,33.33333333333333,1,2024-04,samedi,117,12,117,126
POCHETTE CROISSANT CRAFT 11*5*28,12,2000.0,3000.0,0.667,Consommable,D,PC,CONSO/HYG,Economat,12320,1,1,57.89473684210527,1,2024-04,samedi,117,12,117,126
POIS CHICHE KG,12,1.0,8.0,0.125,Legumes Secs,C,PC (1 PC),SOLIDES,Economat,12760,1,1,87.14285714285714,1,2024-04,dimanche,118,12,118,127
POIVRE NOIR MOULU,12,1.0,3.0,0.333,Epicerie,B,PC (1 KG),SOLIDES,Economat,13068,1,1,60.86956521739131,1,2024-04,dimanche,118,12,118,127
POMME (FRUIT),12,6.1,22.15,0.275,Fruits & Legumes Frais,A,KG,SOLIDES,Economat,12762,2,2,69.8224852071006,1,2024-04,samedi,117,12,117,126
POMME DE TERRE,12,67.65,292.25,0.231,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12048,6,6,83.203125,1,2024-04,lundi,112,12,112,121
POUDRE TENDERS PB,12,35.0,42.0,0.833,Volaille Surgelée,B,KG (1 KG),SOLIDES,Economat,16166,3,3,50.90909090909091,1,2024-04,dimanche,111,12,111,120
POULET PANE AMANDE PB,12,200.0,350.0,0.571,Volaille Surgelée,A,PC (40 PC),SOLIDES,Economat,16164,5,5,54.3026706231454,1,2024-04,dimanche,111,12,111,120
QUATRE EPICES MOULU,12,1.0,3.0,0.333,Epicerie,C,PC (1 KG),SOLIDES,Economat,13074,1,1,79.59183673469387,1,2024-04,dimanche,118,12,118,127
RACLETTE,12,2.0,7.0,0.286,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,13142,2,2,92.04545454545456,1,2024-04,samedi,117,12,117,126
RAME PAPIER A4,12,13.0,23.0,0.565,Fournitures de Bureau,B,PC,FOURNITURE DE BUREAU,Economat,12798,1,1,100.0,1,2024-04,samedi,117,12,117,126
RED BULL,12,236.0,609.0,0.388,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12799,24,24,84.55882352941177,1,2024-04,dimanche,111,12,111,120
RISTRETTO NSPRS,12,350.0,6800.0,0.051,Cafe,A,PC (1 PC),LIQUIDES,Economat,16341,7,7,84.55696202531645,1,2024-04,dimanche,111,12,111,120
ROQUETTE FRAIS EN KG,12,0.9,9.9,0.091,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,18118,2,2,40.397350993377486,1,2024-04,vendredi,116,12,116,125
ROQUETTE SALADE BARQUETTE,12,1.9,5.9,0.322,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12801,3,3,37.81094527363184,0,2024-04,mardi,113,12,113,122
ROULEAU CAISSE 80*80,12,135.0,205.0,0.659,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12802,11,11,74.3859649122807,1,2024-04,dimanche,111,12,111,120
ROULEAU TPE,12,230.0,286.0,0.804,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12804,10,10,71.74721189591078,1,2024-04,lundi,112,12,112,121
