Name,Cycle_Number,Total_10Day_Quantity,Max_Stock,Utilization_Rate,GroupName,Stock_Class,Storage Unit,Family,Site,Item Id,Demanded,Delivered,satisfaction_rate (%),Weekend,Month,Date_week,days_since_start,Inventory_Cycle,Cycle_Start_Day,Cycle_End_Day
HUILE VEGETALE,50,49.0,67.0,0.731,Epicerie,A,BIDON (5 L),SOLIDES,Economat,12169,23,23,83.74816983894583,1,2025-05,mardi,491,50,491,500
INTENSO NSPRS,50,150.0,4050.0,0.037,Cafe,A,PC,LIQUIDES,Economat,16340,1,1,68.36461126005362,0,2025-05,jeudi,500,51,500,509
JAMBON DE BOEUF FUME,50,9.7,18.1,0.536,Charcuterie,A,KG (1 KG),SOLIDES,Economat,12676,3,3,72.4867724867725,1,2025-05,vendredi,494,50,494,503
JAMBON DE DINDE,50,9.65,34.15,0.283,Charcuterie,A,KG (1 KG),SOLIDES,Economat,12030,3,3,87.86764705882352,0,2025-05,lundi,497,50,497,506
JEX CARRE,50,180.0,180.0,1.0,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12974,8,8,95.357833655706,1,2025-05,mardi,491,50,491,500
JOUR ET NUIT BLANC 1/2,50,29.0,52.0,0.558,Alcools,C,PC (1 PC),LIQUIDES,Economat,12979,3,3,58.108108108108105,1,2025-05,vendredi,494,50,494,503
JOUR ET NUIT ROSE 1/2,50,29.0,52.0,0.558,Alcools,B,PC (1 PC),LIQUIDES,Economat,12976,3,3,60.86956521739131,1,2025-05,vendredi,494,50,494,503
JOUR ET NUIT ROSE 3/4,50,6.0,30.0,0.2,Alcools,C,PC (1 PC),LIQUIDES,Economat,12977,1,1,51.92307692307693,0,2025-05,mardi,498,50,498,507
JOUR ET NUIT ROUGE 1/2,50,26.0,48.0,0.542,Alcools,C,PC (1 PC),LIQUIDES,Economat,12978,3,3,66.23376623376623,1,2025-05,mardi,491,50,491,500
JOUR ET NUIT3/4 BLANC,50,12.0,30.0,0.4,Alcools,C,PC (1 PC),LIQUIDES,Economat,12980,2,2,54.16666666666666,1,2025-05,dimanche,496,50,496,505
JOUR ET NUIT3/4 ROUGE,50,12.0,24.0,0.5,Alcools,D,PC (1 PC),LIQUIDES,Economat,12981,2,2,65.71428571428571,1,2025-05,dimanche,496,50,496,505
JUS STILL 20 CL,50,332.0,552.0,0.601,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,12440,7,7,93.6619718309859,1,2025-05,mardi,491,50,491,500
KETCHUP,50,5.0,40.0,0.125,Epicerie,C,L (1 L),SOLIDES,Economat,16251,1,1,83.09859154929578,0,2025-05,jeudi,500,51,500,509
KETCHUP EN DOSETTE,50,2000.0,4000.0,0.5,Epicerie,C,PC (1 PC),SOLIDES,Economat,16254,2,2,54.90196078431373,0,2025-05,mercredi,492,50,492,501
KINDER BUENO,50,150.0,300.0,0.5,Epicerie,A,PC (1 PC),SOLIDES,Economat,12992,4,4,72.54901960784314,1,2025-05,vendredi,494,50,494,503
KINDER T4,50,80.0,180.0,0.444,Epicerie,B,PC (1 PC),SOLIDES,Economat,12993,3,3,67.33333333333333,1,2025-05,vendredi,494,50,494,503
KIWI,50,471.0,641.0,0.735,Fruits & Legumes Frais,A,PC (1 PC),SOLIDES,Economat,12067,12,12,80.87818696883853,1,2025-05,mardi,491,50,491,500
LAIT UHT DEMI ECREME,50,884.0,1322.0,0.669,Jus Fruit Lait,A,PQT (1 L),LIQUIDES,Economat,14862,27,27,87.52136752136754,1,2025-05,mardi,491,50,491,500
LAVETTE COTON,50,147.0,149.0,0.987,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,14337,14,14,86.58536585365853,1,2025-05,mardi,491,50,491,500
LENTILLE VRAC,50,2.0,3.0,0.667,Legumes Secs,D,PC (1 KG),SOLIDES,Economat,13506,1,1,64.0,0,2025-05,jeudi,493,50,493,502
LEVURE BOULANGERE NORMALE,50,21.0,34.0,0.618,Boulangerie_R,B,PQT (6 PC),SOLIDES,Economat,13211,3,3,93.95973154362416,0,2025-05,mercredi,492,50,492,501
LEVURE CHIMIQUE,50,2.0,3.0,0.667,Pâtisseries,D,PQT (1000 GR),SOLIDES,Economat,20283,2,2,40.0,0,2025-05,mardi,491,50,491,500
LOT CAFE GRAIN CLASSICO CLASSIC ROAST,50,103.0,113.0,0.912,Cafe,C,PC (1 KG),LIQUIDES,Economat,15746,20,20,98.59154929577466,1,2025-05,mardi,491,50,491,500
LOT CAFE GRAIN ESPERTO MOYEN GRAIN,50,53.0,53.0,1.0,Cafe,D,KG,LIQUIDES,Economat,15491,15,15,93.02325581395348,1,2025-05,mardi,491,50,491,500
LOT CAFE GRAIN GOURMANDISE,50,9.0,19.0,0.474,Cafe,D,PC (1 KG),LIQUIDES,Economat,12354,2,2,40.47619047619048,1,2025-05,mardi,491,50,491,500
MAIS EN BOITE,50,36.0,92.0,0.391,Epicerie,A,BTE (340 GR),SOLIDES,Economat,14198,5,5,53.7593984962406,1,2025-05,mardi,491,50,491,500
MANCHE A BALAIS,50,14.0,20.0,0.7,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,12999,7,7,91.96428571428572,1,2025-05,mardi,491,50,491,500
MANGUE,50,30.0,39.0,0.769,Fruits & Legumes Frais,A,PC (1 PC),SOLIDES,Economat,16366,8,8,39.66666666666666,1,2025-05,jeudi,493,50,493,502
"MARINADE EMINCE DE BOEUF,50,10.0,10.0,1.0,Epicerie,C,""PC (0,15 KG)"",SOLIDES,Economat,19017,5,5,100.0,1,2025-05,mardi,491,50,491,500"
"MARINADE POULET GRILLE,50,30.0,30.0,1.0,Volaille Surgelée,C,""PC (0,15 KG)"",SOLIDES,Economat,16161,5,5,100.0,1,2025-05,mardi,491,50,491,500"
MARS CHOCOLAT,50,80.0,160.0,0.5,Epicerie,C,PC (1 PC),SOLIDES,Economat,13000,2,2,41.66666666666667,0,2025-05,mardi,491,50,491,500
MAY 0.5L,50,14693.0,22614.0,0.65,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,15027,42,42,87.152133580705,1,2025-05,mardi,491,50,491,500
MAYONAISE,50,25.0,44.0,0.568,Beurre Oeuf Fromage,A,SEAU (5 L),SOLIDES,Economat,20006,13,13,79.07692307692308,1,2025-05,mercredi,492,50,492,501
MAYONAISE EN DOSETTE,50,2000.0,4000.0,0.5,Epicerie,C,PC (1 PC),SOLIDES,Economat,16253,2,2,56.36363636363636,0,2025-05,mercredi,492,50,492,501
"MELANGE EPICES VIANDE 500GR PB,50,1.0,2.0,0.5,Epicerie,D,""SAC (0,5 KG)"",SOLIDES,Economat,19015,1,1,57.14285714285714,0,2025-05,mardi,491,50,491,500"
MELANGE TENDER  PB,50,9.0,11.0,0.818,Epicerie,C,KG (1 KG),SOLIDES,Economat,19016,5,5,100.0,1,2025-05,mardi,491,50,491,500
MELON,50,17.75,60.8,0.292,Fruits & Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12698,7,7,58.282208588957054,1,2025-05,mercredi,492,50,492,501
MENTHE FRAICHE,50,8.0,16.0,0.5,Legumes Frais,B,PC (1 PC),SOLIDES,Economat,12078,4,4,49.42528735632184,0,2025-05,mercredi,492,50,492,501
MIEL MILLE FLEURS,50,3.0,5.0,0.6,Epicerie,D,KG (1 KG),SOLIDES,Economat,20226,3,3,36.58536585365854,0,2025-05,jeudi,500,51,500,509
MIRA 1L,50,1342.0,1848.0,0.726,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12136,4,4,95.13677811550151,0,2025-05,jeudi,493,50,493,502
MIX A CREPE FRAN,50,100.0,150.0,0.667,Pâtisseries,C,PC (1 KG),SOLIDES,Economat,20475,5,5,77.33333333333333,1,2025-05,mardi,491,50,491,500
MOELLEUX CHOCOLAT,50,72.0,108.0,0.667,Viennoiserie,C,PC (1 PC),SOLIDES,Economat,16262,1,1,72.1311475409836,0,2025-05,jeudi,493,50,493,502
MOUSSE CHOCOLAT,50,2.0,4.0,0.5,Pâtisseries,D,PC,SOLIDES,Economat,12709,2,2,92.5925925925926,1,2025-05,samedi,495,50,495,504
MOUTARDE DIJON,50,6.0,12.0,0.5,Epicerie,D,BTE (850 GR),SOLIDES,Economat,12710,1,1,78.125,1,2025-05,vendredi,494,50,494,503
MOZARELLA CERISE,50,12.0,24.0,0.5,Beurre Oeuf Fromage,C,BTE (20 PC),SOLIDES,Economat,15626,3,3,64.28571428571429,1,2025-05,samedi,495,50,495,504
MUFFINS VANILLE,50,72.0,96.0,0.75,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,12449,2,2,69.6078431372549,0,2025-05,jeudi,493,50,493,502
Muffin daily'n,50,137.0,1109.0,0.124,Pâtisseries,A,PC (1 PC),SOLIDES,Economat,13016,9,9,98.08306709265176,1,2025-05,mardi,491,50,491,500
NOISETTE GRILLEE CONCASSEE,50,1.0,3.0,0.333,Fruits Secs,D,PC (1 KG),SOLIDES,Economat,17772,1,1,90.0,0,2025-05,mardi,491,50,491,500
NOIX DE CAJOU GRILLES SALEES 65GR,50,36.0,96.0,0.375,Fruits Secs,B,PC (1 PC),SOLIDES,Economat,13020,2,2,77.0,1,2025-05,dimanche,496,50,496,505
NUGGETS PANE PB,50,100.0,275.0,0.364,Volaille Surgelée,A,PC (1 PC),SOLIDES,Economat,16165,4,4,53.333333333333336,1,2025-05,mardi,491,50,491,500
NUTELLA GO 52 GR,50,170.0,170.0,1.0,Epicerie,C,PC (1 PC),SOLIDES,Economat,15241,5,5,54.23728813559321,1,2025-05,mercredi,492,50,492,501
OEUFS,50,83.0,83.0,1.0,Beurre Oeuf Fromage,A,PLT (30 PC),SOLIDES,Economat,12720,17,17,76.55719139297848,1,2025-05,mardi,491,50,491,500
OIGNONS BLANC,50,69.35,127.3,0.545,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12721,12,12,65.81740976645435,1,2025-05,mardi,491,50,491,500
OIGNONS ROUGE,50,80.0,119.4,0.67,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12722,12,12,77.32793522267207,1,2025-05,mardi,491,50,491,500
OLIVE DENOYETE,50,14.0,35.0,0.4,Epicerie,B,KG (1 KG),SOLIDES,Economat,12723,2,2,72.22222222222221,1,2025-05,vendredi,494,50,494,503
OLIVE NOIRE SLICE,50,14.0,35.0,0.4,Epicerie,B,KG (1 KG),SOLIDES,Economat,12724,2,2,70.45454545454545,1,2025-05,vendredi,494,50,494,503
OLIVE VIOLETTE,50,5.0,14.0,0.357,Epicerie,C,KG (1 KG),SOLIDES,Economat,18543,1,1,68.05555555555556,0,2025-05,mardi,491,50,491,500
ORANGE A JUS,50,1275.3,2117.05,0.602,Jus Fruit Lait,A,KG (1 KG),LIQUIDES,Economat,12727,32,32,79.17023096663816,1,2025-05,mardi,491,50,491,500
PACK FOOD BOWL + COUVERCLE 1.2 L,50,100.0,175.0,0.571,Consommable,B,PC (1 PC),CONSO/HYG,Economat,15917,3,3,72.0,0,2025-05,jeudi,493,50,493,502
PAILLE BUBBLE TEA 12MM COLORE,50,3.0,1800.0,0.002,Consommable,C,SCH (200 PC),CONSO/HYG,Economat,17869,3,3,84.44444444444444,1,2025-05,jeudi,493,50,493,502
PAILLE NOIR,50,10.0,39.0,0.256,Consommable,A,PQT (250 PC),CONSO/HYG,Economat,13027,5,5,59.32721712538226,1,2025-05,mercredi,492,50,492,501
PAIN AU CHOCOLAT PUR BERRE GF SURG.,50,1175.0,4400.0,0.267,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17362,2,2,100.0,1,2025-05,jeudi,493,50,493,502
PAIN CHAWARMA *10,50,81.0,115.0,0.704,Boulangerie_R,A,PQT (10 PC),SOLIDES,Economat,15356,12,12,94.3089430894309,1,2025-05,mardi,491,50,491,500
PAIN CIABATTA NATURE,50,1570.0,6590.0,0.238,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,15495,21,21,78.13370473537604,1,2025-05,mardi,491,50,491,500
PAIN DE MIE CEREALE,50,78.0,130.0,0.6,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13630,3,3,75.93984962406014,1,2025-05,mardi,491,50,491,500
PAIN DE MIE NATURE,50,78.0,130.0,0.6,Boulangerie_R,B,PC,SOLIDES,Economat,13633,3,3,80.26315789473685,1,2025-05,mardi,491,50,491,500
PAIN HAMBURGER AC,50,375.0,836.0,0.449,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,13623,18,18,85.33501896333755,1,2025-05,mardi,491,50,491,500
PAIN MACDO  GRAINS SESAME,50,1600.0,4290.0,0.373,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,14750,11,11,96.0431654676259,1,2025-05,mardi,491,50,491,500
PAIN ROND FARINE,50,890.0,3480.0,0.256,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12535,10,10,96.49805447470816,1,2025-05,mardi,491,50,491,500
PAIN SANDWICH CI GUSTA,50,208.0,777.0,0.268,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12474,2,2,59.800664451827245,1,2025-05,mercredi,492,50,492,501
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,50,300.0,1200.0,0.25,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17366,1,1,98.85057471264368,1,2025-05,vendredi,494,50,494,503
PAIN SHNEK AU RAISIN MARGARINE,50,150.0,700.0,0.214,Pâtisseries,C,PC (1 KG),SOLIDES,Economat,18547,1,1,98.4375,1,2025-05,vendredi,494,50,494,503
PALETTE A GLACE,50,200.0,2000.0,0.1,Consommable,C,SCH (200 PC),CONSO/HYG,Economat,13032,1,1,57.14285714285714,0,2025-05,jeudi,500,51,500,509
PAPIER CUISSON 40*60,50,1.0,4.0,0.25,Consommable,C,PQT (500 PC),CONSO/HYG,Economat,12742,1,1,85.5072463768116,0,2025-05,mardi,498,50,498,507
PAPIER SERVIETTE GOURMANDISE,50,40.0,128.0,0.312,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12321,1,1,49.32432432432432,0,2025-05,jeudi,493,50,493,502
PAQUET 17/4,50,200.0,300.0,0.667,Consommable,C,PC (1 PC),CONSO/HYG,Economat,15652,1,1,41.50943396226416,0,2025-05,mardi,491,50,491,500
PASTEQUE,50,39.75,129.85,0.306,Fruits & Legumes Frais,B,KG (1 KG),SOLIDES,Economat,15006,5,5,73.5632183908046,1,2025-05,mercredi,492,50,492,501
"PATE PAPILLON,50,23.0,24.0,0.958,Epicerie,D,""PQT (0,5 KG)"",SOLIDES,Economat,13036,3,3,97.14285714285715,1,2025-05,mardi,491,50,491,500"
PATE PIZZA FOCACCIA 12/40,50,170.0,170.0,1.0,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12497,2,2,55.793991416309005,1,2025-05,mercredi,492,50,492,501
PATE PIZZA FOCCACIA 30/40,50,10.0,136.0,0.074,Boulangerie_R,B,PC,SOLIDES,Economat,13300,1,1,53.48837209302325,1,2025-05,vendredi,494,50,494,503
"PATE PLUME COURTE,50,34.0,58.0,0.586,Epicerie,B,""PQT (0,5 KG)"",SOLIDES,Economat,13037,2,2,89.53488372093024,1,2025-05,samedi,495,50,495,504"
"PATE SPAGHETTI,50,67.0,74.0,0.905,Epicerie,B,""PQT (0,5 KG)"",SOLIDES,Economat,15471,4,4,93.47826086956522,1,2025-05,samedi,495,50,495,504"
PEPPERONI,50,0.8999999999999999,4.8,0.188,Charcuterie,A,KG (1 KG),SOLIDES,Economat,15531,3,3,58.47457627118644,1,2025-05,vendredi,494,50,494,503
PERSIL,50,2.4,7.32999,0.327,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12748,2,2,64.55026455026454,0,2025-05,mardi,491,50,491,500
PIECE RONDE BOEUF,50,20.75,24.200000000000003,0.857,Viandes Surgelées,D,KG (1 KG),SOLIDES,Economat,16137,2,2,92.85714285714286,0,2025-05,mardi,491,50,491,500
PIMENT DOUX,50,45.0,97.3,0.462,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12754,9,9,80.33707865168539,1,2025-05,mardi,491,50,491,500
PIMENT FORT,50,21.2,78.95,0.269,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,13862,6,6,82.5925925925926,1,2025-05,mercredi,492,50,492,501
PIMENT ROUGE SALLE,50,5.0,20.0,0.25,Epicerie,B,KG (1 KG),SOLIDES,Economat,12756,1,1,73.45132743362832,1,2025-05,vendredi,494,50,494,503
PISTACHE CONCASSEE,50,2.0,4.0,0.5,Fruits Secs,C,PC (1000 GR),SOLIDES,Economat,17372,2,2,58.06451612903226,1,2025-05,mardi,491,50,491,500
POCHETTE CROISSANT 15*7*29,50,1.0,4.0,0.25,Consommable,C,PC (1000 PC),CONSO/HYG,Economat,15706,1,1,33.33333333333333,0,2025-05,jeudi,493,50,493,502
POCHETTE CROISSANT CRAFT 11*5*28,50,1000.0,3000.0,0.333,Consommable,D,PC (1 PC),CONSO/HYG,Economat,12320,1,1,57.89473684210527,0,2025-05,jeudi,493,50,493,502
POIS CHICHE KG,50,4.0,8.0,0.5,Legumes Secs,C,PC (1 PC),SOLIDES,Economat,12760,2,2,87.14285714285714,0,2025-05,mercredi,492,50,492,501
POIVRE NOIR MOULU,50,2.0,3.0,0.667,Epicerie,B,SCH (1 KG),SOLIDES,Economat,13068,2,2,60.86956521739131,0,2025-05,lundi,497,50,497,506
POMME (FRUIT),50,13.0,22.15,0.587,Fruits & Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12762,6,6,69.8224852071006,1,2025-05,mardi,491,50,491,500
POMME DE TERRE,50,178.3,292.25,0.61,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12048,15,15,83.203125,1,2025-05,mardi,491,50,491,500
POT NUTELLA,50,33.0,78.0,0.423,Pâtisseries,D,PC (1 KG),SOLIDES,Economat,15148,5,5,87.17948717948718,1,2025-05,mardi,491,50,491,500
POUDRE TENDERS PB,50,10.0,42.0,0.238,Volaille Surgelée,B,KG (1 KG),SOLIDES,Economat,16166,1,1,50.90909090909091,1,2025-05,samedi,495,50,495,504
POULET PAC FRAIS,50,41.97,98.48,0.426,Volaille Fraiche,C,KG (1 KG),SOLIDES,Economat,13070,1,1,79.54545454545455,0,2025-05,mercredi,492,50,492,501
POULET PANE AMANDE PB,50,210.0,350.0,0.6,Volaille Surgelée,A,PC (1 PC),SOLIDES,Economat,16164,5,5,54.3026706231454,1,2025-05,mardi,491,50,491,500
PUNCH ORANGE 50CL,50,47.0,161.0,0.292,Eaux et Sodas,B,PC (1 PC),LIQUIDES,Economat,19973,6,6,97.4137931034483,0,2025-05,jeudi,493,50,493,502
PUREE ANANAS 1 L,50,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15681,1,1,59.375,0,2025-05,mercredi,492,50,492,501
PUREE DE BANANE 1L,50,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15679,1,1,48.64864864864865,0,2025-05,mercredi,492,50,492,501
PUREE DE KIWI 1,32KG MONIN,50,1.0,2.0,0.5,Pâtisseries,D,PC (1000 GR),SOLIDES,Economat,16233,1,1,75.0,0,2025-05,mardi,491,50,491,500
PUREE FRAISE 1.32KG MONIN,50,1.0,2.0,0.5,Pâtisseries,D,KG (1320 GR),SOLIDES,Economat,15957,1,1,66.66666666666666,0,2025-05,mercredi,492,50,492,501
PUREE MANGUE 1L,50,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15673,1,1,60.71428571428571,0,2025-05,mercredi,492,50,492,501
QUATRE EPICES MOULU,50,1.0,3.0,0.333,Epicerie,C,PC (1 KG),SOLIDES,Economat,13074,1,1,79.59183673469387,0,2025-05,lundi,497,50,497,506
RACLETTE,50,5.0,7.0,0.714,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,13142,2,2,92.04545454545456,0,2025-05,mercredi,499,50,499,508
RED BULL,50,381.0,609.0,0.626,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12799,18,18,84.55882352941177,1,2025-05,mardi,491,50,491,500
RIST INTENSO NSPRS,50,400.0,7300.0,0.055,Cafe,B,PC (1 PC),LIQUIDES,Economat,16373,3,3,81.17647058823529,1,2025-05,jeudi,493,50,493,502
RIZ EN PQT,50,14.0,24.0,0.583,Epicerie,D,PC (1 KG),SOLIDES,Economat,20407,3,3,95.65217391304348,0,2025-05,jeudi,493,50,493,502
ROQUETTE SALADE BARQUETTE,50,5.05,5.9,0.856,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12801,3,3,37.81094527363184,1,2025-05,mercredi,492,50,492,501
ROULEAU CAISSE 80*80,50,65.0,205.0,0.317,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12802,5,5,74.3859649122807,0,2025-05,mardi,491,50,491,500
ROULEAU DE 750 ETIQUETTE BLANC,50,5.0,16.0,0.312,Consommable,C,PC,CONSO/HYG,Economat,17681,1,1,74.46808510638297,1,2025-05,dimanche,496,50,496,505
ROULEAU TPE,50,210.0,286.0,0.734,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12804,8,8,71.74721189591078,1,2025-05,mardi,491,50,491,500
SAC A POUBELLE GEANT BLANC,50,1805.0,2075.0,0.87,Hygiène,A,PC,CONSO/HYG,Economat,13081,7,7,93.06803594351732,1,2025-05,jeudi,493,50,493,502
SAC EN PAPIER KRAFT 30/30/26,50,150.0,150.0,1.0,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12366,1,1,34.090909090909086,0,2025-05,jeudi,493,50,493,502
SAC GROUPAGE DB,50,4500.0,6000.0,0.75,Consommable,B,PC (1 PC),CONSO/HYG,Economat,15140,3,3,74.71264367816092,1,2025-05,dimanche,496,50,496,505
SAC SANDWICH,50,2000.0,7500.0,0.267,Consommable,C,PC,CONSO/HYG,Economat,14673,1,1,67.24137931034483,0,2025-05,mardi,498,50,498,507
SAC SANDWICH DAILY BREAK,50,4000.0,10000.0,0.4,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12806,4,4,80.0,1,2025-05,mercredi,492,50,492,501
SAC SOUS VIDE LISSE 20*30,50,4.0,1800.0,0.002,Consommable,A,SAC (100 PC),CONSO/HYG,Economat,9806,2,2,65.70048309178745,1,2025-05,vendredi,494,50,494,503
SAC SOUS VIDE LISSE 30*30,50,1.0,1100.0,0.001,Consommable,A,SAC (100 PC),CONSO/HYG,Economat,8547,1,1,60.88709677419355,0,2025-05,mercredi,492,50,492,501
SAC SOUS VIDE LISSE 40*40,50,6.0,900.0,0.007,Consommable,B,SAC (100 PC),CONSO/HYG,Economat,17671,2,2,67.6923076923077,1,2025-05,dimanche,496,50,496,505
SACHET BRETELLE GM,50,200.0,1000.0,0.2,Consommable,B,PC,CONSO/HYG,Economat,13527,1,1,71.69811320754717,0,2025-05,mardi,491,50,491,500
SACHET BRETELLES 38X60 MF,50,200.0,225.0,0.889,Consommable,B,PC (1 PC),CONSO/HYG,Economat,15656,5,5,31.37254901960784,0,2025-05,mardi,491,50,491,500
SALADE LAITUE TUN,50,279.25,393.7,0.709,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,17669,13,13,77.4962742175857,1,2025-05,mardi,491,50,491,500
SANEX,50,13.0,100.0,0.13,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12046,9,9,88.75305623471883,1,2025-05,mardi,491,50,491,500
SANIT SURF,50,32.0,51.0,0.627,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13087,14,14,60.243277848911646,0,2025-05,mardi,491,50,491,500
SAUCE A L'AIL,50,6.0,12.0,0.5,Epicerie,B,KG (1 KG),SOLIDES,Economat,15778,1,1,28.67132867132868,0,2025-05,jeudi,500,51,500,509
SAUCE A L'AIL PB,50,10.0,11.0,0.909,Epicerie,A,KG (1 KG),SOLIDES,Economat,20048,5,5,65.3125,1,2025-05,mardi,491,50,491,500
"SAUCE AU POIVRE PB,50,5.0,6.0,0.833,Epicerie,C,""SCH (0,5 KG)"",SOLIDES,Economat,20271,5,5,100.0,1,2025-05,mardi,491,50,491,500"
SAUCE BARBECUE,50,5.0,30.0,0.167,Epicerie,C,L (1 L),SOLIDES,Economat,15292,1,1,41.7910447761194,0,2025-05,jeudi,500,51,500,509
SAUCE MAYONNAISE PESTO,50,10.0,10.0,1.0,Epicerie,B,PC (1 L),SOLIDES,Economat,16162,5,5,81.73913043478261,1,2025-05,mardi,491,50,491,500
"SAUCE PESTO PB,50,5.0,5.0,1.0,Epicerie,A,""PC (0,6 KG)"",SOLIDES,Economat,16163,5,5,68.0,1,2025-05,mardi,491,50,491,500"
SAUCE PLAN B,50,10.0,20.0,0.5,Epicerie,C,L (1 L),SOLIDES,Economat,20031,1,1,46.875,1,2025-05,vendredi,494,50,494,503
SAVON LIQ OXY'SOAP 1L,50,7.0,12.0,0.583,Hygiène,A,L (1 L),CONSO/HYG,Economat,15432,4,4,68.42105263157895,0,2025-05,mercredi,492,50,492,501
SEL,50,11.0,17.0,0.647,Epicerie,B,PC (1 KG),SOLIDES,Economat,12838,7,7,93.81443298969072,1,2025-05,vendredi,494,50,494,503
SEMOULE FINE,50,81.0,145.0,0.559,Epicerie,B,KG (1 KG),SOLIDES,Economat,14568,4,4,93.91891891891892,1,2025-05,jeudi,493,50,493,502
SERPILLERE,50,73.0,122.0,0.598,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13090,7,7,93.53846153846152,1,2025-05,jeudi,493,50,493,502
SERVIETTE 30*30 CIGUSTA,50,96.0,192.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,13091,2,2,49.2063492063492,0,2025-05,mardi,491,50,491,500
SERVIETTE 30*30 MF,50,44.0,74.0,0.595,Consommable,B,PQT (1 PQT),CONSO/HYG,Economat,15918,2,2,24.04371584699453,1,2025-05,mardi,491,50,491,500
SERVIETTE EN PAPIER 30*30,50,324.0,786.0,0.412,Consommable,A,PC (1 PC),CONSO/HYG,Economat,13092,14,14,77.73212818405916,1,2025-05,mardi,491,50,491,500
SIROP DE CARAMEL 1L MONIN,50,1.0,5.0,0.2,Pâtisseries,B,PC (1000 ML),SOLIDES,Economat,16232,1,1,44.56521739130434,0,2025-05,mardi,498,50,498,507
SOUS FONDANT PERSONNALISE,50,600.0,1200.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,17414,2,2,39.490445859872615,0,2025-05,mardi,491,50,491,500
STYLO BIC,50,25.0,175.0,0.143,Fournitures de Bureau,C,PC (1 PC),FOURNITURE DE BUREAU,Economat,12847,1,1,95.52238805970148,0,2025-05,lundi,497,50,497,506
SUCRE EN SACHET CI-GUSTA,50,20.0,120.0,0.167,Cafe,B,PC (1 PC),LIQUIDES,Economat,13098,1,1,64.7887323943662,1,2025-05,vendredi,494,50,494,503
SUCRE EN SACHET DAILY BREAK,50,140.0,230.0,0.609,Cafe,A,PC (1 KG),LIQUIDES,Economat,12849,10,10,85.03401360544217,1,2025-05,mardi,491,50,491,500
SUCRE GLACE,50,23.0,27.0,0.852,Pâtisseries,D,PC,SOLIDES,Economat,12069,3,3,88.23529411764706,1,2025-05,mercredi,492,50,492,501
TENDER DE POULET 1KG,50,30.0,225.0,0.133,Volaille Surgelée,D,KG (1 KG),SOLIDES,Economat,19494,1,1,88.46153846153845,0,2025-05,jeudi,500,51,500,509
THE VERT MENTHE SANS SUCRE,50,360.0,1080.0,0.333,THE,C,PC (1 PC),LIQUIDES,Economat,14470,2,2,55.71428571428572,1,2025-05,dimanche,496,50,496,505
"THON HV EN BOITE,50,120.0,150.0,0.8,Conserve de Poisson,B,""BTE (2,05 KG)"",SOLIDES,Economat,12855,11,11,85.63218390804597,1,2025-05,mardi,491,50,491,500"
