Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock,Weekend,Stock_Utilization
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-03,A,44,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-03,A,44,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,dimanche,2025-03,A,45,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mercredi,2025-03,A,45,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2025-03,A,45,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-03,A,45,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,lundi,2025-03,A,45,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-03,A,45,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-03,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-03,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,jeudi,2025-03,A,46,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-03,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-03,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,vendredi,2025-03,A,46,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-03,A,46,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,samedi,2025-03,A,46,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-03,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-03,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-04,A,46,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-04,A,46,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mercredi,2025-04,A,46,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mercredi,2025-04,A,46,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-04,A,46,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2025-04,A,46,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,46,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,7.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.5384615380473372
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mardi,2025-04,A,47,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,jeudi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,10.0,PC (1 KG),Hygiène,samedi,2025-04,A,48,13.0,0,0.7692307686390532
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,dimanche,2025-04,A,48,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,dimanche,2025-04,A,48,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2025-04,A,48,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mercredi,2025-04,A,48,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-04,A,48,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,10.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.7692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mardi,2025-04,A,49,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-04,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-04,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-04,A,49,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mercredi,2025-04,A,49,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2025-04,A,49,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-05,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-05,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,vendredi,2025-05,A,49,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-05,A,49,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2025-05,A,49,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,10.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.7692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,samedi,2025-05,A,49,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,dimanche,2025-05,A,49,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,49,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mardi,2025-05,A,50,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mardi,2025-05,A,50,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,jeudi,2025-05,A,50,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,jeudi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.23076923059171597
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.9230769223668639
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,vendredi,2025-05,A,50,13.0,0,0.46153846118343195
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,samedi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,samedi,2025-05,A,50,13.0,0,0.30769230745562126
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,8.0,PC (1 KG),Hygiène,dimanche,2025-05,A,50,13.0,0,0.6153846149112425
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.15384615372781063
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2025-05,A,50,13.0,0,0.07692307686390532
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,mardi,2025-05,A,50,13.0,0,0.46153846118343195
