Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock,Weekend,Stock_Utilization
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-07,D,20,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-09,D,25,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC,Jus Fruit Lait,dimanche,2024-09,D,28,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,lundi,2024-10,D,29,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-11,D,32,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,37,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,38,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-01,D,40,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,D,41,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2025-04,D,48,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-05,D,50,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-09,D,25,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,5.0,PC (1 PC),Jus Fruit Lait,lundi,2024-10,D,29,10.0,0,0.49999999949999996
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-10,D,31,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-11,D,32,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,samedi,2024-11,D,33,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-12,D,34,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC,Jus Fruit Lait,mardi,2024-12,D,36,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,37,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,38,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-01,D,40,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,D,41,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-02,D,43,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-03,D,45,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,5.0,PC (1 PC),Jus Fruit Lait,samedi,2025-04,D,47,10.0,0,0.49999999949999996
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2025-04,D,48,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-05,D,50,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-07,D,20,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-09,D,25,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,lundi,2024-10,D,29,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,3.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-10,D,31,11.0,0,0.2727272724793388
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-11,D,32,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,samedi,2024-11,D,33,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,11.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-12,D,34,11.0,0,0.999999999090909
AC-SMOOTHIE LE CLASSIQUE,1.0,PC,Jus Fruit Lait,mardi,2024-12,D,36,11.0,0,0.09090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,37,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,38,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-01,D,40,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,D,41,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-02,D,43,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-03,D,45,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,5.0,PC (1 PC),Jus Fruit Lait,samedi,2025-04,D,47,11.0,0,0.45454545413223135
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2025-04,D,48,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-05,D,50,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-05,D,51,11.0,0,0.9090909082644627
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-05,D,51,11.0,0,0.9090909082644627
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-07,D,20,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-09,D,25,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,lundi,2024-10,D,29,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-11,D,32,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,samedi,2024-11,D,33,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-12,D,34,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,5.0,PC,Jus Fruit Lait,mardi,2024-12,D,36,10.0,0,0.49999999949999996
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,37,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,38,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-01,D,40,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,D,41,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-02,D,43,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-03,D,45,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,5.0,PC (1 PC),Jus Fruit Lait,samedi,2025-04,D,47,10.0,0,0.49999999949999996
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2025-04,D,48,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-05,D,50,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-05,D,51,10.0,0,0.9999999989999999
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-07,D,20,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-09,D,25,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,lundi,2024-10,D,29,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,samedi,2024-11,D,33,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-12,D,34,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,15.0,PC,Jus Fruit Lait,mardi,2024-12,D,36,15.0,0,0.9999999993333333
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,37,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-01,D,38,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-01,D,40,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,D,41,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-02,D,43,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-03,D,45,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,5.0,PC (1 PC),Jus Fruit Lait,samedi,2025-04,D,47,15.0,0,0.3333333331111111
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2025-04,D,48,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2025-05,D,50,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-05,D,51,15.0,0,0.6666666662222221
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,samedi,2025-05,D,51,15.0,0,0.6666666662222221
AGITATEUR EN BOIS 11CM,1.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0,0,0.00033333333333222223
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,mercredi,2024-01,C,1,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,500.0,PC,Consommable,jeudi,2024-01,C,1,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,vendredi,2024-01,C,1,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,lundi,2024-01,C,1,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,499.0,PC,Consommable,mercredi,2024-01,C,1,3000.0,0,0.1663333333327789
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,vendredi,2024-01,C,2,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,500.0,PC (1 PC),Consommable,samedi,2024-01,C,2,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,dimanche,2024-01,C,2,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,dimanche,2024-01,C,2,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,500.0,PC (1 PC),Consommable,mercredi,2024-01,C,2,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,mercredi,2024-01,C,2,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,jeudi,2024-01,C,2,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,samedi,2024-01,C,2,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,500.0,PC (1 PC),Consommable,lundi,2024-01,C,3,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,mercredi,2024-01,C,3,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,jeudi,2024-01,C,3,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,3000.0,PC (1 PC),Consommable,vendredi,2024-01,C,3,3000.0,0,0.9999999999966667
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,samedi,2024-01,C,3,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,500.0,PC,Consommable,samedi,2024-01,C,3,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,dimanche,2024-01,C,3,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,mardi,2024-01,C,3,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,1000.0,PC,Consommable,jeudi,2024-02,C,4,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,vendredi,2024-02,C,4,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,dimanche,2024-02,C,4,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1.0,PC (1 PC),Consommable,dimanche,2024-02,C,4,3000.0,0,0.00033333333333222223
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,lundi,2024-02,C,4,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,jeudi,2024-02,C,4,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,999.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.33299999999889
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,500.0,PC (1 PC),Consommable,samedi,2024-02,C,5,3000.0,0,0.16666666666611113
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.6666666666644445
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,dimanche,2024-02,C,5,3000.0,0,0.49999999999833333
AGITATEUR EN BOIS 11CM,1000.0,PC (1 PC),Consommable,lundi,2024-02,C,5,3000.0,0,0.33333333333222226
AGITATEUR EN BOIS 11CM,1000.0,PC,Consommable,mardi,2024-02,C,6,3000.0,0,0.33333333333222226
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,samedi,2024-01,C,3,8.0,0,0.12499999984374999
AGRAFFE,1.0,PC,Fournitures de Bureau,mardi,2024-01,C,3,8.0,0,0.12499999984374999
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,samedi,2024-02,C,4,8.0,0,0.7499999990624999
AGRAFFE,4.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-03,C,7,8.0,0,0.49999999937499995
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-03,C,7,8.0,0,0.12499999984374999
AGRAFFE,3.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-04,C,11,8.0,0,0.37499999953124996
AGRAFFE,4.0,PC (1 PC),Fournitures de Bureau,samedi,2024-04,C,12,8.0,0,0.49999999937499995
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,mardi,2024-04,C,12,8.0,0,0.12499999984374999
AGRAFFE,1.0,PC,Fournitures de Bureau,mardi,2024-04,C,13,8.0,0,0.12499999984374999
AGRAFFE,8.0,PC,Fournitures de Bureau,mercredi,2024-05,C,15,8.0,0,0.9999999987499999
AGRAFFE,8.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-06,C,16,8.0,0,0.9999999987499999
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,mercredi,2024-06,C,18,8.0,0,0.24999999968749997
AGRAFFE,2.0,PC,Fournitures de Bureau,dimanche,2024-06,C,19,8.0,0,0.24999999968749997
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,mercredi,2024-07,C,20,8.0,0,0.7499999990624999
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,samedi,2024-07,C,21,8.0,0,0.24999999968749997
AGRAFFE,3.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-08,C,22,8.0,0,0.37499999953124996
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,mardi,2024-08,C,22,8.0,0,0.7499999990624999
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-08,C,23,8.0,0,0.12499999984374999
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,lundi,2024-09,C,25,8.0,0,0.7499999990624999
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,mardi,2024-09,C,25,8.0,0,0.12499999984374999
AGRAFFE,3.0,PC (1 PC),Fournitures de Bureau,lundi,2024-09,C,27,8.0,0,0.37499999953124996
AGRAFFE,3.0,PC,Fournitures de Bureau,samedi,2024-09,C,28,8.0,0,0.37499999953124996
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,mercredi,2024-10,C,29,8.0,0,0.7499999990624999
AGRAFFE,4.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-11,C,33,8.0,0,0.49999999937499995
AGRAFFE,7.0,PC,Fournitures de Bureau,vendredi,2024-11,C,34,8.0,0,0.8749999989062499
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,lundi,2024-12,C,36,8.0,0,0.24999999968749997
AGRAFFE,3.0,PC (1 PC),Fournitures de Bureau,samedi,2024-12,C,36,8.0,0,0.37499999953124996
AGRAFFE,4.0,PC (1 PC),Fournitures de Bureau,lundi,2024-12,C,37,8.0,0,0.49999999937499995
AGRAFFE,7.0,PC,Fournitures de Bureau,mardi,2024-12,C,37,8.0,0,0.8749999989062499
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,mercredi,2025-01,C,38,8.0,0,0.7499999990624999
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,samedi,2025-01,C,40,8.0,0,0.24999999968749997
AGRAFFE,3.0,PC,Fournitures de Bureau,vendredi,2025-01,C,40,8.0,0,0.37499999953124996
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,dimanche,2025-02,C,41,8.0,0,0.7499999990624999
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,samedi,2025-03,C,43,8.0,0,0.24999999968749997
AGRAFFE,3.0,PC (1 PC),Fournitures de Bureau,mardi,2025-03,C,44,8.0,0,0.37499999953124996
AGRAFFE,3.0,PC,Fournitures de Bureau,lundi,2025-03,C,45,8.0,0,0.37499999953124996
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,dimanche,2025-04,C,47,8.0,0,0.7499999990624999
AGRAFFE,1.0,PC (1 PC),Fournitures de Bureau,lundi,2025-04,C,48,8.0,0,0.12499999984374999
AGRAFFE,8.0,PC,Fournitures de Bureau,samedi,2025-05,C,52,8.0,0,0.9999999987499999
AIL,2.3,KG (1 KG),Legumes Frais,mardi,2024-01,B,1,7.45,0,0.3087248318003693
AIL,3.0,KG (1 KG),Legumes Frais,mercredi,2024-01,B,1,7.45,0,0.40268456321787305
AIL,2.0,KG (1 KG),Legumes Frais,samedi,2024-01,B,2,7.45,0,0.26845637547858203
AIL,2.0,KG,Legumes Frais,mercredi,2024-01,B,4,7.45,0,0.26845637547858203
AIL,1.0,KG,Legumes Frais,jeudi,2024-02,B,4,7.45,0,0.13422818773929102
AIL,1.7,KG,Legumes Frais,mercredi,2024-02,B,4,7.45,0,0.22818791915679473
AIL,1.2,KG (1 KG),Legumes Frais,dimanche,2024-02,B,5,7.45,0,0.16107382528714922
AIL,0.8,KG,Legumes Frais,jeudi,2024-02,B,6,7.45,0,0.10738255019143282
AIL,1.65,KG (1 KG),Legumes Frais,mardi,2024-03,B,7,7.45,0,0.22147650976983016
AIL,2.0,KG (1 KG),Legumes Frais,jeudi,2024-03,B,8,7.45,0,0.26845637547858203
AIL,2.0,KG,Legumes Frais,mercredi,2024-03,B,8,7.45,0,0.26845637547858203
AIL,1.0,KG (1 KG),Legumes Frais,mardi,2024-03,B,9,7.45,0,0.13422818773929102
AIL,2.0,KG (1 KG),Legumes Frais,dimanche,2024-03,B,10,7.45,0,0.26845637547858203
AIL,1.0,KG (1 KG),Legumes Frais,mardi,2024-04,B,10,7.45,0,0.13422818773929102
AIL,3.0,KG (1 KG),Legumes Frais,dimanche,2024-04,B,12,7.45,0,0.40268456321787305
AIL,3.0,KG,Legumes Frais,vendredi,2024-05,B,13,7.45,0,0.40268456321787305
AIL,1.0,KG,Legumes Frais,samedi,2024-05,B,13,7.45,0,0.13422818773929102
AIL,2.0,KG (1 KG),Legumes Frais,vendredi,2024-05,B,14,7.45,0,0.26845637547858203
AIL,1.0,KG (1 KG),Legumes Frais,mardi,2024-05,B,15,7.45,0,0.13422818773929102
AIL,1.0,KG (1 KG),Legumes Frais,mardi,2024-05,B,15,7.45,0,0.13422818773929102
AIL,2.0,KG (1 KG),Legumes Frais,mercredi,2024-05,B,15,7.45,0,0.26845637547858203
AIL,1.0,KG (1 KG),Legumes Frais,jeudi,2024-06,B,16,7.45,0,0.13422818773929102
AIL,1.05,KG (1 KG),Legumes Frais,mardi,2024-06,B,17,7.45,0,0.1409395971262556
AIL,1.0,KG (1 KG),Legumes Frais,mercredi,2024-06,B,18,7.45,0,0.13422818773929102
AIL,0.95,KG (1 KG),Legumes Frais,mercredi,2024-06,B,18,7.45,0,0.12751677835232647
AIL,1.0,KG (1 KG),Legumes Frais,mardi,2024-07,B,19,7.45,0,0.13422818773929102
AIL,1.0,KG (1 KG),Legumes Frais,vendredi,2024-07,B,19,7.45,0,0.13422818773929102
AIL,0.6,KG (1 KG),Legumes Frais,samedi,2024-07,B,19,7.45,0,0.08053691264357461
AIL,1.0,KG (1 KG),Legumes Frais,mercredi,2024-07,B,20,7.45,0,0.13422818773929102
AIL,1.0,KG (1 KG),Legumes Frais,vendredi,2024-07,B,21,7.45,0,0.13422818773929102
AIL,1.0,KG (1 KG),Legumes Frais,jeudi,2024-07,B,21,7.45,0,0.13422818773929102
AIL,1.05,KG (1 KG),Legumes Frais,lundi,2024-07,B,22,7.45,0,0.1409395971262556
AIL,1.05,KG,Legumes Frais,mardi,2024-07,B,22,7.45,0,0.1409395971262556
AIL,3.25,KG (1 KG),Legumes Frais,vendredi,2024-08,B,22,7.45,0,0.4362416101526958
AIL,1.45,KG (1 KG),Legumes Frais,vendredi,2024-08,B,23,7.45,0,0.19463087222197198
AIL,1.0,KG (1 KG),Legumes Frais,vendredi,2024-08,B,23,7.45,0,0.13422818773929102
AIL,1.0,KG (1 KG),Legumes Frais,vendredi,2024-08,B,24,7.45,0,0.13422818773929102
AIL,2.0,KG,Legumes Frais,mardi,2024-08,B,24,7.45,0,0.26845637547858203
AIL,1.0,KG (1 KG),Legumes Frais,jeudi,2024-08,B,25,7.45,0,0.13422818773929102
AIL,2.5,KG,Legumes Frais,jeudi,2024-08,B,25,7.45,0,0.33557046934822754
AIL,1.0,KG (1 KG),Legumes Frais,vendredi,2024-08,B,25,7.45,0,0.13422818773929102
AIL,1.5,KG (1 KG),Legumes Frais,mercredi,2024-09,B,26,7.45,0,0.20134228160893652
AIL,1.5,KG (1 KG),Legumes Frais,mardi,2024-09,B,27,7.45,0,0.20134228160893652
AIL,2.0,KG,Legumes Frais,vendredi,2024-09,B,28,7.45,0,0.26845637547858203
AIL,2.0,KG (1 KG),Legumes Frais,mardi,2024-10,B,28,7.45,0,0.26845637547858203
AIL,1.15,KG (1 KG),Legumes Frais,vendredi,2024-10,B,29,7.45,0,0.15436241590018465
