Name,Cycle_Number,Total_10Day_Quantity,Max_Stock,GroupName,Stock_Class,Storage Unit,Month,Date_week,Family,Site,Item Id,Weekend,Demanded,Delivered,satisfaction_rate (%),days_since_start,Inventory_Cycle,Cycle_Start_Day,Cycle_End_Day
AC-SMOOTHIE DETOX,20,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-07,dimanche,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,195,20,195,204
AC-SMOOTHIE DETOX,25,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-09,vendredi,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,249,25,249,258
AC-SMOOTHIE DETOX,28,20.0,10.0,Jus Fruit Lait,D,PC,2024-09,dimanche,LIQUIDES,Economat,15203,1,2,2,60.86956521739131,272,28,272,281
AC-SMOOTHIE DETOX,32,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-11,vendredi,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,312,32,312,321
AC-SMOOTHIE DETOX,37,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,369,37,369,378
AC-SMOOTHIE DETOX,38,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,376,38,376,385
AC-SMOOTHIE DETOX,40,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,dimanche,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,391,40,391,400
AC-SMOOTHIE DETOX,41,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,samedi,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,404,41,404,413
AC-SMOOTHIE DETOX,42,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,dimanche,LIQUIDES,Economat,15203,1,1,1,60.86956521739131,412,42,412,421
AC-SMOOTHIE DETOX,48,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-04,jeudi,LIQUIDES,Economat,15203,0,1,1,60.86956521739131,479,48,479,488
AC-SMOOTHIE DETOX,50,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,mercredi,LIQUIDES,Economat,15203,0,1,1,60.86956521739131,492,50,492,501
AC-SMOOTHIE DETOX,51,20.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,dimanche,LIQUIDES,Economat,15203,1,2,2,60.86956521739131,503,51,503,512
AC-SMOOTHIE EXOTIC,25,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-09,vendredi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,249,25,249,258
AC-SMOOTHIE EXOTIC,28,15.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-09,dimanche,LIQUIDES,Economat,13782,1,2,2,76.92307692307693,272,28,272,281
AC-SMOOTHIE EXOTIC,30,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-10,dimanche,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,300,31,300,309
AC-SMOOTHIE EXOTIC,32,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-11,vendredi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,312,32,312,321
AC-SMOOTHIE EXOTIC,33,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-11,samedi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,327,33,327,336
AC-SMOOTHIE EXOTIC,34,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-12,jeudi,LIQUIDES,Economat,13782,0,1,1,76.92307692307693,339,34,339,348
AC-SMOOTHIE EXOTIC,36,10.0,10.0,Jus Fruit Lait,D,PC,2024-12,mardi,LIQUIDES,Economat,13782,0,1,1,76.92307692307693,351,36,351,360
AC-SMOOTHIE EXOTIC,37,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,369,37,369,378
AC-SMOOTHIE EXOTIC,38,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,376,38,376,385
AC-SMOOTHIE EXOTIC,40,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,dimanche,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,391,40,391,400
AC-SMOOTHIE EXOTIC,41,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,samedi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,404,41,404,413
AC-SMOOTHIE EXOTIC,42,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,dimanche,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,412,42,412,421
AC-SMOOTHIE EXOTIC,43,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,mercredi,LIQUIDES,Economat,13782,0,1,1,76.92307692307693,422,43,422,431
AC-SMOOTHIE EXOTIC,44,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-03,dimanche,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,440,45,440,449
AC-SMOOTHIE EXOTIC,47,5.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-04,samedi,LIQUIDES,Economat,13782,1,1,1,76.92307692307693,467,47,467,476
AC-SMOOTHIE EXOTIC,48,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-04,jeudi,LIQUIDES,Economat,13782,0,1,1,76.92307692307693,479,48,479,488
AC-SMOOTHIE EXOTIC,50,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,mercredi,LIQUIDES,Economat,13782,0,1,1,76.92307692307693,492,50,492,501
AC-SMOOTHIE EXOTIC,51,20.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,dimanche,LIQUIDES,Economat,13782,1,2,2,76.92307692307693,503,51,503,512
AC-SMOOTHIE LE CLASSIQUE,20,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-07,dimanche,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,195,20,195,204
AC-SMOOTHIE LE CLASSIQUE,25,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-09,vendredi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,249,25,249,258
AC-SMOOTHIE LE CLASSIQUE,28,20.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-09,dimanche,LIQUIDES,Economat,13780,1,2,2,80.76923076923077,272,28,272,281
AC-SMOOTHIE LE CLASSIQUE,30,3.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-10,dimanche,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,300,31,300,309
AC-SMOOTHIE LE CLASSIQUE,32,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-11,vendredi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,312,32,312,321
AC-SMOOTHIE LE CLASSIQUE,33,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-11,samedi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,327,33,327,336
AC-SMOOTHIE LE CLASSIQUE,34,11.0,11.0,Jus Fruit Lait,D,PC (1 PC),2024-12,jeudi,LIQUIDES,Economat,13780,0,1,1,80.76923076923077,339,34,339,348
AC-SMOOTHIE LE CLASSIQUE,36,1.0,11.0,Jus Fruit Lait,D,PC,2024-12,mardi,LIQUIDES,Economat,13780,0,1,1,80.76923076923077,351,36,351,360
AC-SMOOTHIE LE CLASSIQUE,37,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,369,37,369,378
AC-SMOOTHIE LE CLASSIQUE,38,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,376,38,376,385
AC-SMOOTHIE LE CLASSIQUE,40,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-01,dimanche,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,391,40,391,400
AC-SMOOTHIE LE CLASSIQUE,41,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-02,samedi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,404,41,404,413
AC-SMOOTHIE LE CLASSIQUE,42,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-02,dimanche,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,412,42,412,421
AC-SMOOTHIE LE CLASSIQUE,43,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-02,mercredi,LIQUIDES,Economat,13780,0,1,1,80.76923076923077,422,43,422,431
AC-SMOOTHIE LE CLASSIQUE,44,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-03,dimanche,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,440,45,440,449
AC-SMOOTHIE LE CLASSIQUE,47,5.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-04,samedi,LIQUIDES,Economat,13780,1,1,1,80.76923076923077,467,47,467,476
AC-SMOOTHIE LE CLASSIQUE,48,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-04,jeudi,LIQUIDES,Economat,13780,0,1,1,80.76923076923077,479,48,479,488
AC-SMOOTHIE LE CLASSIQUE,50,10.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-05,mercredi,LIQUIDES,Economat,13780,0,1,1,80.76923076923077,492,50,492,501
AC-SMOOTHIE LE CLASSIQUE,51,20.0,11.0,Jus Fruit Lait,D,PC (1 PC),2025-05,dimanche,LIQUIDES,Economat,13780,1,2,2,80.76923076923077,503,51,503,512
AC-SMOOTHIE PEACH'TINI,20,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-07,dimanche,LIQUIDES,Economat,15202,1,1,1,80.0,195,20,195,204
AC-SMOOTHIE PEACH'TINI,25,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-09,vendredi,LIQUIDES,Economat,15202,1,1,1,80.0,249,25,249,258
AC-SMOOTHIE PEACH'TINI,28,20.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-09,dimanche,LIQUIDES,Economat,15202,1,2,2,80.0,272,28,272,281
AC-SMOOTHIE PEACH'TINI,32,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-11,vendredi,LIQUIDES,Economat,15202,1,1,1,80.0,312,32,312,321
AC-SMOOTHIE PEACH'TINI,33,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-11,samedi,LIQUIDES,Economat,15202,1,1,1,80.0,327,33,327,336
AC-SMOOTHIE PEACH'TINI,34,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2024-12,jeudi,LIQUIDES,Economat,15202,0,1,1,80.0,339,34,339,348
AC-SMOOTHIE PEACH'TINI,36,5.0,10.0,Jus Fruit Lait,D,PC,2024-12,mardi,LIQUIDES,Economat,15202,0,1,1,80.0,351,36,351,360
AC-SMOOTHIE PEACH'TINI,37,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15202,1,1,1,80.0,369,37,369,378
AC-SMOOTHIE PEACH'TINI,38,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15202,1,1,1,80.0,376,38,376,385
AC-SMOOTHIE PEACH'TINI,40,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-01,dimanche,LIQUIDES,Economat,15202,1,1,1,80.0,391,40,391,400
AC-SMOOTHIE PEACH'TINI,41,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,samedi,LIQUIDES,Economat,15202,1,1,1,80.0,404,41,404,413
AC-SMOOTHIE PEACH'TINI,42,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,dimanche,LIQUIDES,Economat,15202,1,1,1,80.0,412,42,412,421
AC-SMOOTHIE PEACH'TINI,43,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-02,mercredi,LIQUIDES,Economat,15202,0,1,1,80.0,422,43,422,431
AC-SMOOTHIE PEACH'TINI,44,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-03,dimanche,LIQUIDES,Economat,15202,1,1,1,80.0,440,45,440,449
AC-SMOOTHIE PEACH'TINI,47,5.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-04,samedi,LIQUIDES,Economat,15202,1,1,1,80.0,467,47,467,476
AC-SMOOTHIE PEACH'TINI,48,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-04,jeudi,LIQUIDES,Economat,15202,0,1,1,80.0,479,48,479,488
AC-SMOOTHIE PEACH'TINI,50,10.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,mercredi,LIQUIDES,Economat,15202,0,1,1,80.0,492,50,492,501
AC-SMOOTHIE PEACH'TINI,51,20.0,10.0,Jus Fruit Lait,D,PC (1 PC),2025-05,dimanche,LIQUIDES,Economat,15202,1,2,2,80.0,503,51,503,512
AC-SMOOTHIE TROPIC TRIP,20,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2024-07,dimanche,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,195,20,195,204
AC-SMOOTHIE TROPIC TRIP,25,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2024-09,vendredi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,249,25,249,258
AC-SMOOTHIE TROPIC TRIP,28,20.0,15.0,Jus Fruit Lait,D,PC (1 PC),2024-09,dimanche,LIQUIDES,Economat,15625,1,2,2,79.16666666666666,272,28,272,281
AC-SMOOTHIE TROPIC TRIP,33,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2024-11,samedi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,327,33,327,336
AC-SMOOTHIE TROPIC TRIP,34,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2024-12,jeudi,LIQUIDES,Economat,15625,0,1,1,79.16666666666666,339,34,339,348
AC-SMOOTHIE TROPIC TRIP,36,15.0,15.0,Jus Fruit Lait,D,PC,2024-12,mardi,LIQUIDES,Economat,15625,0,1,1,79.16666666666666,351,36,351,360
AC-SMOOTHIE TROPIC TRIP,37,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,369,37,369,378
AC-SMOOTHIE TROPIC TRIP,38,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-01,samedi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,376,38,376,385
AC-SMOOTHIE TROPIC TRIP,40,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-01,dimanche,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,391,40,391,400
AC-SMOOTHIE TROPIC TRIP,41,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-02,samedi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,404,41,404,413
AC-SMOOTHIE TROPIC TRIP,42,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-02,dimanche,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,412,42,412,421
AC-SMOOTHIE TROPIC TRIP,43,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-02,mercredi,LIQUIDES,Economat,15625,0,1,1,79.16666666666666,422,43,422,431
AC-SMOOTHIE TROPIC TRIP,44,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-03,dimanche,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,440,45,440,449
AC-SMOOTHIE TROPIC TRIP,47,5.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-04,samedi,LIQUIDES,Economat,15625,1,1,1,79.16666666666666,467,47,467,476
AC-SMOOTHIE TROPIC TRIP,48,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-04,jeudi,LIQUIDES,Economat,15625,0,1,1,79.16666666666666,479,48,479,488
AC-SMOOTHIE TROPIC TRIP,50,10.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-05,mercredi,LIQUIDES,Economat,15625,0,1,1,79.16666666666666,492,50,492,501
AC-SMOOTHIE TROPIC TRIP,51,20.0,15.0,Jus Fruit Lait,D,PC (1 PC),2025-05,dimanche,LIQUIDES,Economat,15625,1,2,2,79.16666666666666,503,51,503,512
AGITATEUR EN BOIS 11CM,1,9000.0,3000.0,Consommable,C,PC (1 PC),2024-01,mardi,CONSO/HYG,Economat,12876,1,8,8,70.17543859649122,1,1,1,10
AGITATEUR EN BOIS 11CM,2,10500.0,3000.0,Consommable,C,PC (1 PC),2024-01,vendredi,CONSO/HYG,Economat,12876,1,8,8,70.17543859649122,11,2,11,20
AGITATEUR EN BOIS 11CM,3,10000.0,3000.0,Consommable,C,PC (1 PC),2024-01,lundi,CONSO/HYG,Economat,12876,1,8,8,70.17543859649122,21,3,21,30
AGITATEUR EN BOIS 11CM,4,7001.0,3000.0,Consommable,C,PC,2024-02,jeudi,CONSO/HYG,Economat,12876,1,6,6,70.17543859649122,31,4,31,40
AGITATEUR EN BOIS 11CM,5,12499.0,3000.0,Consommable,C,PC (1 PC),2024-02,dimanche,CONSO/HYG,Economat,12876,1,10,10,70.17543859649122,41,5,41,50
AGRAFFE,3,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-01,samedi,FOURNITURE DE BUREAU,Economat,12526,1,2,2,86.66666666666667,26,3,26,35
AGRAFFE,4,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-02,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,33,4,33,42
AGRAFFE,6,4.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-03,vendredi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,60,7,60,69
AGRAFFE,7,1.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-03,jeudi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,66,7,66,75
AGRAFFE,11,7.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-04,jeudi,FOURNITURE DE BUREAU,Economat,12526,1,2,2,86.66666666666667,101,11,101,110
AGRAFFE,12,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-04,mardi,FOURNITURE DE BUREAU,Economat,12526,0,2,2,86.66666666666667,113,12,113,122
AGRAFFE,15,8.0,8.0,Fournitures de Bureau,C,PC,2024-05,mercredi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,149,15,149,158
AGRAFFE,16,8.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-06,jeudi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,157,16,157,166
AGRAFFE,18,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-06,mercredi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,177,18,177,186
AGRAFFE,19,2.0,8.0,Fournitures de Bureau,C,PC,2024-06,dimanche,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,181,19,181,190
AGRAFFE,20,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-07,mercredi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,191,20,191,200
AGRAFFE,21,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-07,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,201,21,201,210
AGRAFFE,22,9.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-08,vendredi,FOURNITURE DE BUREAU,Economat,12526,1,2,2,86.66666666666667,214,22,214,223
AGRAFFE,23,1.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-08,vendredi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,221,23,221,230
AGRAFFE,25,7.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-09,lundi,FOURNITURE DE BUREAU,Economat,12526,0,2,2,86.66666666666667,245,25,245,254
AGRAFFE,27,3.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-09,lundi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,266,27,266,275
AGRAFFE,28,3.0,8.0,Fournitures de Bureau,C,PC,2024-09,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,271,28,271,280
AGRAFFE,29,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-10,mercredi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,282,29,282,291
AGRAFFE,33,4.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-11,dimanche,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,328,33,328,337
AGRAFFE,34,7.0,8.0,Fournitures de Bureau,C,PC,2024-11,vendredi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,333,34,333,342
AGRAFFE,35,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-12,lundi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,350,36,350,359
AGRAFFE,36,3.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-12,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,355,36,355,364
AGRAFFE,37,11.0,8.0,Fournitures de Bureau,C,PC (1 PC),2024-12,lundi,FOURNITURE DE BUREAU,Economat,12526,0,2,2,86.66666666666667,364,37,364,373
AGRAFFE,38,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-01,mercredi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,373,38,373,382
AGRAFFE,39,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-01,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,390,40,390,399
AGRAFFE,40,3.0,8.0,Fournitures de Bureau,C,PC,2025-01,vendredi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,396,40,396,405
AGRAFFE,41,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-02,dimanche,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,405,41,405,414
AGRAFFE,43,2.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-03,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,425,43,425,434
AGRAFFE,44,3.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-03,mardi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,435,44,435,444
AGRAFFE,45,3.0,8.0,Fournitures de Bureau,C,PC,2025-03,lundi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,448,45,448,457
AGRAFFE,47,6.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-04,dimanche,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,468,47,468,477
AGRAFFE,48,1.0,8.0,Fournitures de Bureau,C,PC (1 PC),2025-04,lundi,FOURNITURE DE BUREAU,Economat,12526,0,1,1,86.66666666666667,476,48,476,485
AGRAFFE,52,8.0,8.0,Fournitures de Bureau,C,PC,2025-05,samedi,FOURNITURE DE BUREAU,Economat,12526,1,1,1,86.66666666666667,516,52,516,525
AIL,1,5.3,7.45,Legumes Frais,B,KG (1 KG),2024-01,mardi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,1,1,1,10
AIL,2,2.0,7.45,Legumes Frais,B,KG (1 KG),2024-01,samedi,SOLIDES,Economat,12527,1,1,1,82.17821782178217,19,2,19,28
AIL,3,2.0,7.45,Legumes Frais,B,KG,2024-01,mercredi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,30,4,30,39
AIL,4,2.7,7.45,Legumes Frais,B,KG,2024-02,jeudi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,31,4,31,40
AIL,5,1.2,7.45,Legumes Frais,B,KG (1 KG),2024-02,dimanche,SOLIDES,Economat,12527,1,1,1,82.17821782178217,48,5,48,57
AIL,6,0.8,7.45,Legumes Frais,B,KG,2024-02,jeudi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,59,6,59,68
AIL,7,1.65,7.45,Legumes Frais,B,KG (1 KG),2024-03,mardi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,64,7,64,73
AIL,8,4.0,7.45,Legumes Frais,B,KG (1 KG),2024-03,jeudi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,73,8,73,82
AIL,9,3.0,7.45,Legumes Frais,B,KG (1 KG),2024-03,mardi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,85,9,85,94
AIL,10,1.0,7.45,Legumes Frais,B,KG (1 KG),2024-04,mardi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,99,10,99,108
AIL,12,3.0,7.45,Legumes Frais,B,KG (1 KG),2024-04,dimanche,SOLIDES,Economat,12527,1,1,1,82.17821782178217,118,12,118,127
AIL,13,6.0,7.45,Legumes Frais,B,KG,2024-05,vendredi,SOLIDES,Economat,12527,1,3,3,82.17821782178217,123,13,123,132
AIL,15,4.0,7.45,Legumes Frais,B,KG (1 KG),2024-05,mardi,SOLIDES,Economat,12527,0,3,3,82.17821782178217,141,15,141,150
AIL,16,1.0,7.45,Legumes Frais,B,KG (1 KG),2024-06,jeudi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,157,16,157,166
AIL,17,2.05,7.45,Legumes Frais,B,KG (1 KG),2024-06,mardi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,162,17,162,171
AIL,18,0.95,7.45,Legumes Frais,B,KG (1 KG),2024-06,mercredi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,177,18,177,186
AIL,19,2.6,7.45,Legumes Frais,B,KG (1 KG),2024-07,mardi,SOLIDES,Economat,12527,1,3,3,82.17821782178217,183,19,183,192
AIL,20,2.0,7.45,Legumes Frais,B,KG (1 KG),2024-07,mercredi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,198,20,198,207
AIL,21,2.05,7.45,Legumes Frais,B,KG (1 KG),2024-07,jeudi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,206,21,206,215
AIL,22,4.3,7.45,Legumes Frais,B,KG,2024-07,mardi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,211,22,211,220
AIL,23,2.45,7.45,Legumes Frais,B,KG (1 KG),2024-08,vendredi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,221,23,221,230
AIL,24,3.0,7.45,Legumes Frais,B,KG (1 KG),2024-08,vendredi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,235,24,235,244
AIL,25,4.5,7.45,Legumes Frais,B,KG (1 KG),2024-08,jeudi,SOLIDES,Economat,12527,1,3,3,82.17821782178217,241,25,241,250
AIL,26,3.0,7.45,Legumes Frais,B,KG (1 KG),2024-09,mercredi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,254,26,254,263
AIL,27,2.0,7.45,Legumes Frais,B,KG,2024-09,vendredi,SOLIDES,Economat,12527,1,1,1,82.17821782178217,270,28,270,279
AIL,28,2.0,7.45,Legumes Frais,B,KG (1 KG),2024-10,mardi,SOLIDES,Economat,12527,0,1,1,82.17821782178217,274,28,274,283
AIL,29,2.0,7.45,Legumes Frais,B,KG (1 KG),2024-10,vendredi,SOLIDES,Economat,12527,1,2,2,82.17821782178217,284,29,284,293
AIL,30,3.1,7.45,Legumes Frais,B,KG (1 KG),2024-10,mardi,SOLIDES,Economat,12527,1,3,3,82.17821782178217,295,30,295,304
AIL,31,4.4,7.45,Legumes Frais,B,KG (1 KG),2024-10,mardi,SOLIDES,Economat,12527,1,4,4,82.17821782178217,302,31,302,311
AIL,32,3.4499999999999997,7.45,Legumes Frais,B,KG (1 KG),2024-11,mardi,SOLIDES,Economat,12527,0,2,2,82.17821782178217,316,32,316,325
