Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock
RED BULL,19.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,96.0
FUT HEINEKEIN,20.0,PC (1 L),Alcools,mardi,2024-01,B,1,120.0
BECK'S JET 24CL,3.0,BTL (1 PC),Alcools,mardi,2024-01,A,1,144.0
LIPTON ICE TEA PECHE 33 CL,38.0,PC (1 PC),THE,mardi,2024-01,A,1,168.0
FANTA BOITE 24CL,11.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,120.0
BOGA LIME BOITE 24CL,23.0,BTE (1 PC),Eaux et Sodas,mardi,2024-01,A,1,138.0
GARCI GAZ P.E.T 1 L,24.0,L (1 GR),Eaux et Sodas,mardi,2024-01,A,1,103.0
MAY 0.5L,528.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,1680.0
ORANGINA BOITE 24 CL,16.0,BTE (1 BTE),Eaux et Sodas,mardi,2024-01,A,1,72.0
MAYO 5L DEJ,5.0,KG (5000 GR),Epicerie,mardi,2024-01,A,1,25.0
LAIT UHT DEMI ECREME,24.0,PQT (1 L),Jus Fruit Lait,mardi,2024-01,A,1,82.0
KIWI,50.0,PC,Fruits & Legumes Frais,mardi,2024-01,A,1,109.0
NUTELLA 600GR,6.0,PC (1 PC),Pâtisseries,mardi,2024-01,B,1,48.0
SERVIETTE EN PAPIER 30*30,24.0,PC (1 PC),Consommable,mardi,2024-01,A,1,72.0
LOT CAFE GRAIN BARISTA,5.0,PC (1 KG),Cafe,mardi,2024-01,A,1,12.0
COCA BOITE ZERO,18.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,166.0
SAVON LIQ OXY'SOAP 1L,1.0,L (1 L),Hygiène,mardi,2024-01,A,1,5.0
GANTS LATEX,300.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,600.0
AGITATEUR EN BOIS 11CM,2000.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,mardi,2024-01,A,1,121.0
GANTS LATEX,300.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,600.0
SAC A POUBELLE GEANT BLANC,50.0,PC,Hygiène,mardi,2024-01,A,1,400.0
PAILLE ENVELOPPE 7.5MM NOIR,2.0,SCH (100 PC),Consommable,mardi,2024-01,B,1,10.0
LOT CAFE GRAIN BARISTA,5.0,PC (1 KG),Cafe,mardi,2024-01,A,1,12.0
GOBLET PET 350 CC,600.0,PC,Consommable,mardi,2024-01,A,1,1300.0
BACTYGEL 703 CF,1.0,BTL (1 BTL),Hygiène,mardi,2024-01,B,1,3.0
PAIN CHAWARMA *10,2.0,PQT (10 PC),Boulangerie_R,mardi,2024-01,A,1,30.0
ORANGE A JUS,66.0,KG (1 KG),Jus Fruit Lait,mardi,2024-01,A,1,121.0
PAILLE ENVELOPPE 7.5MM NOIR,3.0,SCH (100 PC),Consommable,mardi,2024-01,B,1,10.0
BOGA LIME BOITE 24CL,44.0,BTE (1 PC),Eaux et Sodas,mardi,2024-01,A,1,138.0
GARCI GAZ P.E.T 1 L,4.0,L (1 GR),Eaux et Sodas,mardi,2024-01,A,1,103.0
MAY 0.5L,148.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,1680.0
ORANGINA BOITE 24 CL,14.0,BTE (1 BTE),Eaux et Sodas,mardi,2024-01,A,1,72.0
"CHOCOLAT EN POUDRE,7.0,""PC (0,2 KG)"",Cafe,mardi,2024-01,A,1,12.0"
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mardi,2024-01,A,1,50.0
KETCHUP,1.0,PC (5000 PC),Epicerie,mardi,2024-01,C,1,10.0
ETUI SANDWICH,700.0,PC (1 PC),Consommable,mardi,2024-01,B,1,2000.0
FANTA BOITE 24CL,58.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,120.0
MIX A CREPE FRANCAISE,10.0,SAC (1 SAC),Pâtisseries,mardi,2024-01,B,1,50.0
GANTS LATEX,200.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,600.0
EAU MINERALE 1,5L,10.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,3970.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,mardi,2024-01,A,1,121.0
GOBLET PET 350 CC,200.0,PC (1 PC),Consommable,mardi,2024-01,A,1,1300.0
COCA COLA BOITE 24CL,109.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,240.0
RED BULL,6.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,96.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,mardi,2024-01,D,1,40.0
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0
PATE PIZZA PANCROCCHINO 12/40,100.0,PC (1 PC),Boulangerie_R,mardi,2024-01,A,1,112.0
PATE PIZZA FOCACCIA 12/40,28.0,PC (1 PC),Boulangerie_R,mardi,2024-01,A,1,150.0
GOBLET CAFE 192 ML CIG,2000.0,PC (1 PC),Consommable,mardi,2024-01,B,1,3000.0
GOBLET CI CAFE CIGUSTA,200.0,PC (1 PC),Consommable,mardi,2024-01,B,1,1000.0
FOND DE PLATEAU CIG,2000.0,PC (1 PC),Consommable,mardi,2024-01,C,1,2000.0
LIPTON ICE TEA PECHE 33 CL,10.0,PC (1 PC),THE,mardi,2024-01,A,1,168.0
BARQUETTE CARTON CIG,500.0,PC (1 PC),Consommable,mardi,2024-01,B,1,1500.0
LAIT UHT DEMI ECREME,12.0,PQT (1 L),Jus Fruit Lait,mardi,2024-01,A,1,82.0
BLOUSE NON TISSEE,1.0,PC (1 KG),Hygiène,mardi,2024-01,C,1,30.0
BIOSPOT,600.0,PC (1 PC),Hygiène,mercredi,2024-01,D,1,1800.0
DADDY'S CHIPS SPICY PAPRIKA 70G,15.0,PC,Epicerie,mercredi,2024-01,A,1,60.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,15.0,PC (1 PC),Epicerie,mercredi,2024-01,B,1,45.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,15.0,PC,Epicerie,mercredi,2024-01,A,1,75.0
JUS FRAISE  MINI CAMAROSA 250 ml,40.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
GANT EN VINYL MEDUIM,100.0,SCH (1 PC),Hygiène,mercredi,2024-01,A,1,1000.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2024-01,A,1,13.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mercredi,2024-01,A,1,50.0
JUS CITRONADE  CLASSIQUE 250 ml,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,5.0
MAIS EN BOITE,6.0,PC (1 KG),Conserve de légumes,mercredi,2024-01,A,1,24.0
JUS CITRONADE  CLASSIQUE 250 ml,15.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
JUS FRAISE  MINI CAMAROSA 250 ml,15.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
GANTS LATEX,200.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,600.0
SANEX,4.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,48.0
JUS CITRONADE  CLASSIQUE 250 ml,40.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
SERPILLERE,2.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,42.0
DINOL,5.0,BIDON (1 KG),Hygiène,mercredi,2024-01,A,1,35.0
GARCI GAZ P.E.T 1 L,27.0,L (1 GR),Eaux et Sodas,mercredi,2024-01,A,1,103.0
FILM ETIRABLE 725GR,1.0,PC (1 GR),Consommable,mercredi,2024-01,A,1,6.0
FARINE EN PAQUET,6.0,PC (1 KG),Epicerie,mercredi,2024-01,A,1,50.0
FROMAGE GORGONZELA,0.15,PC (1 KG),Beurre Oeuf Fromage,mercredi,2024-01,A,1,5.0
GANTS LATEX,100.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,600.0
"FRITE SURGELE 9/9 CLASSIC 2.5 KG,10.0,""KG (2,5 KG)"",Legumes Surgelés,mercredi,2024-01,A,1,60.0"
CHAMPIGNON FRAIS BARQUETTE,2.0,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,10.0
MANCHE A BALAIS,2.0,PC (1 PC),Hygiène,mercredi,2024-01,B,1,7.0
JUS CITRONADE  CLASSIQUE 250 ml,25.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
JUS FRAISE  MINI CAMAROSA 250 ml,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
SERPILLERE,2.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,42.0
MIRA 0,6L,612.0,PC,Eaux et Sodas,mercredi,2024-01,A,1,939.0
COCA BOITE ZERO,41.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,166.0
INTENSO NSPRS,350.0,PC (1 PC),Cafe,mercredi,2024-01,A,1,2000.0
FORTE NSPRS,200.0,PC (1 PC),Cafe,mercredi,2024-01,A,1,1500.0
ORANGINA BOITE 24 CL,27.0,BTE (1 BTE),Eaux et Sodas,mercredi,2024-01,A,1,72.0
MAY 0.5L,9.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,1680.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,5000.0
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,120.0
GANTS LATEX,500.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,600.0
COCA COLA BOITE 24CL,36.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,240.0
ORANGE A JUS,28.4,KG (1 KG),Jus Fruit Lait,mercredi,2024-01,A,1,121.0
FOURCHETTE NOIRE EMBALEE EJEM,1000.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,2000.0
GOBLET CARTON GOURM 19 CL,1000.0,PC (1 PC),Consommable,mercredi,2024-01,B,1,2000.0
JUS FRAISE  MINI CAMAROSA 250 ml,60.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
LAVETTE COTON,2.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,50.0
COCA BOITE ZERO,17.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,166.0
JEX CARRE,3.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,35.0
MIRA 0,6L,636.0,PC,Eaux et Sodas,mercredi,2024-01,A,1,939.0
ANANAS PCES,6.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,34.0
RED BULL,19.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,96.0
SERVIETTE EN PAPIER 30*30,48.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,72.0
JUS FRAISE  MINI CAMAROSA 250 ml,25.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
LIPTON ICE TEA PECHE 33 CL,48.0,PC (1 PC),THE,mercredi,2024-01,A,1,168.0
EAU MINERALE 1,5L,6.0,PC,Eaux et Sodas,mercredi,2024-01,A,1,3970.0
FORTE NSPRS,50.0,PC (1 PC),Cafe,mercredi,2024-01,A,1,1500.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,15.0,PC,Epicerie,mercredi,2024-01,B,1,45.0
INTENSO NSPRS,50.0,PC (1 PC),Cafe,mercredi,2024-01,A,1,2000.0
RISTRETTO NSPRS,150.0,PC (1 PC),Cafe,mercredi,2024-01,A,1,1500.0
BOGA LIME BOITE 24CL,31.0,BTE (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,138.0
FANTA BOITE 24CL,30.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,120.0
COCA COLA BOITE 24CL,86.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,240.0
LIPTON ICE TEA PECHE 33 CL,23.0,PC (1 PC),THE,mercredi,2024-01,A,1,168.0
BECK'S JET 24CL,6.0,BTL (1 PC),Alcools,mercredi,2024-01,A,1,144.0
CELTIA JET 25CL,16.0,PC (1 PC),Alcools,mercredi,2024-01,A,1,144.0
RED BULL,44.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,96.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),1.0,PC (1 KG),Cafe,mercredi,2024-01,A,1,9.0
EAU MINERALE 1,5L,30.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,3970.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,mercredi,2024-01,A,1,121.0
GOBLET DB 25 CC,1000.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,3000.0
GOBLET DB 19 CC,1000.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,3000.0
ANANAS PCES,6.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,34.0
PAIN CHAWARMA *10,5.0,PQT (10 PC),Boulangerie_R,mercredi,2024-01,A,1,30.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,15.0,PC,Epicerie,mercredi,2024-01,A,1,75.0
SAC A POUBELLE GEANT BLANC,200.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,400.0
ORANGINA BOITE 24 CL,22.0,BTE (1 BTE),Eaux et Sodas,mercredi,2024-01,A,1,72.0
NUTELLA 600GR,48.0,PC (1 PC),Pâtisseries,mercredi,2024-01,B,1,48.0
DADDY'S CHIPS SPICY PAPRIKA 70G,15.0,PC (1 PC),Epicerie,mercredi,2024-01,A,1,60.0
JUS CITRONADE  CLASSIQUE 250 ml,60.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
CUILLIERE NOIRE EJEM,100.0,PC,Consommable,mercredi,2024-01,A,1,1000.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,mercredi,2024-01,C,1,1.0
BACTYGEL 703 CF,1.0,BTL (1 BTL),Hygiène,mercredi,2024-01,B,1,3.0
SAVON LIQ OXY'SOAP 1L,1.0,L (1 L),Hygiène,mercredi,2024-01,A,1,5.0
ORANGE A JUS,20.0,KG (1 KG),Jus Fruit Lait,mercredi,2024-01,A,1,121.0
CONCOMBRE,15.75,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,34.4
AGITATEUR EN BOIS 11CM,1500.0,PC (1 PC),Consommable,mercredi,2024-01,C,1,3000.0
GOBLET PET 350 CC,500.0,PC,Consommable,mercredi,2024-01,A,1,1300.0
BARQUETTE CARTON CIG,500.0,PC (1 PC),Consommable,mercredi,2024-01,B,1,1500.0
SALADE LAITUE TUN,30.0,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,77.0
TOMATE FRAICHE,49.3,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,83.0
NUTELLA 600GR,6.0,PC (1 PC),Pâtisseries,mercredi,2024-01,B,1,48.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2024-01,A,1,13.0
FOND DE PLATEAU CIG,1000.0,PC (1 PC),Consommable,mercredi,2024-01,C,1,2000.0
SAC SOUS VIDE LISSE 20*30,200.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,600.0
COURGE,4.45,KG (1 KG),Legumes Frais,mercredi,2024-01,B,1,19.0
BASILIC BARQUETTE,0.6,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,2.75
POIS CHICHE KG,3.0,PC (1 PC),Legumes Secs,mercredi,2024-01,C,1,4.0
TOMATE CERISES,2.05,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,5.65
PIMENT DOUX,13.15,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,20.0
FILM ETIRABLE 725GR,1.0,PC (1 GR),Consommable,mercredi,2024-01,A,1,6.0
GANT EN VINYL MEDUIM,400.0,SCH (1 PC),Hygiène,mercredi,2024-01,A,1,1000.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,5.0
VIANDE HACHEE SPECIAL RESTO,4.85,PC (1 KG),Viandes Fraiches,mercredi,2024-01,A,1,162.87
"THON EN BOITES,24.0,""BTE (2,05 KG)"",Conserve de Poisson,mercredi,2024-01,A,1,40.0"
OEUFS,2.0,PC (30 PC),Beurre Oeuf Fromage,mercredi,2024-01,A,1,10.0
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,mercredi,2024-01,B,1,2.0
GOBLET DB 19 CC,50.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,3000.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),1.0,PC (1 KG),Cafe,mercredi,2024-01,A,1,9.0
OEUFS,1.0,PC (30 PC),Beurre Oeuf Fromage,mercredi,2024-01,A,1,10.0
MAY 0.5L,2.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,1680.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mercredi,2024-01,A,1,13.0
FROMAGE MOZARELLA CARRE KG,20.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-01,B,1,32.0
ANANAS PCES,10.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,34.0
GANTS LATEX,200.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,600.0
COUSCOUS EN PAQUET,12.0,PC (1 PC),Epicerie,mercredi,2024-01,D,1,15.0
SANIT SURF,3.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,5.0
AJAX VITRE,2.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,10.0
POMME DE TERRE,16.3,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,50.0
ORANGE A JUS,77.0,KG (1 KG),Jus Fruit Lait,mercredi,2024-01,A,1,121.0
ESCALOPE POULET CONGELÉ,68.32,PC (1 KG),Volaille Surgelée,mercredi,2024-01,C,1,80.87
Muffin daily'n,2.0,PC (1 PC),Pâtisseries,mercredi,2024-01,A,1,958.0
COCA COLA BOITE 24CL,2.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,240.0
MAY 0.5L,40.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,1680.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2024-01,A,1,13.0
GANT EN VINYL MEDUIM,100.0,SCH (1 PC),Hygiène,mercredi,2024-01,A,1,1000.0
LAVETTE COTON,5.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,50.0
JUS CITRONADE  CLASSIQUE 250 ml,20.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,80.0
COCA BOITE ZERO,3.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,166.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,5.0
BOGA LIME BOITE 24CL,2.0,BTE (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,138.0
GRENAD,15.0,KG (1 KG),Jus Fruit Lait,mercredi,2024-01,B,1,15.0
FANTA BOITE 24CL,3.0,PC (1 PC),Eaux et Sodas,mercredi,2024-01,A,1,120.0
JUS FRAISE  MINI CAMAROSA 250 ml,20.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,60.0
ORANGINA BOITE 24 CL,3.0,BTE (1 BTE),Eaux et Sodas,mercredi,2024-01,A,1,72.0
MAY 0.5L,184.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,1680.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,jeudi,2024-01,A,1,13.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),4.0,PC (1 KG),Cafe,jeudi,2024-01,A,1,9.0
COCA COLA BOITE 24CL,46.0,PC,Eaux et Sodas,jeudi,2024-01,A,1,240.0
LOT CAFE GRAIN BARISTA,5.0,PC (1 KG),Cafe,jeudi,2024-01,A,1,12.0
COCA BOITE ZERO,11.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,166.0
JUS CITRONADE  CLASSIQUE 250 ml,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-01,A,1,80.0
JUS FRAISE  MINI CAMAROSA 250 ml,10.0,PC (1 PC),Jus Fruit Lait,jeudi,2024-01,A,1,60.0
CAKE CITRON PBC,36.0,PC (1 PC),Pâtisseries,jeudi,2024-01,B,1,72.0
COCA BOITE ZERO,3.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,166.0
COCA BOITE ZERO,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,166.0
MAY 0.5L,54.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,1680.0
BOGA LIME BOITE 24CL,24.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,138.0
GARCI GAZ P.E.T 1 L,2.0,L (1 GR),Eaux et Sodas,jeudi,2024-01,A,1,103.0
ORANGINA BOITE 24 CL,11.0,BTE (1 BTE),Eaux et Sodas,jeudi,2024-01,A,1,72.0
BOGA LIME BOITE 24CL,4.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,138.0
FANTA BOITE 24CL,10.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,120.0
FANTA BOITE 24CL,3.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,120.0
COCA COLA BOITE 24CL,13.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,240.0
RED BULL,2.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,96.0
LAIT UHT DEMI ECREME,6.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-01,A,1,82.0
THE SANS SUCRE 0.9g,180.0,PC (1 PC),THE,jeudi,2024-01,B,1,180.0
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,120.0
LAIT UHT DEMI ECREME,6.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-01,A,1,82.0
EAU MINERALE 1,5L,18.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,3970.0
ORANGE A JUS,57.0,KG (1 KG),Jus Fruit Lait,jeudi,2024-01,A,1,121.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),3.0,PC (1 KG),Cafe,jeudi,2024-01,A,1,9.0
COCA COLA BOITE 24CL,9.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,240.0
SERVIETTE EN PAPIER 30*30,24.0,PC (1 PC),Consommable,jeudi,2024-01,A,1,72.0
COCA COLA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,240.0
SANIT SURF,2.0,PC (1 PC),Hygiène,jeudi,2024-01,A,1,5.0
LAIT UHT DEMI ECREME,2.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-01,A,1,82.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),1.0,PC (1 KG),Cafe,jeudi,2024-01,A,1,9.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,jeudi,2024-01,A,1,50.0
GOBLET DB 19 CC,50.0,PC,Consommable,jeudi,2024-01,A,1,3000.0
POULET PAC FRAIS,21.42,KG (1 KG),Volaille Fraiche,jeudi,2024-01,C,1,51.43
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,120.0
COCA COLA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,240.0
MIRA 0,6L,14.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,939.0
SAC SANDWICH,2000.0,PC (1 PC),Consommable,jeudi,2024-01,C,1,6000.0
FROMAGE LAND OR,7.2,PC (1 KG),Beurre Oeuf Fromage,jeudi,2024-01,A,1,10.8
JAMBON DE DINDE,4.8,PC (1 KG),Charcuterie,jeudi,2024-01,A,1,10.8
SALADE LAITUE TUN,26.25,KG (1 KG),Legumes Frais,jeudi,2024-01,A,1,77.0
COCA BOITE ZERO,42.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,166.0
ESCALOPE POULET CONGELÉ,80.87,PC (1 KG),Volaille Surgelée,jeudi,2024-01,C,1,80.87
ROQUETTE SALADE KG,1.2,KG (1 KG),Legumes Frais,jeudi,2024-01,C,1,1.2
OEUFS,4.0,PC (30 PC),Beurre Oeuf Fromage,jeudi,2024-01,A,1,10.0
AGITATEUR EN BOIS 11CM,500.0,PC,Consommable,jeudi,2024-01,C,1,3000.0
EMINCE DE BOEUF PORT. SURGELE,5.65,KG (1000 GR),Viandes Surgelées,jeudi,2024-01,A,1,59.39
BOGA LIME BOITE 24CL,7.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,138.0
BOGA LIME BOITE 24CL,6.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,138.0
TOMATE FRAICHE,23.3,KG (1 KG),Legumes Frais,jeudi,2024-01,A,1,83.0
GANTS LATEX,400.0,PC (1 PC),Hygiène,jeudi,2024-01,A,1,600.0
VIANDE HACHEE SPECIAL RESTO,4.85,PC (1 KG),Viandes Fraiches,jeudi,2024-01,A,1,162.87
ESCALOPE POULET FRAIS,40.0,PC (1 KG),Volaille Surgelée,jeudi,2024-01,A,1,136.28
SAC SOUS VIDE LISSE 20*30,100.0,PC (1 PC),Consommable,jeudi,2024-01,A,1,600.0
SOUS TARTE BLANCHE 12*12*2,400.0,PC,Consommable,jeudi,2024-01,B,1,2400.0
MAY 0.5L,166.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,1680.0
HARISSA 5/2,2.0,BOTTE (1 BTE),Epicerie,jeudi,2024-01,A,1,24.0
RED BULL,5.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,96.0
COCA COLA BOITE 24CL,38.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,240.0
FANTA BOITE 24CL,10.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,120.0
CELTIA JET 25CL,22.0,PC (1 PC),Alcools,jeudi,2024-01,A,1,144.0
RED BULL,7.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,96.0
PAIN CHAWARMA *10,3.0,PQT (10 PC),Boulangerie_R,jeudi,2024-01,A,1,30.0
MAY 0.5L,60.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,1680.0
OIGNONS BLANC,19.5,KG (1 KG),Legumes Frais,jeudi,2024-01,A,1,33.65
EAU MINERALE 1,5L,10.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,3970.0
"FRITE SURGELE 9/9 CLASSIC 2.5 KG,40.0,""KG (2,5 KG)"",Legumes Surgelés,jeudi,2024-01,A,1,60.0"
COCA BOITE ZERO,13.0,PC (1 PC),Eaux et Sodas,jeudi,2024-01,A,1,166.0
INTENSO NSPRS,50.0,PC (1 PC),Cafe,jeudi,2024-01,A,1,2000.0
GANTS LATEX,300.0,PC (1 PC),Hygiène,jeudi,2024-01,A,1,600.0
GOBLET DB 19 CC,1000.0,PC (1 PC),Consommable,jeudi,2024-01,A,1,3000.0
MIX A CREPE FRANCAISE,10.0,SAC (1 SAC),Pâtisseries,jeudi,2024-01,B,1,50.0
HARISSA 5/2,3.0,BOTTE (1 BTE),Epicerie,jeudi,2024-01,A,1,24.0
LAVETTE COTON,10.0,PC (1 PC),Hygiène,jeudi,2024-01,A,1,50.0
SANEX,12.0,PC (1 PC),Hygiène,jeudi,2024-01,A,1,48.0
