Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
SET DE PLATEAU DB,2000.0,PC,Consommable,lundi,2024-01,B,0,9000.0
SNICKERS,80.0,PC (1 PC),Epicerie,lundi,2024-01,C,0,100.0
SUCRE BLANC EN SACHET GOURM,1000.0,PC (1 PC),Cafe,lundi,2024-01,B,0,4000.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,lundi,2024-01,A,0,230.0
THON EN BOITES,30.0,BTE (2.05 KG),Conserve de Poisson,lundi,2024-01,A,0,164.0
TOMATE CONCENTRE 4/4,12.0,PC,Epicerie,lundi,2024-01,D,0,24.0
TOMATE FRAICHE,34.3,KG,Legumes Frais,lundi,2024-01,A,0,526.85
VIANDE HACHEE SPECIAL RESTO,4.7,PC (1 KG),Viandes Fraiches,lundi,2024-01,A,0,191.07
VIPA ORIENTAL MIX 100 GR,8.0,PC (1 PC),Fruits Secs,lundi,2024-01,B,0,48.0
AGITATEUR EN BOIS 11CM,9000.0,PC (1 PC),Consommable,mardi,2024-01,C,1,12499.0
AJAX VITRE,11.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,32.0
AMANDES GRILEES SALEES 70GR,24.0,PC (1 PC),Fruits Secs,jeudi,2024-01,B,1,84.0
AMSTEL BEER BLLE 33CL,260.0,BTL,Alcools,lundi,2024-01,B,1,432.0
ASEPCLOR,10.0,PC (1 PC),Hygiène,dimanche,2024-01,A,1,60.0
BACON DE DINDE TRANCHES (1 - 1.5 KG),20.0,KG (1 KG),Charcuterie,vendredi,2024-01,B,1,43.0
BALAIS SANS MANCHE,2.0,PC (1 PC),Hygiène,lundi,2024-01,C,1,9.0
BARQUETTE CARTON CIG,1000.0,PC (1 PC),Consommable,mardi,2024-01,B,1,3000.0
BECK'S JET 24CL,145.0,BTL (1 PC),Alcools,mardi,2024-01,A,1,683.0
BIOSPOT,600.0,PC (1 PC),Hygiène,mercredi,2024-01,D,1,2400.0
BLOUSE NON TISSEE,2.0,PC (1 KG),Hygiène,mardi,2024-01,C,1,36.0
BOGA LIME BOITE 24CL,609.0,BTE (1 PC),Eaux et Sodas,mardi,2024-01,A,1,1322.0
BOITE A CREPE,500.0,PC (1 PC),Consommable,mardi,2024-01,B,1,3150.0
BOITE PIZZA 32 cm,200.0,PC (1 PC),Consommable,vendredi,2024-01,C,1,200.0
BOITE PIZZA PM CIG,200.0,PC (1 PC),Consommable,samedi,2024-01,B,1,500.0
BON DE TRANSFERT 50*3,6.0,PC,Fournitures de Bureau,mardi,2024-01,B,1,15.0
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,300.0,PC (1 PC),Viennoiserie,jeudi,2024-01,B,1,1500.0
CACAHUETES GRILLEES SALEES 70GR,12.0,PC,Fruits Secs,dimanche,2024-01,C,1,60.0
CAKE CHOCOLAT PBC,48.0,PC (1 PC),Viennoiserie,vendredi,2024-01,B,1,88.0
CAKE CITRON PBC,108.0,PC (1 PC),Pâtisseries,jeudi,2024-01,B,1,216.0
CAKE MARBRE PBC,209.0,PC (1 PC),Viennoiserie,mardi,2024-01,A,1,363.0
CAROTTE,10.0,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,67.1
CAROTTE CAKE PBC,110.0,PC (1 PC),Viennoiserie,vendredi,2024-01,B,1,330.0
CELTIA JET 25CL,353.0,PC (1 PC),Alcools,mercredi,2024-01,A,1,591.0
CHAMPIGNON FRAIS BARQUETTE,22.0,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,34.5
CHOCOLAT EN POUDRE,26.0,PC (0.2 KG),Cafe,mardi,2024-01,A,1,86.0
COCA BOITE ZERO,535.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,990.0
COCA COLA BOITE 24CL,1240.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,2855.0
COFFRET PORTRAIT AV SEP24.5/14.5,50.0,PC (1 PC),Consommable,dimanche,2024-01,C,1,150.0
CONCOMBRE,85.408,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,177.692
COOKIES,40.0,PC,Viennoiserie,mardi,2024-01,C,1,120.0
COURGE,15.2,KG (1 KG),Legumes Frais,mardi,2024-01,B,1,47.65
COUSCOUS EN PAQUET,12.0,PC (1 PC),Epicerie,mercredi,2024-01,D,1,28.0
COUTEAU NOIRE EMBALLE EJEM,1500.0,PC (1 PC),Consommable,vendredi,2024-01,B,1,4000.0
CROISSANT AUX AMANDES  PUR BEURRE GF,275.0,PC (1 PC),Viennoiserie,jeudi,2024-01,B,1,1200.0
CROISSANT NATURE  PUR BEURRE GF,1200.0,PC (1 PC),Viennoiserie,jeudi,2024-01,B,1,5400.0
CUILLERE A CAFE PLASTIQUE,4300.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,28100.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,150.0,PC,Epicerie,mercredi,2024-01,A,1,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,45.0,PC (1 PC),Epicerie,mercredi,2024-01,B,1,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,105.0,PC,Epicerie,mercredi,2024-01,A,1,165.0
DINOL,70.0,BIDON (1 KG),Hygiène,mercredi,2024-01,A,1,135.0
DOSETTE KETCHUP PB,2000.0,PC (1000 PC),Epicerie,samedi,2024-01,C,1,4000.0
DOSETTE MAYO PB,2000.0,PC,Epicerie,samedi,2024-01,C,1,4000.0
EAU MINERALE 1.5L,251.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,4556.0
EMBALLAGE CREPE CIG,500.0,PC (1 PC),Consommable,mardi,2024-01,B,1,2000.0
EMBALLAGE EN CARTON 30*12*6,150.0,PC (1 PC),Consommable,mercredi,2024-01,D,1,300.0
EMINCE DE BOEUF PORT. SURGELE,15.14,KG (1000 GR),Viandes Surgelées,jeudi,2024-01,A,1,79.49000000000001
ESCALOPE POULET CONGELÉ,254.36,PC (1 KG),Volaille Surgelée,mercredi,2024-01,C,1,254.36
ESCALOPE POULET FRAIS,160.0,PC (1 KG),Volaille Surgelée,jeudi,2024-01,A,1,503.16
ESCALOPE POULET PANE CONGELE,18.29,KG (1 KG),Volaille Surgelée,dimanche,2024-01,A,1,128.91
ESSUIT TOUT JUMBO,78.0,PC (1 KG),Hygiène,mercredi,2024-01,A,1,157.0
ETUI SANDWICH,700.0,PC (1 PC),Consommable,mardi,2024-01,B,1,4000.0
FANTA BOITE 24CL,641.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,1328.0
FARINE EN PAQUET,23.0,PC (1 KG),Epicerie,mardi,2024-01,A,1,252.0
FILM ETIRABLE 725GR,17.0,PC (1 GR),Consommable,mardi,2024-01,A,1,38.0
FOND DE PLATEAU CIG,3000.0,PC (1 PC),Consommable,mardi,2024-01,C,1,3000.0
FOND PLATEAU GOURM,2000.0,PC (1 PC),Consommable,samedi,2024-01,C,1,4000.0
FORTE NSPRS,2550.0,PC (1 PC),Cafe,mardi,2024-01,A,1,5150.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,205.0,KG (2.5 KG),Legumes Surgelés,mardi,2024-01,A,1,290.0
FROMAGE CAMEMBERT 240g,8.0,BTE (240 GR),Beurre Oeuf Fromage,lundi,2024-01,D,1,12.0
FROMAGE CHEDDAR PORTION KG,18.05,KG,Beurre Oeuf Fromage,samedi,2024-01,B,1,24.45
FROMAGE EDAM MEULE,5.85,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,B,1,35.622
FROMAGE FETA (Nature),0.96,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-01,D,1,1.6
FROMAGE LAND OR,9.0,PC (1 KG),Beurre Oeuf Fromage,jeudi,2024-01,A,1,25.4
FROMAGE MEULE GOUDA KG,12.15,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,A,1,32.932
FROMAGE MOZARELLA CARRE KG,109.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-01,B,1,145.0
FROMAGE MOZZARELLA MINI,1.0,PC,Beurre Oeuf Fromage,samedi,2024-01,D,1,9.0
FROMAGE PARMIGIANO REGIANO,1.0499999999999998,PC (1 PC),Beurre Oeuf Fromage,vendredi,2024-01,D,1,1.0499999999999998
GANT EN VINYL  XL,900.0,SCH (1 PC),Hygiène,mardi,2024-01,A,1,12500.0
GANT EN VINYL MEDUIM,1200.0,SCH (1 PC),Hygiène,mardi,2024-01,A,1,5700.0
GANTS LATEX,9100.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,9100.0
GARCI GAZ P.E.T 1 L,147.0,L (1 GR),Eaux et Sodas,mardi,2024-01,A,1,344.0
GATEAU CHOCOLAT PBC,100.0,PC (1 PC),Viennoiserie,mardi,2024-01,B,1,100.0
GOBLET 6.5 0Z MF,200.0,PC,Consommable,mardi,2024-01,B,1,1850.0
GOBLET 6.5 PLAN B,2000.0,PC,Consommable,mardi,2024-01,B,1,3300.0
GOBLET 9 PLAN B,1000.0,PC (1 PC),Consommable,mardi,2024-01,B,1,3000.0
GOBLET CAFE 192 ML CIG,4000.0,PC (1 PC),Consommable,mardi,2024-01,B,1,4000.0
GOBLET CARTON GOURM 19 CL,3000.0,PC (1 PC),Consommable,mercredi,2024-01,B,1,4000.0
GOBLET CI CAFE CIGUSTA,700.0,PC (1 PC),Consommable,mardi,2024-01,B,1,1000.0
GOBLET DB 19 CC,6800.0,PC (1 PC),Consommable,mardi,2024-01,A,1,12000.0
GOBLET DB 25 CC,2000.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,11600.0
GOBLET JUS TRANSPARENT CI GUSTA,1000.0,PC (1 PC),Consommable,samedi,2024-01,C,1,1000.0
GOBLET PET 350 CC,4500.0,PC,Consommable,mardi,2024-01,A,1,5950.0
GRENAD,50.4,KG (1 KG),Jus Fruit Lait,mardi,2024-01,B,1,69.1
HARISSA 5/2,35.0,BOTTE (1 BTE),Epicerie,jeudi,2024-01,A,1,53.0
HEINEKEN BLLE 30CL,804.0,BTL (1 BTL),Alcools,mardi,2024-01,A,1,1061.0
HUILE VEGETALE 5L,30.0,L (5 PC),Epicerie,vendredi,2024-01,A,1,54.0
INTENSO NSPRS,1650.0,PC (1 PC),Cafe,mardi,2024-01,A,1,4050.0
JEX CARRE,59.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,180.0
JOUR ET NUIT ROSE 1/2,10.0,PC (1 PC),Alcools,jeudi,2024-01,B,1,52.0
JUS CITRONADE  CLASSIQUE 250 ml,850.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,1403.0
JUS FRAISE  MINI CAMAROSA 250 ml,884.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-01,A,1,1210.0
JUS STILL 20 CL,2.0,PC,Jus Fruit Lait,dimanche,2024-01,A,1,552.0
KETCHUP,1.0,PC (5000 PC),Epicerie,mardi,2024-01,C,1,40.0
KETCHUP BIDON 5L,2.0,PC (5000 PC),Epicerie,mardi,2024-01,B,1,35.0
KINDER T4,40.0,PC (1 PC),Epicerie,jeudi,2024-01,B,1,180.0
KIWI,278.0,PC,Fruits & Legumes Frais,mardi,2024-01,A,1,641.0
LAIT UHT DEMI ECREME,804.0,PQT (1 L),Jus Fruit Lait,mardi,2024-01,A,1,1322.0
LAVETTE COTON,70.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,149.0
LEVURE BOULANGERE NORMALE,4.0,PC (1 PC),Boulangerie_R,lundi,2024-01,B,1,34.0
LIPTON ICE TEA PECHE 33 CL,597.0,PC (1 PC),THE,mardi,2024-01,A,1,1485.0
LOT CAFE EN GRAINS ( BARISTA N°3 ),70.0,PC (1 KG),Cafe,mardi,2024-01,A,1,98.0
MAIS EN BOITE,21.4,PC (1 KG),Conserve de légumes,mercredi,2024-01,A,1,92.0
MANGUE,2.0,PC,Fruits & Legumes Frais,jeudi,2024-01,A,1,39.0
MARINADE POULET GRILLE 2KG PB,32.0,PC (1 KG),Volaille Surgelée,mardi,2024-01,A,1,36.0
MARS CHOCOLAT,40.0,PC (1 PC),Epicerie,samedi,2024-01,C,1,160.0
MAY 0.5L,2739.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,22614.0
MAYO 5L DEJ,70.0,KG (5000 GR),Epicerie,mardi,2024-01,A,1,170.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,lundi,2024-01,D,1,80.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,mardi,2024-01,D,1,80.0
MIX A CREPE FRANCAISE,100.0,SAC (1 SAC),Pâtisseries,mardi,2024-01,B,1,150.0
MOELLEUX CHOCOLAT,36.0,PC,Viennoiserie,vendredi,2024-01,C,1,108.0
MOUTARDE DIJON 840 GR,9.0,BTE (840 GR),Epicerie,samedi,2024-01,B,1,25.0
MUFFINS VANILLE,48.0,PC,Viennoiserie,mardi,2024-01,B,1,96.0
Muffin daily'n,8.0,PC (1 PC),Pâtisseries,mercredi,2024-01,A,1,1109.0
NUGGETS PANE PB,100.0,PC (1 PC),Volaille Surgelée,dimanche,2024-01,A,1,275.0
OEUFS,38.0,PC (30 PC),Beurre Oeuf Fromage,mardi,2024-01,A,1,83.0
OIGNONS BLANC,90.95,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,127.3
OIGNONS ROUGE,72.7,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,119.4
OLIVE DENOYETE,7.0,KG (1 KG),Legumes Frais,vendredi,2024-01,B,1,35.0
OLIVE NOIRE SLICE,7.0,KG,Legumes Frais,mardi,2024-01,B,1,35.0
ORANGE A JUS,2108.1,KG (1 KG),Jus Fruit Lait,mardi,2024-01,A,1,2117.05
ORANGINA BOITE 24 CL,347.0,BTE (1 BTE),Eaux et Sodas,mardi,2024-01,A,1,347.0
PAILLE ENVELOPPE 7.5MM NOIR,23.0,SCH (100 PC),Consommable,mardi,2024-01,B,1,33.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,1200.0,PC (1 PC),Viennoiserie,jeudi,2024-01,B,1,4400.0
PAIN CHAWARMA *10,57.0,PQT (10 PC),Boulangerie_R,mardi,2024-01,A,1,115.0
PAIN CIABATTA NATURE,1520.0,PC,Boulangerie_R,jeudi,2024-01,A,1,6590.0
PAIN DE MIE CEREALE,26.0,PC (1 PC),Boulangerie_R,samedi,2024-01,B,1,130.0
PAIN DE MIE NATURE,26.0,PC (1 PC),Boulangerie_R,samedi,2024-01,B,1,130.0
PAIN HAMBURGER AC,90.0,PC,Boulangerie_R,vendredi,2024-01,A,1,836.0
PAIN MACDO  GRAINS SESAME,1030.0,PC,Boulangerie_R,jeudi,2024-01,A,1,4290.0
PAIN ROND FARINE,1130.0,PC,Boulangerie_R,jeudi,2024-01,A,1,3480.0
PAIN SANDWICH CI GUSTA,238.0,PC (1 PC),Boulangerie_R,vendredi,2024-01,A,1,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,250.0,PC (1 PC),Viennoiserie,jeudi,2024-01,B,1,1200.0
PAPIER SERVIETTE GOURMANDISE,40.0,PC (1 PC),Consommable,mercredi,2024-01,B,1,128.0
PAQUET 17/4,100.0,PC,Consommable,mardi,2024-01,C,1,300.0
PATE PIZZA FOCACCIA 12/40,80.0,PC (1 PC),Boulangerie_R,mardi,2024-01,A,1,170.0
PATE PIZZA FOCACCIA D32 CM,20.0,PC (1 PC),Boulangerie_R,vendredi,2024-01,C,1,50.0
PATE PIZZA PANCROCCHINO 12/40,362.0,PC (1 PC),Boulangerie_R,mardi,2024-01,A,1,520.0
PATE PIZZA PANCROCCHINO 32cm,46.0,PC (1 PC),Boulangerie_R,vendredi,2024-01,D,1,51.0
PATE PLUME COURTE,24.0,PC (1 KG),Epicerie,mardi,2024-01,B,1,58.0
PIECE RONDE BOEUF,5.55,KG (1 KG),Viandes Surgelées,mardi,2024-01,D,1,24.200000000000003
PIMENT DOUX,48.15,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,97.3
PIMENT FORT,19.3,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,78.95
POIS CHICHE KG,3.0,PC (1 PC),Legumes Secs,mercredi,2024-01,C,1,8.0
POMME (FRUIT),4.0,KG (1 KG),Fruits & Legumes Frais,samedi,2024-01,A,1,22.15
POMME DE TERRE,86.05,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,292.25
POUDRE TENDERS PB,30.0,KG (1 KG),Volaille Surgelée,jeudi,2024-01,B,1,42.0
POULET PAC FRAIS,63.42,KG (1 KG),Volaille Fraiche,jeudi,2024-01,C,1,98.48
RAME PAPIER A4,3.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-01,B,1,23.0
RED BULL,283.0,PC (1 PC),Eaux et Sodas,mardi,2024-01,A,1,609.0
REMANENT HERBE CF,2.0,PC (1 PC),Hygiène,jeudi,2024-01,B,1,10.0
ROQUETTE SALADE KG,2.7,KG (1 KG),Legumes Frais,jeudi,2024-01,C,1,4.35
ROULEAU CAISSE 80*80,90.0,PC (1 PC),Fournitures de Bureau,samedi,2024-01,A,1,205.0
ROULEAU TPE,150.0,PC (1 PC),Fournitures de Bureau,samedi,2024-01,A,1,286.0
SAC A POUBELLE GEANT BLANC,1675.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,2075.0
SAC BOUTIQUE GDISE HD 40/35 BLANC,1000.0,PC,Consommable,vendredi,2024-01,D,1,1000.0
SAC EN PAPIER KRAFT 30/30/26,50.0,PC (1 PC),Consommable,samedi,2024-01,C,1,150.0
SAC GROUPAGE DB,1200.0,PC (1 PC),Consommable,jeudi,2024-01,B,1,6000.0
SAC SANDWICH,2000.0,PC (1 PC),Consommable,jeudi,2024-01,C,1,7500.0
SAC SANDWICH DAILY BREAK,3000.0,PC (1 PC),Consommable,lundi,2024-01,B,1,10000.0
SACHET BRETELLE GM,300.0,PC,Consommable,lundi,2024-01,B,1,1000.0
SACHET BRETELLES 38X60 MF,150.0,PC,Consommable,mardi,2024-01,B,1,225.0
SALADE LAITUE TUN,197.3,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,393.7
SANIT SURF,23.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,51.0
SAUCE A L'AIL,3.0,PC,Epicerie,mardi,2024-01,B,1,12.0
SAUCE BARBECUE,2.0,PC (1 PC),Epicerie,mardi,2024-01,C,1,30.0
SAVON LIQ OXY'SOAP 1L,2.0,L (1 L),Hygiène,mardi,2024-01,A,1,12.0
SEL FIN DE TABLE,6.0,PC (1 KG),Epicerie,mardi,2024-01,B,1,23.0
SERPILLERE,49.0,PC (1 PC),Hygiène,mardi,2024-01,A,1,122.0
SERVIETTE 30*30 CIGUSTA,48.0,PC (1 PC),Consommable,samedi,2024-01,B,1,192.0
SERVIETTE EN PAPIER 30*30,366.0,PC (1 PC),Consommable,mardi,2024-01,A,1,786.0
SET DE PLATEAU DB,1000.0,PC,Consommable,dimanche,2024-01,B,1,9000.0
SNICKERS,40.0,PC (1 PC),Epicerie,mardi,2024-01,C,1,100.0
SOUS TARTE BLANCHE 12*12*2,1000.0,PC,Consommable,jeudi,2024-01,B,1,2600.0
STYLO BIC,3.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-01,C,1,175.0
SUCRE BLANC EN SACHET GOURM,2000.0,PC (1 PC),Cafe,samedi,2024-01,B,1,4000.0
SUCRE EN SACHET CI-GUSTA,10.0,PC (1 PC),Cafe,mardi,2024-01,B,1,120.0
SUCRE EN SACHET DAILY BREAK,90.0,PC (1 KG),Cafe,mardi,2024-01,A,1,230.0
SUCRE ROUX EN SACHET GOURM,1000.0,PC (1 PC),Cafe,mardi,2024-01,C,1,4000.0
THE NOIR MENTHE S SUCRE,180.0,PC (1 PC),THE,mardi,2024-01,C,1,720.0
THON EN BOITES,111.0,BTE (2.05 KG),Conserve de Poisson,mercredi,2024-01,A,1,164.0
TOMATE CERISES,7.15,KG (1 KG),Legumes Frais,mercredi,2024-01,A,1,24.95
TOMATE CONCENTRE 4/4,12.0,PC (1 PC),Epicerie,mardi,2024-01,D,1,24.0
TOMATE FRAICHE,325.55,KG (1 KG),Legumes Frais,mardi,2024-01,A,1,526.85
VIANDE HACHEE SPECIAL RESTO,52.8,PC (1 KG),Viandes Fraiches,mardi,2024-01,A,1,191.07
AGITATEUR EN BOIS 11CM,10500.0,PC (1 PC),Consommable,vendredi,2024-01,C,2,12499.0
AJAX VITRE,18.0,PC (1 PC),Hygiène,vendredi,2024-01,A,2,32.0
AMANDES GRILEES SALEES 70GR,36.0,PC (1 PC),Fruits Secs,dimanche,2024-01,B,2,84.0
AMSTEL BEER BLLE 33CL,329.0,BTL (1 BTL),Alcools,vendredi,2024-01,B,2,432.0
ASEPCLOR,20.0,PC (1 PC),Hygiène,dimanche,2024-01,A,2,60.0
BACON DE DINDE TRANCHES (1 - 1.5 KG),10.0,KG (1 KG),Charcuterie,samedi,2024-01,B,2,43.0
BAGUETTE,1365.0,PC (1 PC),Produits Boulangerie,vendredi,2024-01,D,2,4640.0
BALAIS SANS MANCHE,5.0,PC (1 PC),Hygiène,dimanche,2024-01,C,2,9.0
BANANE,98.0,KG (1 PC),Fruits & Legumes Frais,mercredi,2024-01,A,2,155.0
BARQUETTE CARTON CIG,1500.0,PC (1 PC),Consommable,vendredi,2024-01,B,2,3000.0
BECK'S JET 24CL,119.0,BTL (1 PC),Alcools,vendredi,2024-01,A,2,683.0
BISCUIT TUC,24.0,PC (1 PC),Epicerie,dimanche,2024-01,D,2,120.0
BLOUSE NON TISSEE,1.0,PC (1 KG),Hygiène,samedi,2024-01,C,2,36.0
BOGA CIDRE BOITE,223.0,PC,Eaux et Sodas,lundi,2024-01,C,2,223.0
BOGA LIME BOITE 24CL,320.0,BTE (1 PC),Eaux et Sodas,vendredi,2024-01,A,2,1322.0
BOITE A CREPE,1300.0,PC (1 PC),Consommable,vendredi,2024-01,B,2,3150.0
BOITE PIZZA 32 cm,200.0,PC,Consommable,vendredi,2024-01,C,2,200.0
BOITE PIZZA PM CIG,200.0,PC (1 PC),Consommable,mercredi,2024-01,B,2,500.0
BON DE TRANSFERT 50*3,2.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-01,B,2,15.0
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,150.0,PC (1 PC),Viennoiserie,mercredi,2024-01,B,2,1500.0
BROCHETTE BAMBOO 20,5.0,PC (1 PC),Consommable,vendredi,2024-01,C,2,14.0
CACAHUETES GRILLEES SALEES 70GR,24.0,PC (1 PC),Fruits Secs,vendredi,2024-01,C,2,60.0
CAKE CHOCOLAT PBC,16.0,PC (1 PC),Viennoiserie,dimanche,2024-01,B,2,88.0
CAKE CITRON PBC,36.0,PC (1 PC),Pâtisseries,dimanche,2024-01,B,2,216.0
CAKE MARBRE PBC,143.0,PC (1 PC),Viennoiserie,dimanche,2024-01,A,2,363.0
CAROTTE,6.4,KG (1 KG),Legumes Frais,lundi,2024-01,A,2,67.1
CAROTTE CAKE PBC,143.0,PC (1 PC),Viennoiserie,dimanche,2024-01,B,2,330.0
CELTIA JET 25CL,185.0,PC (1 PC),Alcools,vendredi,2024-01,A,2,591.0
CHAMPIGNON FRAIS BARQUETTE,21.5,KG,Legumes Frais,samedi,2024-01,A,2,34.5
CHOCOLAT EN POUDRE,10.0,PC (0.2 KG),Cafe,mardi,2024-01,A,2,86.0
COCA BOITE ZERO,334.0,PC (1 PC),Eaux et Sodas,vendredi,2024-01,A,2,990.0
COCA COLA BOITE 24CL,898.0,PC (1 PC),Eaux et Sodas,vendredi,2024-01,A,2,2855.0
COFFRET CHECHIA AV SEP 16/16,125.0,PC (1 PC),Consommable,vendredi,2024-01,C,2,125.0
CONCOMBRE,71.342,KG (1 KG),Legumes Frais,samedi,2024-01,A,2,177.692
CONFITURE DE FRAISES 380G,2.0,PC (1 PC),Conserve de légumes,dimanche,2024-01,D,2,3.0
COOKIES,40.0,PC,Viennoiserie,samedi,2024-01,C,2,120.0
COUSCOUS EN PAQUET,12.0,PC (1 PC),Epicerie,jeudi,2024-01,D,2,28.0
COUTEAU NOIRE EMBALLE EJEM,1000.0,PC (1 PC),Consommable,dimanche,2024-01,B,2,4000.0
COUVERCLE GOBLET 9 OU 12 PLAN B,100.0,PC (1 PC),Consommable,jeudi,2024-01,C,2,1200.0
COUVERCLE POUR GOB 16 OZ ET 14 OZ,200.0,PC,Consommable,jeudi,2024-01,D,2,1250.0
CROISSANT AUX AMANDES  PUR BEURRE GF,150.0,PC (1 PC),Viennoiserie,mercredi,2024-01,B,2,1200.0
CROISSANT NATURE  PUR BEURRE GF,600.0,PC (1 PC),Viennoiserie,mercredi,2024-01,B,2,5400.0
CUILLERE A CAFE PLASTIQUE,4200.0,PC,Consommable,samedi,2024-01,A,2,28100.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,75.0,PC,Epicerie,dimanche,2024-01,B,2,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,45.0,PC (1 PC),Epicerie,dimanche,2024-01,A,2,165.0
DINOL,70.0,BIDON (1 KG),Hygiène,samedi,2024-01,A,2,135.0
DOSETTE KETCHUP PB,1000.0,PC (1000 PC),Epicerie,dimanche,2024-01,C,2,4000.0
DOSETTE MAYO PB,1000.0,PC (1 PC),Epicerie,dimanche,2024-01,C,2,4000.0
EAU MINERALE 1.5L,1434.0,PC,Eaux et Sodas,vendredi,2024-01,A,2,4556.0
EMBALLAGE CREPE CIG,500.0,PC (1 PC),Consommable,dimanche,2024-01,B,2,2000.0
EMBALLAGE EN CARTON 30*12*6,100.0,PC (1 PC),Consommable,jeudi,2024-01,D,2,300.0
EMINCE DE BOEUF PORT. SURGELE,17.4,KG (1000 GR),Viandes Surgelées,vendredi,2024-01,A,2,79.49000000000001
ESCALOPE POULET CONGELÉ,17.03,PC (1 KG),Volaille Surgelée,dimanche,2024-01,C,2,254.36
ESCALOPE POULET FRAIS,239.27,PC (1 KG),Volaille Surgelée,samedi,2024-01,A,2,503.16
ESCALOPE POULET PANE CONGELE,13.88,KG (1 KG),Volaille Surgelée,mardi,2024-01,A,2,128.91
ESSUIT TOUT JUMBO,106.0,PC (1 KG),Hygiène,vendredi,2024-01,A,2,157.0
FANTA BOITE 24CL,191.0,PC (1 PC),Eaux et Sodas,vendredi,2024-01,A,2,1328.0
FARINE EN PAQUET,10.0,PC (1 KG),Epicerie,mardi,2024-01,A,2,252.0
FILM ETIRABLE 725GR,19.0,PC (1 GR),Consommable,vendredi,2024-01,A,2,38.0
FORNOX,8.0,PC (1 PC),Hygiène,vendredi,2024-01,B,2,48.0
FORTE NSPRS,1150.0,PC (1 PC),Cafe,vendredi,2024-01,A,2,5150.0
FRAISE FRAIS,12.95,PC (1 KG),Fruits & Legumes Frais,mercredi,2024-01,A,2,64.35
FRITE SURGELE 9/9 CLASSIC 2.5 KG,135.0,KG (2.5 KG),Legumes Surgelés,samedi,2024-01,A,2,290.0
FRITE SURGELE WEDGES 2.5 KG,2.5,KG (2.5 KG),Legumes Surgelés,mercredi,2024-01,B,2,90.0
FROMAGE CAMEMBERT 240g,8.0,BTE (240 GR),Beurre Oeuf Fromage,vendredi,2024-01,D,2,12.0
FROMAGE CHEDDAR PORTION KG,19.555,KG,Beurre Oeuf Fromage,samedi,2024-01,B,2,24.45
FROMAGE EDAM MEULE,5.9,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,B,2,35.622
FROMAGE FETA (Nature),0.64,PC (1 KG),Beurre Oeuf Fromage,vendredi,2024-01,D,2,1.6
FROMAGE LAND OR,1.8,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-01,A,2,25.4
