Site,Item Id,Name,Physical Storage Quantity,Storage Unit,Family,GroupName,From,To,Delivery date,Date_week,Month,Week_iso,Demanded,Delivered,Cycle,DispatchFlag,flow,Stock_Class_x,Stock_Class_y,Stock_Class,satisfaction_rate (%),days_since_start,Inventory_Cycle,Max_Stock,Weekend
Economat,16289,EMINCE DE BOEUF PORT. SURGELE,3.1,KG (1000 GR),SOLIDES,Viandes Surgelées,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,71.32075471698113,106,11,59.39,0
Economat,12634,FANTA BOITE 24CL,23.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,89.79099678456592,106,11,120.0,0
Economat,17669,SALADE LAITUE TUN,22.25,KG,SOLIDES,Legumes Frais,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,77.4962742175857,106,11,77.0,0
Economat,13138,GARCI GAZ P.E.T 1 L,3.0,L (1 GR),LIQUIDES,Eaux et Sodas,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,84.48471121177803,106,11,103.0,0
Economat,15027,MAY 0.5L,149.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,87.152133580705,106,11,1680.0,0
Economat,12586,COCA COLA BOITE 24CL,11.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,91.54624277456648,106,11,240.0,0
Economat,12634,FANTA BOITE 24CL,11.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,89.79099678456592,106,11,120.0,0
Economat,12552,BOGA LIME BOITE 24CL,4.0,BTE (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,90.8502024291498,106,11,138.0,0
Economat,13092,SERVIETTE EN PAPIER 30*30,1.0,PC (1 PC),CONSO/HYG,Consommable,Economat AC,DB3,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB3,A,A,A,77.73212818405916,106,11,72.0,0
Economat,12940,ESSUIT TOUT JUMBO,1.0,PC (1 KG),CONSO/HYG,Hygiène,Economat AC,DB3,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB3,A,A,A,74.55101260985862,106,11,13.0,0
Economat,15746,LOT CAFE GRAIN ESPRESSO ELITE 3,3.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,76.759410801964,106,11,12.0,0
Economat,12955,FUT HEINEKEIN,20.0,PC (1 L),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,B,B,B,75.0,106,11,120.0,0
Economat,15746,LOT CAFE GRAIN ESPRESSO ELITE 3,4.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,76.759410801964,106,11,12.0,0
Economat,12799,RED BULL,11.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,84.55882352941177,106,11,96.0,0
Economat,16341,RISTRETTO NSPRS,50.0,PC (1 PC),LIQUIDES,Cafe,Economat AC,MAISON FONDANT,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → MAISON FONDANT,A,A,A,84.55696202531645,106,11,1500.0,0
Economat,15027,MAY 0.5L,48.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,MAISON FONDANT,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → MAISON FONDANT,A,A,A,87.152133580705,106,11,1680.0,0
Economat,13087,SANIT SURF,1.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,DB3,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB3,A,A,A,60.243277848911646,106,11,5.0,0
Economat,14337,LAVETTE COTON,2.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,DB3,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB3,A,A,A,86.58536585365853,106,11,50.0,0
Economat,13139,AJAX VITRE,1.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,DB3,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB3,A,A,A,68.68451688009313,106,11,10.0,0
Economat,13092,SERVIETTE EN PAPIER 30*30,18.0,PC,CONSO/HYG,Consommable,Economat AC,MAISON FONDANT,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → MAISON FONDANT,A,A,A,77.73212818405916,106,11,72.0,0
Economat,13242,BECK'S JET 24CL,56.0,BTL (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,93.3933933933934,106,11,144.0,0
Economat,12720,OEUFS,2.0,PC (30 PC),SOLIDES,Beurre Oeuf Fromage,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,76.55719139297848,106,11,10.0,0
Economat,13243,CELTIA JET 25CL,38.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,94.76744186046513,106,11,144.0,0
Economat,12586,COCA COLA BOITE 24CL,43.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,91.54624277456648,106,11,240.0,0
Economat,12552,BOGA LIME BOITE 24CL,7.0,BTE (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,90.8502024291498,106,11,138.0,0
Economat,13606,LOT CAFE GRAIN BARISTA,2.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,84.8,106,11,12.0,0
Economat,16381,FRITE SURGELE 9/9 CLASSIC 2.5 KG,40.0,"KG (2,5 KG)",SOLIDES,Legumes Surgelés,Economat AC,PLAN B,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B,A,A,A,70.63903281519862,106,11,60.0,0
Economat,16270,CAROTTE CAKE PBC,88.0,PC (1 PC),SOLIDES,Viennoiserie,ECONOMAT PBC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PBC → PLAN B COFFEE,B,B,B,67.2514619883041,106,11,220.0,0
Economat,15027,MAY 0.5L,120.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,87.152133580705,106,11,1680.0,0
Economat,17773,CAKE CITRON PBC,36.0,PC (1 PC),SOLIDES,Pâtisseries,ECONOMAT PBC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PBC → PLAN B COFFEE,B,B,B,59.0,106,11,72.0,0
Economat,14862,LAIT UHT DEMI ECREME,36.0,PQT (1 L),LIQUIDES,Jus Fruit Lait,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,87.52136752136752,106,11,82.0,0
Economat,13092,SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),CONSO/HYG,Consommable,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,77.73212818405916,106,11,72.0,0
Economat,12576,CHOCOLAT EN POUDRE,5.0,"PC (0,2 KG)",LIQUIDES,Cafe,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,79.57559681697613,106,11,12.0,0
Economat,12539,BASILIC BARQUETTE,0.9,KG (1 KG),SOLIDES,Legumes Frais,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,50.74183976261127,106,11,2.75,0
Economat,13138,GARCI GAZ P.E.T 1 L,10.0,L (1 GR),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,84.48471121177803,106,11,103.0,0
Economat,14299,LIPTON ICE TEA PECHE 33 CL,30.0,PC (1 PC),LIQUIDES,THE,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,78.68338557993731,106,11,168.0,0
Economat,14743,CAKE MARBRE PBC,88.0,PC (1 PC),SOLIDES,Viennoiserie,ECONOMAT PBC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PBC → PLAN B COFFEE,A,A,A,65.50218340611353,106,11,220.0,0
Economat,16296,GOBLET 9 PLAN B,1000.0,PC (1 PC),CONSO/HYG,Consommable,ECONOMAT PBC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PBC → PLAN B COFFEE,B,B,B,46.85314685314685,106,11,2000.0,0
Economat,13081,SAC A POUBELLE GEANT BLANC,200.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,93.06803594351732,106,11,400.0,0
Economat,12804,ROULEAU TPE,40.0,PC (1 PC),FOURNITURE DE BUREAU,Fournitures de Bureau,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,71.74721189591078,106,11,60.0,0
Economat,12923,CUILLERE A CAFE PLASTIQUE,1000.0,PC (1 PC),CONSO/HYG,Consommable,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,88.45750262329486,106,11,5000.0,0
Economat,12981,JOUR ET NUIT3/4 ROUGE,12.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,D,D,D,65.71428571428571,106,11,18.0,0
Economat,16253,DOSETTE MAYO PB,1000.0,PC (1 PC),SOLIDES,Epicerie,ECONOMAT PB,PLAN B,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PB → PLAN B,C,C,C,51.85185185185185,106,11,1000.0,0
Economat,16254,DOSETTE KETCHUP PB,1000.0,PC (1000 PC),SOLIDES,Epicerie,ECONOMAT PB,PLAN B,2024-04-16,mardi,2024-04,16,1,1,6,1,ECONOMAT PB → PLAN B,C,C,C,52.5,106,11,1000.0,0
Economat,12474,PAIN SANDWICH CI GUSTA,60.0,PC (1 PC),SOLIDES,Boulangerie_R,Economat CG,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat CG → CIGUSTA,A,A,A,59.800664451827245,106,11,201.0,0
Economat,12476,PATE PIZZA PANCROCCHINO 12/40,50.0,PC (1 PC),SOLIDES,Boulangerie_R,Economat CG,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat CG → CIGUSTA,A,A,A,54.91803278688525,106,11,112.0,0
Economat,12497,PATE PIZZA FOCACCIA 12/40,12.0,PC (1 PC),SOLIDES,Boulangerie_R,Economat CG,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat CG → CIGUSTA,A,A,A,55.793991416309005,106,11,150.0,0
Economat,14862,LAIT UHT DEMI ECREME,48.0,PQT (1 L),LIQUIDES,Jus Fruit Lait,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,87.52136752136752,106,11,82.0,0
Economat,16119,PAILLE ENVELOPPE 7.5MM NOIR,1.0,SCH (100 PC),CONSO/HYG,Consommable,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,B,B,B,42.63565891472868,106,11,10.0,0
Economat,13606,LOT CAFE GRAIN BARISTA,1.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,84.8,106,11,12.0,0
Economat,12977,JOUR ET NUIT ROSE 3/4,12.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,C,C,C,51.92307692307693,106,11,18.0,0
Economat,12974,JEX CARRE,10.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,95.357833655706,106,11,35.0,0
Economat,13243,CELTIA JET 25CL,20.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,94.76744186046513,106,11,144.0,0
Economat,10711,"MIRA 0,6L",645.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,80.97982708933718,106,11,939.0,0
Economat,12976,JOUR ET NUIT ROSE 1/2,12.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,B,B,B,60.86956521739131,106,11,24.0,0
Economat,12978,JOUR ET NUIT ROUGE 1/2,12.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,C,C,C,66.23376623376623,106,11,24.0,0
Economat,12799,RED BULL,15.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,84.55882352941177,106,11,96.0,0
Economat,16120,PAILLE ENVELOPPE 7.5MM COLORE,4.0,SCH (50 PC),CONSO/HYG,Consommable,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,B,B,B,58.16993464052288,106,11,10.0,0
Economat,13142,RACLETTE,2.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,B,B,B,92.04545454545456,106,11,7.0,0
Economat,12576,CHOCOLAT EN POUDRE,5.0,"PC (0,2 KG)",LIQUIDES,Cafe,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,79.57559681697613,106,11,12.0,0
Economat,13087,SANIT SURF,1.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,60.243277848911646,106,11,5.0,0
Economat,15432,SAVON LIQ OXY'SOAP 1L,1.0,L (1 L),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,68.42105263157895,106,11,5.0,0
Economat,13092,SERVIETTE EN PAPIER 30*30,24.0,PC (1 PC),CONSO/HYG,Consommable,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,77.73212818405916,106,11,72.0,0
Economat,13090,SERPILLERE,14.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,93.53846153846152,106,11,42.0,0
Economat,12980,JOUR ET NUIT3/4 BLANC,12.0,PC (1 PC),LIQUIDES,Alcools,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,C,C,C,54.16666666666666,106,11,18.0,0
Economat,12940,ESSUIT TOUT JUMBO,4.0,PC (1 KG),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,74.55101260985862,106,11,13.0,0
Economat,12934,DINOL,5.0,BIDON (1 KG),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,74.47073474470734,106,11,35.0,0
Economat,15356,PAIN CHAWARMA *10,5.0,PQT (10 PC),SOLIDES,Boulangerie_R,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,94.3089430894309,106,11,30.0,0
Economat,12660,GOBLET CI CAFE CIGUSTA,300.0,PC (1 PC),CONSO/HYG,Consommable,Economat CG,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat CG → CIGUSTA,B,B,B,50.47619047619048,106,11,1000.0,0
Economat,12959,GANT EN PLASTIQUE,2.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,D,D,D,57.14285714285714,106,11,24.0,0
Economat,12061,COIFFE EN PAPIER,100.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,B,B,B,95.55555555555556,106,11,800.0,0
Economat,14337,LAVETTE COTON,12.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,86.58536585365853,106,11,50.0,0
Economat,14299,LIPTON ICE TEA PECHE 33 CL,30.0,PC (1 PC),LIQUIDES,THE,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,78.68338557993731,106,11,168.0,0
Economat,15470,CELTIA FUT DE 50L,1.0,PC (50 L),LIQUIDES,Alcools,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,B,B,B,78.16901408450704,106,11,2.0,0
Economat,13138,GARCI GAZ P.E.T 1 L,7.0,L (1 GR),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,84.48471121177803,106,11,103.0,0
Economat,12586,COCA COLA BOITE 24CL,88.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,91.54624277456648,106,11,240.0,0
Economat,12435,JUS FRAISE  MINI CAMAROSA 250 ml,20.0,PC,LIQUIDES,Jus Fruit Lait,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,74.16020671834626,106,11,60.0,0
Economat,12634,FANTA BOITE 24CL,44.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,89.79099678456592,106,11,120.0,0
Economat,15710,ORANGINA BOITE 24 CL,14.0,BTE (1 BTE),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,65.52901023890784,106,11,72.0,0
Economat,13606,LOT CAFE GRAIN BARISTA,6.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,84.8,106,11,12.0,0
Economat,12799,RED BULL,8.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,84.55882352941177,106,11,96.0,0
Economat,15027,MAY 0.5L,737.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,87.152133580705,106,11,1680.0,0
Economat,12586,COCA COLA BOITE 24CL,55.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,91.54624277456648,106,11,240.0,0
Economat,12634,FANTA BOITE 24CL,43.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,89.79099678456592,106,11,120.0,0
Economat,12552,BOGA LIME BOITE 24CL,54.0,BTE (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,90.8502024291498,106,11,138.0,0
Economat,15710,ORANGINA BOITE 24 CL,22.0,BTE (1 BTE),LIQUIDES,Eaux et Sodas,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,65.52901023890784,106,11,72.0,0
Economat,12552,BOGA LIME BOITE 24CL,25.0,BTE (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,DB2,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB2,A,A,A,90.8502024291498,106,11,138.0,0
Economat,13786,JUS CITRONADE  CLASSIQUE 250 ml,30.0,PC,LIQUIDES,Jus Fruit Lait,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,86.39281129653402,106,11,80.0,0
Economat,12496,BARQUETTE CARTON CIG,500.0,PC (1 PC),CONSO/HYG,Consommable,Economat CG,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat CG → CIGUSTA,B,B,B,51.33689839572193,106,11,1500.0,0
Economat,14299,LIPTON ICE TEA PECHE 33 CL,39.0,PC (1 PC),LIQUIDES,THE,Economat AC,GOURMANDISE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → GOURMANDISE,A,A,A,78.68338557993731,106,11,168.0,0
Economat,12030,JAMBON DE DINDE,1.2,PC (1 KG),SOLIDES,Charcuterie,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,87.86764705882352,106,11,10.8,0
Economat,12727,ORANGE A JUS,40.0,KG (1 KG),LIQUIDES,Jus Fruit Lait,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,79.17023096663816,106,11,121.0,0
Economat,12221,BAGUETTE CONG.,10.0,PC (1 PC),SOLIDES,Boulangerie_R,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,B,B,B,97.77777777777776,106,11,350.0,0
Economat,12435,JUS FRAISE  MINI CAMAROSA 250 ml,20.0,PC (1 PC),LIQUIDES,Jus Fruit Lait,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,74.16020671834626,106,11,60.0,0
Economat,12880,ASEPCLOR,5.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,81.53846153846153,106,11,20.0,0
Economat,13793,BIOSPOT,600.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,D,D,D,85.0,106,11,1800.0,0
Economat,12046,SANEX,12.0,PC (1 PC),CONSO/HYG,Hygiène,Economat AC,CIGUSTA,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CIGUSTA,A,A,A,88.75305623471883,106,11,48.0,0
Economat,15746,LOT CAFE GRAIN ESPRESSO ELITE 3,5.0,PC (1 KG),LIQUIDES,Cafe,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,76.759410801964,106,11,12.0,0
Economat,15710,ORANGINA BOITE 24 CL,10.0,BTE (1 BTE),LIQUIDES,Eaux et Sodas,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,65.52901023890784,106,11,72.0,0
Economat,12799,RED BULL,3.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,84.55882352941177,106,11,96.0,0
Economat,14299,LIPTON ICE TEA PECHE 33 CL,8.0,PC (1 PC),LIQUIDES,THE,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,78.68338557993731,106,11,168.0,0
Economat,12552,BOGA LIME BOITE 24CL,3.0,BTE (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,90.8502024291498,106,11,138.0,0
Economat,15027,MAY 0.5L,302.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,87.152133580705,106,11,1680.0,0
Economat,12799,RED BULL,8.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B,A,A,A,84.55882352941177,106,11,96.0,0
Economat,12634,FANTA BOITE 24CL,7.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,89.79099678456592,106,11,120.0,0
Economat,12586,COCA COLA BOITE 24CL,13.0,PC (1 PC),LIQUIDES,Eaux et Sodas,Economat AC,PLAN B COFFEE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B COFFEE,A,A,A,91.54624277456648,106,11,240.0,0
Economat,12654,FROMAGE LAND OR,1.8,PC (1 KG),SOLIDES,Beurre Oeuf Fromage,Economat AC,CUISINE,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → CUISINE,A,A,A,86.70212765957447,106,11,10.8,0
Economat,14299,LIPTON ICE TEA PECHE 33 CL,9.0,PC (1 PC),LIQUIDES,THE,Economat AC,PLAN B,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → PLAN B,A,A,A,78.68338557993731,106,11,168.0,0
Economat,13786,JUS CITRONADE  CLASSIQUE 250 ml,20.0,PC (1 PC),LIQUIDES,Jus Fruit Lait,Economat AC,DB1,2024-04-16,mardi,2024-04,16,1,1,6,1,Economat AC → DB1,A,A,A,86.39281129653402,106,11,80.0,0
