product,predicted_inventory,target_cycle,prediction_type,forecast_horizon
PECHES,1.1875,53,fallback_forecast,1
DOSETTE MAYO PB,950.0,53,fallback_forecast,1
DOSETTE KETCHUP PB,950.0,53,fallback_forecast,1
HARISSA 450G,0.95,53,fallback_forecast,1
COUVERCLE AVEC TROU BOMBE 95KY,95.0,53,fallback_forecast,1
SAUCE MAYONNAISE PESTO PB,1.9,53,fallback_forecast,1
CHAMPIGNON FRAIS BARQUETTE,4.75,53,fallback_forecast,1
SAUCE PLAN B 5KG,9.5,53,fallback_forecast,1
MAYO 5L DEJ,1.9,53,fallback_forecast,1
FILET DE POULET PANE,37.24,53,fallback_forecast,1
SAUCE BARBECUE PB,4.75,53,fallback_forecast,1
KETCHUP BIDON 5L,4.75,53,fallback_forecast,1
FROMAGE GOUTA,3.8,53,fallback_forecast,1
HARISSA 5/2,1.9,53,fallback_forecast,1
COUSCOUS EN PAQUET,2.8499999999999996,53,fallback_forecast,1
MIEL DOUX & FRAIS,0.95,53,fallback_forecast,1
TIC TAC MENTHE,11.399999999999999,53,fallback_forecast,1
ESCALOPE DE DINDE FRAIS,76.95,53,fallback_forecast,1
COCA BOITE ZERO,25.65,53,fallback_forecast,1
CREME DE BALSAMIQUE,2.8499999999999996,53,fallback_forecast,1
MARINADE POULET GRILLE 2KG PB,7.6,53,fallback_forecast,1
MARINADE EMINCE DE BOEUF 2KG,1.9,53,fallback_forecast,1
BOGA PET 30CL,34.199999999999996,53,fallback_forecast,1
COCA COLA PET 30CL,22.799999999999997,53,fallback_forecast,1
COCA COLA ZERO 30 CL,22.799999999999997,53,fallback_forecast,1
FANTA PET 30CL,11.399999999999999,53,fallback_forecast,1
RAISINS JAUNE,1.5675,53,fallback_forecast,1
CONFITURE DE FRAISES 380G,1.9,53,fallback_forecast,1
FROMAGE MOZZARELLA MINI,4.75,53,fallback_forecast,1
THE SANS SUCRE 0.9g,19.0,53,fallback_forecast,1
FILM ETIRABLE 725GR,2.8499999999999996,53,fallback_forecast,1
SEL FIN DE TABLE,4.75,53,fallback_forecast,1
MELANGE TENDER 2KG PB,1.9,53,fallback_forecast,1
THE NOIR MENTHE S SUCRE,171.0,53,fallback_forecast,1
MOUTARDE DIJON 840 GR,3.8,53,fallback_forecast,1
NUTELLA & GO 52 GR,22.799999999999997,53,fallback_forecast,1
BEURRE MARGARINE  KG,4.2749999999999995,53,fallback_forecast,1
BASILIC LA BOTTE,0.95,53,fallback_forecast,1
SAUCE AU POIVRE SAC 500GR PB,0.475,53,fallback_forecast,1
MAYONAISE DEJ,2.8499999999999996,53,fallback_forecast,1
THON HV EN BOITES,19.0,53,fallback_forecast,1
COUVERCLE GOBLET 9 OU 12 PLAN B,475.0,53,fallback_forecast,1
CREME A FOUETTER 1LT HOLE,1.9,53,fallback_forecast,1
SQUEEZE CREME  CHEDDAR 450GR,8.549999999999999,53,fallback_forecast,1
FROMAGE MAASDAM EN BLOC PB,5.699999999999999,53,fallback_forecast,1
FROMAGE MEULE GOUDA KG,3.3496999999999995,53,fallback_forecast,1
RAISIN NOIR,3.9899999999999998,53,fallback_forecast,1
AUBERGINE LEGUME,2.8499999999999996,53,fallback_forecast,1
CITRON,1.045,53,fallback_forecast,1
GRENAD,0.33249999999999996,53,fallback_forecast,1
VINAIGRE 1L,0.95,53,fallback_forecast,1
VIANDE HACHEE SPECIAL RESTO,11.357249999999999,53,fallback_forecast,1
TIC TAC SPEARMINT,11.399999999999999,53,fallback_forecast,1
BACON DE DINDE TRANCHES (1 - 1.5 KG),9.5,53,fallback_forecast,1
MIX A CREPE FRANCAISE,9.5,53,fallback_forecast,1
CROISSANT AU CHOCOLAT MARGARINE,142.5,53,fallback_forecast,1
GARCI GAZ P.E.T 1 L,7.6,53,fallback_forecast,1
SACHET CONGELATION,6.6499999999999995,53,fallback_forecast,1
GEL ANTIBAC 500,0.95,53,fallback_forecast,1
MOZARELLA BOCCONCINI,2.8499999999999996,53,fallback_forecast,1
PATE PIZZA FOCACCIA D32 CM,47.5,53,fallback_forecast,1
SAC SOUS VIDE LISSE 15*20,95.0,53,fallback_forecast,1
Moelleux  individual  Margarine,1.9,53,fallback_forecast,1
TIC TAC ORANGE,11.399999999999999,53,fallback_forecast,1
CAKE CITRON PBC,34.199999999999996,53,fallback_forecast,1
LIPTON ICE TEA PECHE 33 CL,22.799999999999997,53,fallback_forecast,1
SNICKERS,19.0,53,fallback_forecast,1
TWIX,23.75,53,fallback_forecast,1
"EAU MINERALE 0,5L",0.95,53,fallback_forecast,1
Cake chocolat family Margarine,0.95,53,fallback_forecast,1
VIPA ORIENTAL MIX 100 GR,7.6,53,fallback_forecast,1
LOT DE CAFE TURC,0.35624999999999996,53,fallback_forecast,1
Carotte cake family Margarine,0.95,53,fallback_forecast,1
Cake citron family Margarine,0.95,53,fallback_forecast,1
CUISSE DE POULET FRAIS,21.688499999999998,53,fallback_forecast,1
Cake marbré family Margarine,1.9,53,fallback_forecast,1
PEPITTE DE DECORATION NOIRE KG,4.75,53,fallback_forecast,1
GANT EN PLASTIQUE,22.799999999999997,53,fallback_forecast,1
PAPRIKA DOUX,0.95,53,fallback_forecast,1
CREME SUPERIEUR,2.8499999999999996,53,fallback_forecast,1
NAPPAGE,0.95,53,fallback_forecast,1
FEUILLE DE BRIK,89.3,53,fallback_forecast,1
CHORBA FRIK,2.8499999999999996,53,fallback_forecast,1
PUNCH ORANGE 30CL,16.15,53,fallback_forecast,1
PUNCH CIDRE 30CL,53.199999999999996,53,fallback_forecast,1
GOBLET 9 PLAN B,950.0,53,fallback_forecast,1
NUTELLA 600GR,1.9,53,fallback_forecast,1
RIZ EN PAQUET,6.6499999999999995,53,fallback_forecast,1
BOITE PIZZA 32 cm,95.0,53,fallback_forecast,1
LIPTON ICE TEA PASTEQUE 33CL,13.299999999999999,53,fallback_forecast,1
PAPRIKA FORT,0.95,53,fallback_forecast,1
ROULEAU THERMIQUE BALANCE,3.8,53,fallback_forecast,1
CHOCOLAT CHAUD EN POUDRE,0.95,53,fallback_forecast,1
LOT CAFE GRAIN BARISTA,0.95,53,fallback_forecast,1
Cookies  individual Margarine,4.75,53,fallback_forecast,1
MENTHE SECHE,0.95,53,fallback_forecast,1
THE NOIR MENTHE SANS SUCRE,171.0,53,fallback_forecast,1
MENTOS ROLLS RAINBOW,38.0,53,fallback_forecast,1
ROQUETTE FRAIS EN KG,1.805,53,fallback_forecast,1
BOGA CIDRE PET 30 CL,22.799999999999997,53,fallback_forecast,1
CHEWING GUM FLORIDENT  EXTRA WHITE 60G,22.799999999999997,53,fallback_forecast,1
LOT CAFE GRAIN ESPRESSO ELITE 3,4.75,53,fallback_forecast,1
LOT CAFE GRAINS  PUR EXPRESS,2.8499999999999996,53,fallback_forecast,1
SIROP DE NOISETTES GRILLEES 70CL MONIN,0.95,53,fallback_forecast,1
TIC TAC STRAWBERRY MIX,11.399999999999999,53,fallback_forecast,1
RISTRETTO NSPRS_x0009_,47.5,53,fallback_forecast,1
SCHWEPPES TONIC 24 CL,16.15,53,fallback_forecast,1
PATE PIZZA PANCROCCHINO 12/40,28.5,53,fallback_forecast,1
BOITE D'ARCHIVE,33.25,53,fallback_forecast,1
MENTOS ROLLS TUTTI FRUTTI,38.0,53,fallback_forecast,1
BOITE PIZZA PM CIG,95.0,53,fallback_forecast,1
COCA ZERO PET 30 CL,5.699999999999999,53,fallback_forecast,1
MENTOS ROLLS MENTHE,38.0,53,fallback_forecast,1
MENTOS ROLLS FRUIT FLAVOUR,38.0,53,fallback_forecast,1
MENTOS ROLLS STRAWBERRY,38.0,53,fallback_forecast,1
COUTEAU A PAIN 21 CM,0.95,53,fallback_forecast,1
"PUREE DE KIWI 1,32KG MONIN",0.95,53,fallback_forecast,1
POULET PAC FRAIS,39.8715,53,fallback_forecast,1
ESCALOPE POULET FRAIS,61.655,53,fallback_forecast,1
SAC EN PAPIER KRAFT 30/30/26,142.5,53,fallback_forecast,1
MOELLEUX CHOCOLAT,68.39999999999999,53,fallback_forecast,1
COCA COLA PET 30CL.,22.799999999999997,53,fallback_forecast,1
BOGA LIME PET 30 CL,45.599999999999994,53,fallback_forecast,1
TOQUE CHEF,0.95,53,fallback_forecast,1
LOT CAFE GRAIN GOURMANDISE,1.9,53,fallback_forecast,1
GOBLET JUS TRANSPARENT CI GUSTA,380.0,53,fallback_forecast,1
VARIANTES,0.95,53,fallback_forecast,1
POMME (FRUIT),1.4249999999999998,53,fallback_forecast,1
ROULEAU DE 750 ETIQUETTE BLANC,4.75,53,fallback_forecast,1
POT NUTELLA,1.9,53,fallback_forecast,1
BARQUETTE 5L,14.25,53,fallback_forecast,1
SACHET BRETELLES 38X60 MF,9.5,53,fallback_forecast,1
FROMAGE GORGONZELA,0.95,53,fallback_forecast,1
RIST INTENSO NSPRS,190.0,53,fallback_forecast,1
MOUSSE CHOCOLAT,0.95,53,fallback_forecast,1
SAC SANDWICH,1900.0,53,fallback_forecast,1
JOUR ET NUIT3/4 ROUGE,5.699999999999999,53,fallback_forecast,1
BISCUIT TUC,22.799999999999997,53,fallback_forecast,1
SAUCE BARBECUE,4.75,53,fallback_forecast,1
AIL EN POUDRE,0.95,53,fallback_forecast,1
ESCALOPE POULET CONGELÉ,17.099999999999998,53,fallback_forecast,1
BALAIS SANS MANCHE,0.95,53,fallback_forecast,1
LEVURE CHIMIQUE,0.95,53,fallback_forecast,1
MIEL MILLE FLEURS,4.75,53,fallback_forecast,1
MAIS EN VRAC,1.9,53,fallback_forecast,1
FROMAGE FETA (Nature),0.4275,53,fallback_forecast,1
SIROP DE CARAMEL 1L MONIN,0.95,53,fallback_forecast,1
PUREE FRAISE 1.32KG MONIN,0.95,53,fallback_forecast,1
"BOITE FRAPPE CAFE 1,36KG MONIN",0.95,53,fallback_forecast,1
PUREE MANGUE 1L,0.95,53,fallback_forecast,1
PUREE DE BANANE 1L,0.95,53,fallback_forecast,1
CACAO EN POUDRE,3.8,53,fallback_forecast,1
COFFRET CHECHIA AV SEP 16/16,47.5,53,fallback_forecast,1
COFFRET PORTRAIT AV SEP24.5/14.5,47.5,53,fallback_forecast,1
COFFRET PORTRAIT AV SEP 19.5/19.5,47.5,53,fallback_forecast,1
ESCALOPE POULET PANE CONGELE,4.294,53,fallback_forecast,1
TOMATES SECHEES,0.475,53,fallback_forecast,1
PAPIER ALUM DE 100,1.9,53,fallback_forecast,1
SUCRE BLANC EN SACHET GOURM,1900.0,53,fallback_forecast,1
SUCRE ROUX EN SACHET GOURM,1900.0,53,fallback_forecast,1
RIZ EN PQT,9.5,53,fallback_forecast,1
PILLE AA,5.699999999999999,53,fallback_forecast,1
GOBLET TRA 270ML + COUVERCLE,475.0,53,fallback_forecast,1
PISTACHE CONCASSEE,0.95,53,fallback_forecast,1
LIPTON ICE TEA FRAMBOISE 33 CL,0.95,53,fallback_forecast,1
SAUCE PLAN B,4.75,53,fallback_forecast,1
CORNICHON FRAIS,1.9,53,fallback_forecast,1
SOUS FONDANT PERSONNALISE,190.0,53,fallback_forecast,1
JOUR ET NUIT3/4 BLANC,5.699999999999999,53,fallback_forecast,1
SAC PAPIER PLANB COFFEE,2375.0,53,fallback_forecast,1
CACAHUETES GRILLEES SALEES 70GR,11.399999999999999,53,fallback_forecast,1
MARS CHOCOLAT,38.0,53,fallback_forecast,1
NOIX DE CAJOU GRILLES SALEES 65GR,11.399999999999999,53,fallback_forecast,1
AMANDES GRILEES SALEES 70GR,11.399999999999999,53,fallback_forecast,1
FESTIFE MIX 100 GR,22.799999999999997,53,fallback_forecast,1
JOUR ET NUIT ROSE 1/2,11.399999999999999,53,fallback_forecast,1
JOUR ET NUIT ROSE 3/4,11.399999999999999,53,fallback_forecast,1
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,28.5,53,fallback_forecast,1
THYM MOULU,0.95,53,fallback_forecast,1
SAUCE A L'AIL,5.699999999999999,53,fallback_forecast,1
RACLETTE,1.9,53,fallback_forecast,1
BIOSPOT,1710.0,53,fallback_forecast,1
SUCRE EN SACHET CI-GUSTA,19.0,53,fallback_forecast,1
QUATRE EPICES MOULU,0.95,53,fallback_forecast,1
BARQUETTE CARTON CIG,950.0,53,fallback_forecast,1
GOBLET PET 400CC,475.0,53,fallback_forecast,1
EMBALLAGE CREPE CIG,1900.0,53,fallback_forecast,1
GOBLET CARTON 17 CL CIGUSTA,475.0,53,fallback_forecast,1
SERVIETTE 30*30 MF,15.2,53,fallback_forecast,1
PEPPERONI,0.285,53,fallback_forecast,1
KETCHUP EN DOSETTE,950.0,53,fallback_forecast,1
MAYONAISE EN DOSETTE,950.0,53,fallback_forecast,1
JAMBON DE DINDE,1.0924999999999998,53,fallback_forecast,1
CURCUMIN MOULU,0.95,53,fallback_forecast,1
CREME CHANTILLY,4.75,53,fallback_forecast,1
MELANGE EPICES VIANDE 500GR PB,1.9,53,fallback_forecast,1
PAPIER SERVIETTE GOURMANDISE,38.0,53,fallback_forecast,1
AC-SMOOTHIE DETOX,9.5,53,fallback_forecast,1
AC-SMOOTHIE PEACH'TINI,9.5,53,fallback_forecast,1
AC-SMOOTHIE EXOTIC,9.5,53,fallback_forecast,1
MANCHE A BALAIS,3.8,53,fallback_forecast,1
AC-SMOOTHIE LE CLASSIQUE,9.5,53,fallback_forecast,1
POIVRE NOIR MOULU,0.95,53,fallback_forecast,1
SET DE PLATEAU DB,1900.0,53,fallback_forecast,1
sucre en buchette MF 10kg,0.95,53,fallback_forecast,1
AC-SMOOTHIE TROPIC TRIP,9.5,53,fallback_forecast,1
CHAPLUR,4.75,53,fallback_forecast,1
COUTEAU NOIRE EMBALLE EJEM,0.95,53,fallback_forecast,1
SAC SOUS VIDE LISSE 20*30,3.8,53,fallback_forecast,1
PATE SPAGHETTI,5.699999999999999,53,fallback_forecast,1
SAC SOUS VIDE LISSE 40*40,2.8499999999999996,53,fallback_forecast,1
SOUS TARTE BLANCHE 12*12*2,190.0,53,fallback_forecast,1
OLIVE NOIRE SLICE,6.6499999999999995,53,fallback_forecast,1
OLIVE VIOLETTE,4.75,53,fallback_forecast,1
REMANENT HERBE CF,4.75,53,fallback_forecast,1
FOND DE PLATEAU CIG,950.0,53,fallback_forecast,1
POUDRE TENDERS PB,5.699999999999999,53,fallback_forecast,1
PATE PLUME COURTE,20.9,53,fallback_forecast,1
BLOUSE NON TISSEE,16.15,53,fallback_forecast,1
PATE PAPILLON,11.399999999999999,53,fallback_forecast,1
JOUR ET NUIT BLANC 1/2,4.75,53,fallback_forecast,1
JOUR ET NUIT ROUGE 1/2,4.75,53,fallback_forecast,1
NOISETTE GRILLEE CONCASSEE,0.95,53,fallback_forecast,1
CROISSANT NATURE MARGARINE,95.0,53,fallback_forecast,1
KETCHUP,4.75,53,fallback_forecast,1
PIECE RONDE BOEUF,10.355,53,fallback_forecast,1
OIGNION VERT,2.375,53,fallback_forecast,1
CREVETTE 26/30 AVEC QUEUE  SURG.,2.8499999999999996,53,fallback_forecast,1
PERSIL,0.76,53,fallback_forecast,1
FANTA PET 30,22.799999999999997,53,fallback_forecast,1
CROISSANT NATURE  PUR BEURRE GF,950.0,53,fallback_forecast,1
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,190.0,53,fallback_forecast,1
PAIN AU CHOCOLAT PUR BERRE GF SURG.,950.0,53,fallback_forecast,1
PAIN SHNEK AU RAISIN MARGARINE,95.0,53,fallback_forecast,1
CROISSANT AUX AMANDES  PUR BEURRE GF,190.0,53,fallback_forecast,1
PACK FOOD BOWL + COUVERCLE 1.2 L,47.5,53,fallback_forecast,1
GOBLET CI CAFE CIGUSTA,285.0,53,fallback_forecast,1
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,190.0,53,fallback_forecast,1
GOBLET CAFE 192 ML CIG,950.0,53,fallback_forecast,1
FROMAGE BUCHE BLANCHE CHEVRE KG,0.95,53,fallback_forecast,1
COURGE,7.3625,53,fallback_forecast,1
DADDY'S CHIPS CLASSIC SEL DE MER 70G,42.75,53,fallback_forecast,1
CAPSULE CAFEITALY COLOMBIA,180.5,53,fallback_forecast,1
JAMBON DE BOEUF FUME,4.369999999999999,53,fallback_forecast,1
PUREE ANANAS 1 L,0.95,53,fallback_forecast,1
SIROP DE VANILLE 1L MONIN,0.95,53,fallback_forecast,1
CELTIA FUT DE 50L,0.95,53,fallback_forecast,1
SAC BOUTIQUE GDISE HD 50/45 BLANC,47.5,53,fallback_forecast,1
SAC BOUTIQUE GDISE HD 40/35 BLANC,95.0,53,fallback_forecast,1
GOBLET CARTON GOURM 19 CL,950.0,53,fallback_forecast,1
FOND PLATEAU GOURM,1900.0,53,fallback_forecast,1
GOBLET CARTON GOURM 25CL,950.0,53,fallback_forecast,1
"BOITE FRAPPE VANILLE 1,36KG MONIN",0.95,53,fallback_forecast,1
GATEAU CHOCOLAT PBC,38.0,53,fallback_forecast,1
CAKE CHOCOLAT PBC,30.4,53,fallback_forecast,1
CAKE MARBRE PBC,209.0,53,fallback_forecast,1
COOKIES,76.0,53,fallback_forecast,1
MUFFINS VANILLE,45.599999999999994,53,fallback_forecast,1
CAROTTE CAKE PBC,209.0,53,fallback_forecast,1
CAKE MARBRE MARGARINE,209.0,53,fallback_forecast,1
PALETTE A GLACE,855.0,53,fallback_forecast,1
fondant chocolat individual Margarine,51.3,53,fallback_forecast,1
SERVIETTE 30*30 CIGUSTA,45.599999999999994,53,fallback_forecast,1
BROCHETTE BAMBOO 20,2.8499999999999996,53,fallback_forecast,1
CAKE NATURE MARGARINE,104.5,53,fallback_forecast,1
AIL,1.6624999999999999,53,fallback_forecast,1
CAKE ORANGE PBC,34.199999999999996,53,fallback_forecast,1
SUCRE VRAC KG,9.5,53,fallback_forecast,1
ANANAS GRAND,7.6,53,fallback_forecast,1
DATTE EN VRAC,3.8,53,fallback_forecast,1
COUSCOUS,13.299999999999999,53,fallback_forecast,1
PIMENT FORT,4.75,53,fallback_forecast,1
COFFRET PORTRAIT AV SEP 11.5/11.5,95.0,53,fallback_forecast,1
POIS CHICHE KG,0.95,53,fallback_forecast,1
SAVON LIQ OXY'SOAP 1L,0.95,53,fallback_forecast,1
CAPSULE CAFFITALY INTENSO,91.19999999999999,53,fallback_forecast,1
ASEPCLOR,9.5,53,fallback_forecast,1
BOITE PIZZA ONDULEE 31/31,47.5,53,fallback_forecast,1
CHOUX ROUGE,2.0425,53,fallback_forecast,1
ROQUETTE SALADE BARQUETTE,2.1849999999999996,53,fallback_forecast,1
BASILIC BARQUETTE,1.4249999999999998,53,fallback_forecast,1
AMANDE EFFILEE,0.95,53,fallback_forecast,1
FUT HEINEKEIN,2.8499999999999996,53,fallback_forecast,1
KINDER T4,19.0,53,fallback_forecast,1
MARGARINE,0.95,53,fallback_forecast,1
SEL,1.9,53,fallback_forecast,1
CHAMPIGNON FRAIS,4.75,53,fallback_forecast,1
AUBERGINE,4.0375,53,fallback_forecast,1
COURGETTE,3.8,53,fallback_forecast,1
MOUTARDE DIJON,5.699999999999999,53,fallback_forecast,1
PAILLE BUBBLE TEA 12MM COLORE,0.95,53,fallback_forecast,1
VIANDE HACHEE SPECIAL MAIGRE CONGELE KG,9.3955,53,fallback_forecast,1
GOBLET 6.5 0Z MF,475.0,53,fallback_forecast,1
AMSTEL BEER BLLE 33CL,38.0,53,fallback_forecast,1
PUNCH CIDRE 50CL,22.799999999999997,53,fallback_forecast,1
CELTIA JET 25CL,34.199999999999996,53,fallback_forecast,1
MIRA 1L,381.9,53,fallback_forecast,1
POULET PANE AMANDE PB,33.25,53,fallback_forecast,1
DADDY'S CHIPS SPICY PAPRIKA 70G,14.25,53,fallback_forecast,1
KINDER BUENO,28.5,53,fallback_forecast,1
BORGHELL,4.75,53,fallback_forecast,1
BACON BOEUF FUME TRANCHES ( 300GR),0.285,53,fallback_forecast,1
BECK'S JET 24CL,17.099999999999998,53,fallback_forecast,1
HEINEKEN BLLE 30CL,119.69999999999999,53,fallback_forecast,1
PAIN DE MIE NATURE,24.7,53,fallback_forecast,1
PAIN DE MIE CEREALE,24.7,53,fallback_forecast,1
PUNCH ORANGE 50CL,11.399999999999999,53,fallback_forecast,1
SAC GROUPAGE DB,1425.0,53,fallback_forecast,1
SUCRE GLACE,4.75,53,fallback_forecast,1
SANIT SURF,0.95,53,fallback_forecast,1
GOBLET 6.5 PLAN B,950.0,53,fallback_forecast,1
HARISSA ARBI,1.9,53,fallback_forecast,1
CREME A FOUETTER,5.699999999999999,53,fallback_forecast,1
OLIVE DENOYETE,6.6499999999999995,53,fallback_forecast,1
ESCALOPE DE DINDE FUME EN TRANCHE,9.5,53,fallback_forecast,1
PAPIER CUISSON 40*60,0.95,53,fallback_forecast,1
VINAIGRE CREME DE BALSAMIQUE,1.9,53,fallback_forecast,1
CAPSULE CAFFITALY VIGOROSO,180.5,53,fallback_forecast,1
PAIN SANDWICH CI GUSTA,60.8,53,fallback_forecast,1
FROMAGE MOZZARELLA  KG,19.0,53,fallback_forecast,1
FROMAGE MEULE GOUDA,5.679099999999999,53,fallback_forecast,1
CAPRE VRAC,0.95,53,fallback_forecast,1
TOMATE CONCENTREE EN BOITE,5.699999999999999,53,fallback_forecast,1
THON HV EN BOITE,19.0,53,fallback_forecast,1
FROMAGE BLANC FONDU KG,2.09,53,fallback_forecast,1
LENTILLE VRAC,1.9,53,fallback_forecast,1
FROMAGE TRIANGLE FONDU STREET &CO,5.699999999999999,53,fallback_forecast,1
SAC SOUS VIDE LISSE 30*30,1.9,53,fallback_forecast,1
HARISSA CONCENTRE EN BOITE,1.9,53,fallback_forecast,1
MOZARELLA CERISE,5.699999999999999,53,fallback_forecast,1
PATE PIZZA FOCCACIA 30/40,76.0,53,fallback_forecast,1
COUVERCLE GOBLET TRSP 35 CL EJEM,950.0,53,fallback_forecast,1
STYLO BIC,4.75,53,fallback_forecast,1
COUVERCLE DOM PET 450ML AVEC TROU,475.0,53,fallback_forecast,1
PATE PIZZA PANCROCCHINO 32cm,11.399999999999999,53,fallback_forecast,1
CHOCOLAT EN POUDRE,4.75,53,fallback_forecast,1
NUGGETS PANE PB,23.75,53,fallback_forecast,1
AVOCAT FRUIT PIECE,2.8499999999999996,53,fallback_forecast,1
MANGUE,4.75,53,fallback_forecast,1
NUTELLA GO 52 GR,22.799999999999997,53,fallback_forecast,1
FORTE NSPRS,285.0,53,fallback_forecast,1
PATE PIZZA FOCACCIA 12/40,46.55,53,fallback_forecast,1
GOBLET PET 16OZ/450 ML TRANSPARENT,665.0,53,fallback_forecast,1
GOBLET PET 350 CC,950.0,53,fallback_forecast,1
LOT CAFE GRAIN CLASSICO CLASSIC ROAST,1.9,53,fallback_forecast,1
RED BULL,8.549999999999999,53,fallback_forecast,1
GARCI GAZ 1L,22.799999999999997,53,fallback_forecast,1
LOT CAFE GRAIN ESPERTO MOYEN GRAIN,1.9,53,fallback_forecast,1
PAILLE NOIR,3.8,53,fallback_forecast,1
SAC SANDWICH DAILY BREAK,950.0,53,fallback_forecast,1
SACHET BRETELLE GM,142.5,53,fallback_forecast,1
PASTEQUE,7.172499999999999,53,fallback_forecast,1
MELON,4.4175,53,fallback_forecast,1
BOITE A CREPE,475.0,53,fallback_forecast,1
FOURCHETTE NOIRE EMBALEE EJEM,0.95,53,fallback_forecast,1
CUILLERE A CAFE PLASTIQUE,11.399999999999999,53,fallback_forecast,1
PAIN CHAWARMA *10,3.8,53,fallback_forecast,1
BARQUETTE CARTON DB,570.0,53,fallback_forecast,1
MAYONAISE,0.95,53,fallback_forecast,1
ETUI SANDWICH,475.0,53,fallback_forecast,1
SAC A POUBELLE GEANT BLANC,190.0,53,fallback_forecast,1
MIX A CREPE FRAN,19.0,53,fallback_forecast,1
SERVIETTE EN PAPIER 30*30,34.199999999999996,53,fallback_forecast,1
ROULEAU TPE,38.0,53,fallback_forecast,1
SUCRE EN SACHET DAILY BREAK,9.5,53,fallback_forecast,1
INTENSO NSPRS,95.0,53,fallback_forecast,1
CUILLIERE NOIRE EJEM,1.9,53,fallback_forecast,1
BACTYGEL 703 CF,0.95,53,fallback_forecast,1
AGRAFFE,7.6,53,fallback_forecast,1
CHEMISE CRAFT,38.0,53,fallback_forecast,1
BON DE TRANSFERT 50*3,8.549999999999999,53,fallback_forecast,1
"EAU MINERALE 1,5L",1242.6,53,fallback_forecast,1
POCHETTE CROISSANT CRAFT 11*5*28,950.0,53,fallback_forecast,1
ESSUIES VERRES,3.8,53,fallback_forecast,1
SALADE LAITUE TUN,24.889999999999997,53,fallback_forecast,1
COCA COLA BOITE ZERO 24CL,10.45,53,fallback_forecast,1
FROMAGE CHEDDAR EN BLOC,6.593,53,fallback_forecast,1
CHOUX VERT,2.565,53,fallback_forecast,1
OEUFS,6.6499999999999995,53,fallback_forecast,1
TOMATE CERISES,0.95,53,fallback_forecast,1
TOMATE FRAICHE,28.5,53,fallback_forecast,1
CAROTTE,2.1374999999999997,53,fallback_forecast,1
OIGNONS BLANC,4.9399999999999995,53,fallback_forecast,1
