product,inventory_cycle,predicted_inventory,model_used
JUS CITRONADE  CLASSIQUE 250 ml,18,30.741617,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,33.667797,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,35.449276,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,38.440662,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,40.058987,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,42.456516,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,43.964027,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,44.581436,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,45.405914,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,45.306652,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,42.752033,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,41.257103,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,40.34305,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,41.399143,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,38.80736,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,39.938232,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,39.02867,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,39.099766,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,39.050423,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,37.669334,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,35.627213,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,33.088493,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,30.159613,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,27.796854,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,25.81212,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,24.39747,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,24.476118,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,23.445093,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,22.146486,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,22.960657,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,22.830496,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,23.331526,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,24.967524,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,27.45613,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,30.534094,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,29.745707,gru
JUS CITRONADE  CLASSIQUE 250 ml,18,29.955374,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,29.360083,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,28.116259,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,26.95947,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,26.908022,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,26.0516,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,24.666662,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,22.844797,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,21.916124,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,23.247805,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,23.264692,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,24.365683,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,25.8268,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,27.486296,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,27.466467,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,28.910337,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,30.906397,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,30.814798,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,28.41413,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,27.88532,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,27.088026,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,28.215685,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,29.307615,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,29.344042,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,31.332193,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,32.31728,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,33.189537,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,35.486267,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,37.551903,gru
JUS CITRONADE  CLASSIQUE 250 ml,19,41.41907,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,40.62996,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,38.32592,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,35.473183,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,35.13536,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,33.04436,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,30.797247,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,29.020327,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,25.71523,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,23.601107,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,19.820276,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,19.691172,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,21.265993,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,21.886835,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,22.551413,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,22.292414,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,22.063028,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,22.475725,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,22.107233,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,21.486574,gru
JUS CITRONADE  CLASSIQUE 250 ml,20,21.124186,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,22.129465,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,25.618128,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,26.940844,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,26.81833,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,25.733568,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,24.916506,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,24.428942,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,24.844439,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,26.960726,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,26.943129,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,24.955229,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,22.386934,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.923525,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.184801,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.278025,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.012468,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.082125,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.691889,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,21.032244,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,20.649134,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,21.286074,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,21.28113,gru
JUS FRAISE  MINI CAMAROSA 250 ml,1,21.525469,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,21.80794,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,21.628878,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,20.520021,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,19.196177,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,18.559572,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,17.444681,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,16.924128,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,16.596506,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,16.84778,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,17.36268,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,17.560564,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,18.166704,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,18.64042,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,18.553888,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,19.10982,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,18.689661,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,19.237436,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,20.804369,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,20.44404,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,20.101068,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,19.039255,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,19.143602,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,20.628092,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,21.422083,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,21.747843,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,22.962976,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,23.605032,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,23.232824,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,25.611235,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,25.663813,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,26.437517,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,26.128057,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,25.159552,gru
JUS FRAISE  MINI CAMAROSA 250 ml,2,23.764143,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,22.61946,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,22.739027,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,22.8309,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.835756,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,20.78409,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.57767,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.527338,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.47095,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,22.27579,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,23.737993,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,23.796583,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,23.43741,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,23.899416,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,25.480577,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,26.291323,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,25.519583,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,24.267408,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,22.624228,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.712137,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,21.072664,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,20.958689,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,19.532091,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,19.255754,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,18.63952,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,18.215837,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,18.33748,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,18.28959,gru
JUS FRAISE  MINI CAMAROSA 250 ml,3,19.042818,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.494005,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.704737,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,20.824999,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,21.138102,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,20.00352,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.779879,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.480768,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,20.075815,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.889864,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.721582,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.955095,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.723833,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.868677,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.309511,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.53383,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.53657,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.983286,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.662699,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.99399,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,17.857538,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.537798,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.99196,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,18.723162,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,19.144053,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,20.709818,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,21.09389,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,21.60657,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,22.148775,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,23.218264,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,23.721567,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,23.64213,gru
JUS FRAISE  MINI CAMAROSA 250 ml,4,22.844164,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.806116,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.493502,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.751291,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.33291,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.893953,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.202906,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,19.798075,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.21956,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.186594,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.429995,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.894526,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.394,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.925318,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,24.590254,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,24.242819,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,24.866228,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.93307,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.001146,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.139547,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.311838,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.125605,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.848093,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,24.224924,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,24.195673,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.89929,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,23.859701,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.768305,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.441423,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,22.440783,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.760462,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.689943,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,21.523073,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.720766,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.532099,gru
JUS FRAISE  MINI CAMAROSA 250 ml,5,20.623987,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.598001,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.976824,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,23.634237,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,23.772356,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,23.94671,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,25.239,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,25.167036,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.77833,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.880713,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.44633,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.888704,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.126753,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,23.873808,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.59696,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.017004,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,25.48263,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,26.713545,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,25.794603,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,25.110422,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.815329,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,24.196188,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,23.062273,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,22.54387,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.703066,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.183886,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,20.03251,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,19.03332,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,19.259829,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,20.74528,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.189371,gru
JUS FRAISE  MINI CAMAROSA 250 ml,6,21.266077,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.04513,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.050753,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.610857,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.593721,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.058722,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.632631,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.931303,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.433718,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.50554,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.939081,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.70389,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.458849,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.03264,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.635935,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.72951,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.426126,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.410822,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.11807,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,25.248636,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.680902,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.755518,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,24.684431,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.774256,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.421728,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.684153,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.340723,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.330774,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.801249,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.663317,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,19.28853,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,19.060968,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,18.828165,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,18.633478,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,18.998095,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,19.847338,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.356745,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.522684,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.530924,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,20.495958,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,21.86899,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,22.96147,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.692507,gru
JUS FRAISE  MINI CAMAROSA 250 ml,7,23.699823,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,22.4363,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,20.95067,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,20.141695,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,19.558397,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,18.225298,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,17.475481,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,16.61271,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,15.459894,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,14.065195,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,13.687197,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,13.718012,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,13.848108,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,13.653185,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,14.189775,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,14.689432,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,14.859697,gru
JUS FRAISE  MINI CAMAROSA 250 ml,8,14.613756,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,15.40494,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,15.836641,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.49074,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.721407,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.753084,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.9806,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.470346,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.83671,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.495333,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.385576,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,16.068644,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,15.464403,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,15.10058,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,15.09894,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.784731,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.862375,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.509241,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.273211,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.367815,gru
JUS FRAISE  MINI CAMAROSA 250 ml,9,14.556719,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.184244,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.848955,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.706644,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.209513,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.697489,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.861536,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.919664,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.907038,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.713915,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.75001,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.437441,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.013681,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.959841,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.575602,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.177263,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.750841,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.938181,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.021845,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.106134,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.861895,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.019968,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.738771,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,15.163843,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.753313,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.897333,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.355196,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,13.803423,gru
JUS FRAISE  MINI CAMAROSA 250 ml,10,14.301508,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,15.30868,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,16.540224,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,17.215326,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,17.811289,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,19.12752,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,19.92003,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,21.858942,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,22.963877,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.037123,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.428,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,24.620794,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.463778,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.998697,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,26.26628,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.5371,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,25.087564,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,24.644373,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,23.87084,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,22.369806,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,22.219141,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,22.54175,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,21.515253,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,20.627398,gru
JUS FRAISE  MINI CAMAROSA 250 ml,11,19.190355,gru
